Location id	1	2	3	4	5
Location latitude	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	113.336	113.116	114.845	116.742	132.81
1952	110.925	110.307	110.852	111.493	112.403
1953	118.091	118.197	119.14	119.617	120.047
1954	116.996	117.336	119.201	125.196	130.014
1955	113.312	114.077	122.956	130.539	142.796
1956	121.464	124.379	126.866	129	131.238
1957	106.508	105.45	105.273	106.668	109.722
1958	122.958	124.839	125.471	126.643	129.628
1959	112.539	111.435	112.241	115.979	124.259
1960	115.873	116.831	117.624	124.751	127.341
1961	106.044	103.62	102.487	103.717	105.423
1962	122.472	124.76	126.232	127.338	128.197
1963	114.158	113.798	113.561	113.42	113.722
1964	117.84	119.984	122.878	130.362	131.31
1965	112.821	112.237	114.148	115.267	115.732
1966	117.735	117.371	118.374	118.787	122.796
1967	112.1	111.613	113.187	118.51	121.065
1968	117.018	117.19	117.683	118.762	124.699
1969	122.135	126.42	130.084	131.081	131.859
1970	126.096	128.535	130.823	132.96	134.705
1971	121.152	122.166	123.314	125.289	128.764
1972	119.401	120.646	121.676	123.064	124
1973	128.707	132.37	134.94	136.957	138.938
1974	115.654	117.223	119.61	123.575	130.85
1975	128.88	129.794	131.129	132.993	134.875
1976	123.317	125.26	126.858	128.316	129.223
1977	115.375	114.812	116.74	122.03	129.691
1978	124.728	128.625	132.724	137.028	145.361
1979	123.237	128.072	135.81	140.538	144.227
1980	124.561	128.774	132.219	135.057	139.381
1981	105.617	102.954	101.138	100.304	99.904
1982	122.55	124.922	128.529	131.895	135.409
1983	118.079	118.271	118.568	121.594	122.865
1984	123.342	124.835	125.926	126.88	127.866
1985	121.039	121.635	122.035	122.332	124.193
1986	129.339	132.349	133.932	135.104	136.086
1987	120.94	121.852	122.617	125.039	126.291
1988	113.046	113.393	116.517	127.299	131.022
1989	114.468	119.311	123.778	127.002	134.931
1990	121.926	130.45	133.369	142.701	146.383
1991	121.316	125.282	132.684	138.387	143.019
1992	118.247	118.859	119.335	119.766	120.08
1993	116.782	117.852	120.073	122.297	124.339
1994	111.433	111.862	112.328	112.619	114.954
1995	118.231	119.652	122.914	126.01	130.094
1996	119.705	119.471	119.108	119.496	128.513
1997	107.693	106.222	110.777	118.94	129.636
1998	118.955	118.663	123.238	129.672	133.923
1999	115.434	114.593	114.072	113.636	113.628
2000	115.937	117.114	120.244	124.929	129.506
