Location id	1	2	3	4	5
Location latitude	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	281	279	304	-999	-999
1952	-999	-999	-999	-999	-999
1953	-999	-999	-999	-999	-999
1954	333	312	311	348	355
1955	365	-999	-999	-999	-999
1956	-999	-999	359	343	340
1957	273	268	267	268	274
1958	-999	365	365	365	365
1959	316	301	313	358	364
1960	-999	-999	-999	-999	366
1961	296	293	293	296	299
1962	-999	-999	-999	327	313
1963	315	298	293	287	287
1964	-999	-999	-999	366	366
1965	352	344	291	290	289
1966	-999	-999	-999	-999	-999
1967	300	298	303	305	312
1968	359	340	323	324	324
1969	357	357	347	313	302
1970	-999	365	365	365	365
1971	309	297	294	294	296
1972	288	288	296	310	307
1973	-999	-999	-999	-999	-999
1974	-999	-999	-999	360	363
1975	-999	363	355	359	351
1976	-999	-999	-999	365	362
1977	286	279	279	292	293
1978	356	335	311	310	310
1979	-999	-999	-999	-999	-999
1980	320	316	314	314	315
1981	277	271	269	266	266
1982	-999	-999	-999	-999	-999
1983	312	304	304	305	306
1984	287	286	289	336	348
1985	-999	-999	365	365	365
1986	-999	-999	-999	-999	362
1987	348	311	343	337	346
1988	297	295	296	350	350
1989	360	-999	-999	364	364
1990	-999	-999	-999	-999	365
1991	-999	-999	-999	-999	-999
1992	357	311	300	298	295
1993	362	365	360	351	349
1994	359	363	365	364	-999
1995	298	297	297	300	312
1996	364	356	348	344	349
1997	306	306	311	323	337
1998	-999	-999	362	361	363
1999	-999	-999	-999	-999	365
2000	-999	-999	-999	-999	-999
