Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	53	55	54	56	56	58	57	59	59	61
1952	53	56	54	57	56	59	57	60	59	62
1953	52	52	53	53	54	54	56	55	57	56
1954	54	58	55	59	56	61	58	62	60	64
1955	53	56	55	57	56	59	58	61	60	63
1956	53	58	54	59	56	60	57	62	59	63
1957	53	56	54	57	56	59	58	61	59	63
1958	53	55	54	57	56	58	57	60	59	62
1959	53	56	55	58	56	59	58	61	60	64
1960	54	59	55	61	57	63	59	65	61	67
1961	53	54	54	56	56	58	57	60	59	62
1962	55	61	56	62	57	64	59	66	61	69
1963	53	57	54	58	55	58	57	59	58	61
1964	53	55	54	57	56	58	57	60	59	62
1965	53	56	54	57	56	58	57	60	59	61
1966	53	56	54	58	56	60	58	62	60	64
1967	54	58	55	60	57	62	58	64	60	66
1968	53	56	54	57	56	58	57	60	59	62
1969	53	56	54	57	56	59	57	60	59	62
1970	53	57	55	58	56	59	58	61	59	63
1971	53	56	55	58	56	59	58	61	59	63
1972	53	54	54	56	56	57	57	59	59	61
1973	52	52	53	53	55	54	56	56	58	57
1974	53	56	54	58	56	59	58	61	59	63
1975	52	53	53	54	55	56	56	58	58	60
1976	53	54	54	55	55	56	57	58	59	60
1977	53	54	54	56	55	57	57	59	59	61
1978	53	55	54	56	55	58	57	60	59	62
1979	53	55	54	56	55	57	57	59	58	60
1980	53	56	55	57	56	59	58	61	60	63
1981	53	54	54	55	55	56	56	57	58	59
1982	53	55	54	56	56	57	57	59	59	61
1983	53	56	55	58	56	59	58	61	60	63
1984	53	55	54	56	55	57	57	59	59	61
1985	53	57	54	58	55	59	57	61	59	62
1986	53	58	54	59	56	60	57	61	59	63
1987	53	56	54	57	55	59	57	60	59	62
1988	54	58	55	60	57	62	59	64	61	66
1989	53	55	54	57	56	58	58	60	59	62
1990	53	57	55	59	56	61	58	63	60	65
1991	53	55	54	56	55	57	57	59	59	61
1992	53	55	54	56	56	58	57	59	59	61
1993	53	54	54	55	55	57	57	58	59	60
1994	52	53	53	54	55	55	56	57	58	59
1995	53	56	55	58	56	59	58	61	60	64
1996	53	55	54	56	55	57	57	59	59	61
1997	52	53	53	54	55	55	56	56	58	58
1998	53	56	55	58	56	59	58	61	60	64
1999	52	54	54	55	55	56	56	57	58	59
2000	53	56	55	57	56	59	58	60	59	62
