Location id	1	2	3	4	5	6	7	8	9
Location latitude	41.9	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.7	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1951	-999	330	327	312	312	306	311	311	312
1952	359	359	337	323	320	306	302	304	302
1953	316	302	320	312	309	317	314	315	328
1954	327	309	304	305	307	306	308	303	301
1955	299	343	320	350	339	349	321	329	344
1956	348	314	316	310	315	312	317	317	319
1957	275	311	309	316	314	309	313	315	328
1958	-999	313	298	306	297	301	308	310	313
1959	286	306	335	341	355	355	347	354	357
1960	-999	312	304	304	295	293	295	297	298
1961	283	284	314	318	327	319	308	306	305
1962	343	-999	347	352	-999	351	326	325	320
1963	300	333	328	330	325	322	313	312	315
1964	-999	333	317	309	310	311	296	296	296
1965	285	323	315	315	309	306	310	303	308
1966	348	322	308	306	301	297	300	298	302
1967	289	347	335	334	330	333	328	328	323
1968	309	291	308	309	309	306	307	307	305
1969	286	306	338	316	332	309	317	307	327
1970	-999	324	312	309	307	305	304	306	307
1971	294	295	326	295	306	295	303	305	308
1972	325	331	333	316	320	318	318	319	316
1973	-999	325	316	319	315	323	315	319	324
1974	362	328	313	312	306	300	306	307	306
1975	349	347	338	337	337	340	339	340	355
1976	361	352	345	352	342	350	325	325	334
1977	282	298	314	303	310	311	311	312	310
1978	308	326	332	326	324	303	320	303	299
1979	-999	341	329	325	310	309	303	301	299
1980	312	305	321	307	311	300	309	311	309
1981	291	295	293	290	288	285	287	287	290
1982	-999	340	333	338	324	336	323	331	335
1983	304	334	351	354	-999	365	340	333	337
1984	355	342	331	329	326	320	319	314	304
1985	-999	365	344	342	337	308	313	309	308
1986	-999	359	343	343	323	321	308	309	310
1987	341	322	326	322	320	319	315	316	317
1988	291	312	311	307	302	302	298	300	302
1989	351	357	358	349	325	326	310	309	310
1990	359	294	289	289	297	305	302	300	296
1991	-999	-999	361	362	358	362	335	334	335
1992	295	307	302	307	304	328	327	331	332
1993	363	309	301	302	295	310	284	282	282
1994	365	320	341	335	341	339	334	337	334
1995	291	349	348	348	347	351	349	351	353
1996	346	305	299	301	303	313	311	308	304
1997	286	300	296	301	297	301	314	320	346
1998	358	326	326	308	311	303	296	294	292
1999	-999	303	309	292	300	296	299	306	311
2000	365	311	308	307	303	300	294	294	291
2001	353	322	311	311	323	324	322	324	324
2002	313	306	318	309	307	319	300	301	306
2003	-999	-999	355	358	353	354	319	311	315
2004	366	-999	335	333	321	307	303	301	297
2005	-999	343	329	324	334	331	318	319	320
2006	363	345	343	345	336	339	332	335	340
2007	356	300	295	287	289	294	291	294	296
2008	291	319	306	310	311	304	306	307	310
2009	365	-999	331	314	302	291	298	280	284
2010	-999	337	326	323	333	340	328	339	348
2011	331	291	283	290	284	286	285	290	291
2012	-999	327	313	317	309	307	306	309	311
2013	303	-999	356	352	350	341	332	307	311
2014	277	317	316	325	303	304	290	289	294
2015	-999	352	339	346	323	324	318	323	319
2016	366	341	334	336	327	334	317	329	332
2017	363	341	331	348	331	336	322	314	310
2018	-999	-999	364	-999	364	-999	313	322	352
2019	358	364	359	-999	365	362	333	336	330
2020	-999	308	294	305	303	325	316	313	318
