Location id	1	2	3	4	5	6	7	8	9
Location latitude	41.9	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.7	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1951	0.996	0	0	0	0	0	0	0	0
1952	0.997	0	0	0	0	0	0	0	0
1953	0.996	0.989	0	0.992	0.991	0	0.984	0.965	0.981
1954	0.996	0.994	0	0	0	0	0	0	0
1955	0.997	0	0	0	0	0	0	0	0
1956	0.996	0.891	0	0.716	0	0	0	0	0
1957	0.997	0.995	0.995	0.888	0	0.995	0	0	0
1958	0.997	0	0.993	0.995	0	0	0	0	0
1959	0.998	0.997	0.996	0.896	0	0	0	0	0
1960	0.994	0.994	0.892	0.996	0.995	0.895	0.991	0	0
1961	0.997	0.995	0.993	0.996	0.996	0.995	0.994	0.993	0.991
1962	0.997	0	0	0	0	0	0	0	0
1963	0.993	0.887	0	0.986	0	0	0	0	0
1964	0.988	0.994	0.992	0.995	0	0	0	0	0
1965	0.997	0.971	0.831	0.893	0	0.993	0	0	0
1966	0.997	0.997	0.996	0.995	0.99	0.993	0.99	0.979	0.983
1967	0.996	0.993	0.992	0.995	0.991	0.994	0.994	0.894	0.995
1968	0.994	0.892	0.975	0.99	0	0.967	0	0	0.981
1969	0.963	0.995	0.974	0.994	0.99	0.992	0	0	0
1970	0.997	0.994	0.987	0.891	0	0	0	0	0
1971	0.895	0.991	0.967	0.979	0.989	0	0.988	0.985	0.984
1972	0.899	0.996	0	0	0	0	0	0	0
1973	0.997	0.996	0	0	0	0	0	0	0
1974	0.997	0	0	0	0	0	0	0	0
1975	0.997	0.996	0	0	0	0	0	0	0
1976	0.997	0.996	0.995	0.995	0	0	0	0	0
1977	0.96	0.996	0	0.996	0	0	0	0	0
1978	0.996	0	0	0	0	0	0	0	0
1979	0.997	0.996	0.915	0.995	0	0.986	0	0	0
1980	0.997	0	0	0	0	0	0	0	0
1981	0.996	0.993	0.912	0.992	0.992	0.993	0.989	0.989	0.99
1982	0.983	0.996	0.996	0.996	0	0	0	0.989	0
1983	0.995	0.996	0.995	0.995	0	0	0	0	0
1984	0.997	0	0	0	0	0	0	0	0
1985	0.995	0	0	0	0	0.975	0.968	0.966	0.973
1986	0.996	0.994	0.99	0.993	0.983	0.89	0	0	0
1987	0.996	0.993	0.882	0.985	0	0	0	0	0
1988	0.998	0.997	0.997	0.997	0.995	0.897	0.995	0.995	0.996
1989	0.997	0.996	0	0.996	0	0.994	0.995	0.996	0.996
1990	0.997	0.997	0.897	0.996	0.995	0.995	0.996	0.996	0.996
1991	0.997	0.995	0	0.994	0	0	0	0	0
1992	0.997	0.996	0.996	0.995	0.995	0.995	0.995	0.995	0.995
1993	0.898	0.997	0.996	0.996	0.995	0.995	0.993	0.894	0.994
1994	0.898	0.997	0.924	0.896	0	0.995	0	0	0
1995	0.998	0.997	0.997	0.997	0.996	0.996	0.995	0.994	0
1996	0.898	0.996	0	0.995	0	0	0	0	0
1997	0.998	0.997	0.896	0.995	0.993	0.986	0	0	0
1998	0.898	0.997	0.996	0.896	0	0.995	0.992	0.992	0.994
1999	0.997	0.996	0.896	0.995	0.992	0.995	0.994	0.992	0.994
2000	0.996	0.996	0.896	0.996	0.995	0.995	0.995	0.995	0.996
