Location id	1	2	3	4	5	6	7	8	9
Location latitude	41.9	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.7	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1951	56	54	52	52	51	52	51	51	51
1952	55	54	52	53	52	52	51	51	51
1953	55	52	51	51	50	50	50	51	50
1954	56	55	54	54	53	53	52	53	53
1955	57	54	52	53	52	52	52	52	52
1956	55	54	53	54	53	53	53	53	53
1957	55	53	52	53	52	52	51	51	51
1958	56	53	52	52	51	51	51	51	51
1959	58	55	53	53	52	52	52	52	52
1960	56	54	53	54	53	53	52	52	52
1961	55	53	51	52	51	51	51	51	51
1962	57	56	54	55	54	55	54	53	53
1963	57	55	54	54	53	53	54	54	53
1964	56	53	52	53	52	52	52	52	52
1965	56	53	52	52	52	52	51	51	51
1966	56	54	52	53	52	52	51	52	52
1967	57	55	53	54	53	53	52	52	51
1968	57	55	53	53	52	52	52	52	52
1969	58	55	53	53	52	52	52	52	52
1970	55	54	53	53	53	53	53	53	54
1971	57	55	53	53	52	52	52	52	52
1972	56	54	52	52	51	51	51	51	52
1973	54	53	51	51	50	50	50	50	50
1974	56	54	52	53	52	52	51	51	51
1975	54	52	51	51	50	51	50	50	51
1976	55	53	52	52	51	52	52	52	52
1977	55	53	51	52	51	52	51	51	51
1978	56	54	52	52	52	52	51	52	52
1979	57	54	52	52	52	52	52	53	53
1980	55	54	53	53	52	52	52	52	52
1981	56	53	52	52	52	52	51	52	52
1982	57	54	52	53	51	52	52	52	52
1983	56	54	53	53	52	53	53	53	53
1984	58	55	53	53	52	52	52	52	52
1985	56	54	53	53	53	53	53	53	53
1986	58	56	55	54	53	53	53	52	52
1987	57	56	54	54	53	52	52	52	52
1988	59	57	54	55	53	53	52	51	51
1989	57	55	53	53	52	52	51	51	51
1990	58	55	53	53	52	53	52	52	52
1991	56	54	53	53	52	52	51	51	51
1992	56	54	53	53	52	53	52	52	52
1993	56	53	52	52	51	51	51	51	51
1994	55	53	52	52	51	51	50	50	50
1995	57	54	53	53	52	52	51	51	51
1996	57	55	53	53	52	52	52	53	53
1997	55	53	51	51	51	52	51	51	51
1998	58	56	54	54	52	52	52	51	51
1999	56	53	52	52	51	51	51	51	51
2000	57	55	53	54	53	53	52	53	53
2001	57	54	53	53	52	53	52	52	52
2002	56	54	52	53	52	52	52	52	52
2003	56	54	52	53	52	52	51	51	52
2004	56	54	53	53	52	52	51	51	51
2005	58	55	53	53	53	53	52	52	52
2006	56	55	53	54	53	54	53	53	53
2007	59	57	55	56	55	55	54	54	54
2008	56	53	52	52	51	51	51	51	51
2009	56	53	52	52	51	51	51	51	51
2010	58	55	54	54	53	53	52	53	53
2011	56	54	52	53	52	52	51	52	52
2012	59	57	55	55	54	53	53	53	52
2013	57	55	53	54	52	52	52	52	52
2014	58	55	53	54	52	52	52	52	52
2015	59	56	54	54	53	53	52	53	53
2016	58	55	53	53	52	52	52	52	52
2017	58	56	54	54	53	53	53	53	53
2018	56	54	52	53	52	52	51	51	52
2019	58	57	55	55	54	54	53	53	53
2020	59	56	54	55	53	54	52	52	52
