Location id	1	2	3	4	5	6	7	8	9
Location latitude	41.9	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.7	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1951	0.997	0.995	0.989	0.993	0.991	0.991	0.96	0.974	0.991
1952	0.998	0.997	0.99	0.992	0.991	0.994	0.994	0.985	0.995
1953	0.998	0.991	0.978	0.849	0.992	0.628	0.984	0.965	0.981
1954	0.997	0.868	0.991	0.994	0.989	0.991	0.987	0.985	0.985
1955	0.999	0.997	0.996	0.997	0.995	0.993	0.982	0.98	0.982
1956	0.997	0.991	0.581	0.488	0.956	0.97	0.648	0.897	0.905
1957	0.998	0.984	0.992	0.984	0.988	0.864	0.977	0.983	0.84
1958	0.998	0.996	0.993	0.995	0.862	0.993	0.958	0.977	0.497
1959	0.999	0.998	0.997	0.995	0.995	0.995	0.959	0.995	0.989
1960	0.995	0.992	0.988	0.996	0.994	0.992	0.987	0.993	0.994
1961	0.998	0.996	0.994	0.997	0.865	0.996	0.995	0.994	0.993
1962	0.999	0.997	0.996	0.996	0.995	0.993	0.992	0.991	0.992
1963	0.994	0.986	0.985	0.987	0.985	0.973	0.963	0.955	0.927
1964	0.989	0.996	0.908	0.996	0.994	0.994	0.723	0.66	0.992
1965	0.998	0.996	0.979	0.994	0.992	0.99	0.746	0.991	0.994
1966	0.999	0.998	0.997	0.996	0.991	0.994	0.991	0.98	0.984
1967	0.997	0.994	0.992	0.996	0.992	0.979	0.993	0.546	0.995
1968	0.996	0.992	0.976	0.991	0.977	0.967	0.99	0.964	0.918
1969	0.998	0.996	0.977	0.995	0.759	0.992	0.827	0.713	0.991
1970	0.998	0.995	0.988	0.542	0.989	0.981	0.988	0.98	0.973
1971	0.996	0.992	0.984	0.98	0.99	0.986	0.988	0.958	0.973
1972	0.999	0.997	0.996	0.997	0.996	0.995	0.987	0.99	0.991
1973	0.998	0.997	0.993	0.97	0.994	0.995	0.995	0.995	0.996
1974	0.999	0.996	0.515	0.994	0.994	0.993	0.994	0.993	0.995
1975	0.997	0.996	0.994	0.562	0.995	0.889	0.993	0.995	0.996
1976	0.998	0.997	0.996	0.994	0.993	0.992	0.99	0.678	0.992
1977	0.998	0.996	0.996	0.995	0.993	0.993	0.506	0.982	0.878
1978	0.998	0.997	0.995	0.994	0.683	0.993	0.992	0.876	0.714
1979	0.998	0.997	0.993	0.995	0.988	0.985	0.946	0.931	0.615
1980	0.998	0.997	0.993	0.997	0.996	0.996	0.995	0.993	0.992
1981	0.997	0.994	0.985	0.992	0.989	0.987	0.965	0.98	0.982
1982	0.999	0.998	0.981	0.997	0.995	0.993	0.984	0.989	0.692
1983	0.996	0.997	0.996	0.997	0.996	0.997	0.995	0.995	0.995
1984	0.999	0.746	0.996	0.996	0.995	0.995	0.995	0.995	0.995
1985	0.996	0.915	0.945	0.964	0.968	0.976	0.756	0.966	0.974
1986	0.997	0.995	0.991	0.994	0.984	0.537	0.978	0.955	0.934
1987	0.998	0.994	0.669	0.985	0.982	0.99	0.982	0.918	0.952
1988	0.999	0.998	0.998	0.998	0.996	0.626	0.996	0.995	0.996
1989	0.998	0.997	0.996	0.995	0.993	0.993	0.846	0.996	0.996
1990	0.999	0.999	0.997	0.997	0.996	0.891	0.995	0.996	0.996
1991	0.997	0.824	0.989	0.988	0.975	0.983	0.977	0.982	0.985
1992	0.998	0.997	0.997	0.996	0.996	0.996	0.996	0.996	0.996
1993	0.999	0.998	0.997	0.997	0.996	0.996	0.994	0.995	0.995
1994	0.999	0.906	0.996	0.679	0.995	0.957	0.994	0.993	0.663
1995	0.999	0.998	0.998	0.997	0.996	0.997	0.995	0.994	0.565
1996	0.999	0.853	0.996	0.996	0.995	0.994	0.961	0.979	0.987
1997	0.999	0.998	0.996	0.995	0.993	0.841	0.973	0.975	0.979
1998	0.997	0.997	0.997	0.684	0.996	0.996	0.993	0.948	0.995
1999	0.998	0.997	0.996	0.996	0.994	0.995	0.995	0.885	0.995
2000	0.998	0.997	0.695	0.904	0.996	0.996	0.997	0.997	0.997
2001	0.999	0.997	0.996	0.997	0.627	0.705	0.996	0.995	0.996
2002	0.998	0.997	0.996	0.996	0.995	0.983	0.995	0.994	0.995
2003	0.999	0.58	0.997	0.996	0.994	0.818	0.992	0.99	0.988
2004	0.998	0.997	0.908	0.814	0.995	0.996	0.996	0.996	0.996
2005	0.998	0.997	0.996	0.996	0.691	0.497	0.994	0.994	0.994
2006	0.998	0.997	0.996	0.996	0.994	0.995	0.995	0.994	0.992
2007	0.999	0.998	0.997	0.996	0.997	0.998	0.998	0.998	0.998
2008	0.998	0.997	0.885	0.733	0.645	0.564	0.995	0.712	0.942
2009	0.998	0.996	0.995	0.995	0.994	0.995	0.988	0.955	0.995
2010	0.998	0.992	0.99	0.995	0.987	0.994	0.98	0.987	0.974
2011	0.999	0.997	0.995	0.995	0.994	0.995	0.993	0.99	0.989
2012	0.998	0.996	0.989	0.995	0.88	0.993	0.99	0.992	0.992
2013	0.999	0.997	0.996	0.997	0.994	0.993	0.983	0.992	0.718
2014	0.999	0.998	0.998	0.998	0.997	0.998	0.998	0.998	0.997
2015	0.999	0.998	0.998	0.998	0.997	0.996	0.996	0.997	0.997
2016	0.999	0.845	0.945	0.544	0.996	0.997	0.996	0.672	0.995
2017	0.999	0.997	0.995	0.995	0.989	0.992	0.614	0.993	0.992
2018	0.998	0.998	0.997	0.997	0.996	0.925	0.996	0.996	0.994
2019	0.999	0.998	0.997	0.997	0.996	0.664	0.996	0.996	0.591
2020	0.999	0.862	0.999	0.998	0.998	0.676	0.997	0.997	0.997
