Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	57	61	66	84	90
1952	57	60	74	87	93
1953	46	47	48	49	50
1954	63	83	107	124	127
1955	64	72	78	90	105
1956	55	62	75	110	283
1957	59	314	325	326	326
1958	63	68	72	75	77
1959	72	312	321	329	336
1960	80	333	344	346	346
1961	307	322	340	342	350
1962	61	71	76	78	80
1963	41	40	40	42	49
1964	64	68	70	76	78
1965	54	57	60	63	66
1966	77	305	316	321	324
1967	49	62	79	89	94
1968	54	58	62	65	68
1969	52	59	80	88	104
1970	53	58	63	67	71
1971	59	64	69	80	118
1972	54	62	70	106	109
1973	53	55	56	58	60
1974	60	68	116	128	267
1975	75	86	95	100	124
1976	48	49	61	68	71
1977	58	89	98	101	102
1978	52	64	72	76	78
1979	57	66	75	81	88
1980	59	69	75	80	83
1981	45	46	47	48	49
1982	56	65	72	79	89
1983	60	66	84	87	89
1984	53	54	56	59	61
1985	64	73	87	118	122
1986	46	49	53	58	65
1987	53	56	64	68	71
1988	61	70	102	310	320
1989	57	73	94	116	119
1990	88	311	325	326	325
1991	50	53	71	89	107
1992	50	52	53	55	62
1993	64	87	294	297	297
1994	50	62	93	98	101
1995	86	310	323	324	323
1996	52	55	61	64	66
1997	51	73	89	105	112
1998	70	85	108	285	280
1999	46	53	60	67	81
2000	48	51	56	64	73
