Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	185	186	185	191	191
1952	179	176	177	177	175
1953	179	177	174	171	168
1954	189	197	206	214	215
1955	187	188	188	192	196
1956	188	190	191	207	366
1957	183	365	365	365	365
1958	187	189	189	189	188
1959	184	365	365	365	365
1960	188	366	366	366	366
1961	365	365	365	365	365
1962	191	195	197	199	200
1963	184	183	183	183	184
1964	184	182	180	179	177
1965	186	186	187	187	188
1966	188	365	365	365	365
1967	185	187	192	195	195
1968	187	187	188	187	188
1969	185	187	196	197	202
1970	187	188	188	189	188
1971	186	186	186	187	199
1972	191	195	198	214	219
1973	185	185	185	184	184
1974	188	190	211	215	365
1975	194	197	199	199	212
1976	181	179	180	179	178
1977	188	199	203	205	205
1978	189	195	200	205	207
1979	189	191	193	196	198
1980	193	200	205	209	213
1981	186	186	186	186	183
1982	185	186	187	187	188
1983	188	190	195	195	195
1984	192	194	197	202	204
1985	191	194	197	210	212
1986	185	185	185	185	186
1987	189	191	195	196	196
1988	187	188	200	366	366
1989	183	186	193	199	199
1990	195	365	365	365	365
1991	189	191	196	201	211
1992	183	182	181	180	181
1993	184	190	365	365	365
1994	183	184	194	194	194
1995	195	365	365	365	365
1996	187	188	191	192	194
1997	184	191	196	203	205
1998	188	192	201	365	365
1999	183	183	183	184	187
2000	182	180	179	180	181
