# Phenofit 4 trace file Thu Nov 16 16:08:48 CET 2023

# FitSpecies 
#   name: Quercus_robur_Global
#   leafModel: UniChill_Unimodal(-122.0;2.68;-49.93;44.22;-0.17;22.72;169.87;4.74)
#   flowerModel: UniChill_Unimodal(-122.0;2.68;-49.93;44.22;-0.17;22.72;169.87;8.74)
#   fruitMaturationModel: Fructification2phases(-0.667;6.7;73.41;5.0;48.0;3.61;0.6;3.0)
#   senescenceModel: SenDelpierre(12.3;24.0;2.0;0.0;4081.0;12.0)
#   compoundBud: 2
#   leafHabit: 1
#   TDeath: -90.0
#   leafFrostModel: LeafFrostFunction(-7.0;10.0;-16.0;-10.0;-20.0;10.0;16.0)
#   flowerFrostModel: FlowerFrostFunction(-12.0;-50.0;-7.0;10.0;-16.0;-10.0;-20.0;10.0;16.0)
#   droughtModel: LimitPrecipitationRamp(258.0;486.0;1380.0;3465.0)
#   evapotranspirationModel: null
# locId.........: 6
# phenoBirthYear: 1951
# deciduous.....: true

# speciesFileName: /Applications/Capsis/data/phenofit4/SVN_files/species/Quercus_robur_ADuputie_Chuine.species
# climateFolderName: /Users/lizzie/Documents/git/projects/treegarden/misc/climatehazards/analyses/output/phenofitsims
# climateScenario: ERA5LAND

#			[leafMemory]	[leafMemory]	[leafMemory]	[leafMemory]	[flowerMemory]	[flowerMemory]	[flowerMemory]	leaf	leaf	leaf	flower	flower	fruit	fruit			
#year	day	mode	phase	developmentState	frostState	senescenceEffect	phase	developmentState	frostState	leafDormancyBreakDate	leafUnfoldingDate	leafSenescenceDate	flowerDormancyBreakDate	floweringDate	fruitGrowthInitDate	fruitMaturationDate	leafIndex	fruitIndex	maturationIndex	pre	tmn	tmp	tmx	pet	aet	drought_index	available_water
1952	-122	mode:3	1	0.003479	0	1	1	0.003479	0	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-121	mode:3	1	0.007625	1	1	1	0.007625	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-120	mode:3	1	0.011476	1	1	1	0.011476	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-119	mode:3	1	0.01517	1	1	1	0.01517	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-118	mode:3	1	0.018837	1	1	1	0.018837	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-117	mode:3	1	0.02276	1	1	1	0.02276	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-116	mode:3	1	0.026794	1	1	1	0.026794	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-115	mode:3	1	0.030684	1	1	1	0.030684	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-114	mode:3	1	0.03447	1	1	1	0.03447	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-113	mode:3	1	0.038347	1	1	1	0.038347	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-112	mode:3	1	0.04226	1	1	1	0.04226	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-111	mode:3	1	0.046385	1	1	1	0.046385	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-110	mode:3	1	0.050239	1	1	1	0.050239	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-109	mode:3	1	0.054275	1	1	1	0.054275	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-108	mode:3	1	0.058382	1	1	1	0.058382	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
1952	-107	mode:3	1	0.062351	1	1	1	0.062351	1	71	86.484486	346	71	99.798396	173	299	0.999865	0.999864	0.998896								
