Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.999	0.999	0.998	0.992	0.959
1952	1	1	1	0.999	0
1953	1	0.999	0.999	0.998	0.994
1954	1	1	1	1	1
1955	1	1	1	0.999	0.999
1956	1	0.999	0.999	0.999	0.996
1957	1	1	0	0	0
1958	1	1	1	0.999	0.998
1959	1	1	1	1	0
1960	1	1	1	0.999	0.999
1961	1	1	0	0	0
1962	1	1	1	0.999	0.997
1963	1	1	1	0.999	0.999
1964	1	1	1	1	0.999
1965	1	1	1	0.999	0.999
1966	1	0.999	0.999	0.998	0.994
1967	0.999	0.999	0.998	0.993	0.961
1968	1	1	0.999	0.999	0.998
1969	1	0.999	0.999	0.999	0.999
1970	1	1	0.999	0.999	0.999
1971	1	0.999	0.999	0.995	0.953
1972	1	0.999	0.999	0.998	0.994
1973	1	0.999	0.999	0.997	0.991
1974	1	0.999	0.999	0.998	0.988
1975	1	1	1	0.949	0.855
1976	0.999	0.999	0.999	0.997	0.986
1977	0.999	0.999	0.999	1	0.999
1978	1	0.999	0.999	0.997	0.989
1979	1	1	0.999	0.998	0.995
1980	1	0.999	0.999	0.997	0.99
1981	0.999	0.998	0.995	0.983	0
1982	0.999	0.999	0.999	0.998	0.996
1983	1	1	1	1	1
1984	1	0.999	0.999	0.997	0.987
1985	1	0.999	0.999	0.999	0.999
1986	1	0.999	0.999	0.998	0.993
1987	1	1	1	1	0.999
1988	1	0.999	0.999	0.999	0.999
1989	1	0.999	1	0	0
1990	1	1	0	0	0
1991	0.999	0.998	0.993	0.972	0.998
1992	0.999	0.999	0.999	0.997	0.99
1993	1	0.999	0.999	0.995	0.98
1994	0.999	0.999	0.997	0.988	0.928
1995	1	1	0.999	0.996	0.98
1996	0.999	0.999	0.999	0.997	0.984
1997	0.999	0.999	0.998	0.999	0.999
1998	0.999	0.999	0.994	0.95	0.619
1999	1	0.999	0.999	0.998	0.998
2000	1	1	0.999	0.999	0.997
