Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	45	49	58	66	80
1952	60	75	87	94	288
1953	37	39	40	42	45
1954	55	62	73	95	108
1955	50	56	61	67	74
1956	49	56	71	96	108
1957	57	89	317	320	321
1958	52	58	64	69	74
1959	48	54	72	110	308
1960	49	58	77	88	108
1961	58	90	321	329	340
1962	48	56	64	72	80
1963	40	40	44	54	73
1964	53	58	63	67	71
1965	51	56	61	66	70
1966	42	46	50	73	84
1967	44	49	75	95	112
1968	47	52	58	64	68
1969	43	44	47	50	55
1970	44	45	50	55	63
1971	53	62	75	116	289
1972	49	57	64	88	120
1973	50	56	65	70	75
1974	49	59	71	125	287
1975	60	86	100	285	286
1976	46	51	64	71	78
1977	47	52	59	87	93
1978	49	53	66	78	83
1979	48	52	57	64	70
1980	48	52	56	60	66
1981	45	48	53	56	59
1982	44	47	53	63	72
1983	53	61	82	92	98
1984	47	51	55	59	63
1985	47	51	59	73	86
1986	43	47	51	64	71
1987	53	59	69	78	90
1988	56	67	77	87	100
1989	49	62	94	317	324
1990	53	94	310	326	329
1991	46	49	53	59	82
1992	44	48	55	76	88
1993	50	57	63	68	84
1994	39	43	47	53	62
1995	60	73	87	100	107
1996	38	37	37	42	48
1997	41	44	48	65	79
1998	48	64	78	98	107
1999	41	46	51	55	66
2000	47	54	65	78	92
