Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	11	11	11	13	13
1952	11	13	16	18	21
1953	11	11	11	12	12
1954	11	11	12	15	19
1955	11	11	13	14	19
1956	11	14	16	17	20
1957	11	11	11	11	12
1958	11	11	12	12	15
1959	11	11	11	12	14
1960	11	11	11	12	16
1961	11	11	12	15	18
1962	11	11	13	15	18
1963	11	11	11	12	13
1964	11	12	16	18	21
1965	11	11	11	13	15
1966	11	11	12	13	17
1967	11	11	12	14	15
1968	11	11	11	11	12
1969	13	14	15	15	15
1970	11	11	11	13	13
1971	11	11	14	15	18
1972	11	11	11	11	11
1973	11	11	11	13	15
1974	11	11	12	13	14
1975	11	11	12	14	18
1976	11	11	12	12	12
1977	11	11	11	11	11
1978	11	11	13	18	23
1979	11	11	11	12	14
1980	11	11	11	13	15
1981	11	11	11	12	12
1982	11	11	11	15	18
1983	11	11	12	14	21
1984	11	11	11	16	21
1985	11	11	15	20	24
1986	11	11	12	13	16
1987	11	11	12	17	18
1988	11	11	12	16	18
1989	11	11	11	14	15
1990	12	13	16	20	23
1991	11	11	11	12	13
1992	11	11	11	12	13
1993	11	11	11	11	15
1994	11	11	12	13	16
1995	12	12	15	17	23
1996	11	11	14	14	14
1997	11	11	11	11	14
1998	11	11	12	13	14
1999	11	11	11	12	13
2000	12	12	12	14	14
