Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.991	0.981	0.943	0.735	0
1952	0.987	0.972	0	0	0
1953	0.99	0.981	0.959	0.899	0.661
1954	0.987	0.963	0.876	0	0
1955	0.992	0.988	0.982	0.966	0.934
1956	0.933	0	0	0	0
1957	0.992	0.984	0.96	0.875	0
1958	0.992	0.987	0.973	0.937	0.862
1959	0.994	0.993	0.988	0.979	0.957
1960	0.993	0.991	0.984	0.97	0.93
1961	0.995	0.994	0.992	0.989	0.976
1962	0.992	0.987	0.974	0.945	0
1963	0.981	0.95	0.856	0	0
1964	0.991	0.987	0.977	0.954	0.904
1965	0.987	0.959	0.711	0	0
1966	0.99	0.973	0.907	0	0
1967	0.991	0.982	0.951	0.851	0
1968	0.986	0.94	0	0	0
1969	0.985	0.95	0.8	0	0
1970	0.984	0.942	0	0	0
1971	0.986	0.96	0.863	0	0
1972	0.994	0.991	0.985	0.972	0.928
1973	0.991	0.984	0.963	0.906	0
1974	0.993	0.988	0.973	0.922	0.744
1975	0.993	0.99	0.975	0.93	0.788
1976	0.99	0.98	0.956	0.887	0
1977	0.993	0.988	0.966	0.864	0
1978	0.99	0.98	0.949	0.873	0
1979	0.987	0.969	0.899	0	0
1980	0.994	0.992	0.987	0.979	0.961
1981	0.99	0.983	0.965	0.915	0.763
1982	0.992	0.989	0.98	0.957	0.889
1983	0.992	0.988	0.98	0.965	0.942
1984	0.992	0.987	0.974	0.949	0
1985	0.969	0.866	0	0	0
1986	0.971	0.876	0	0	0
1987	0.979	0.934	0.766	0	0
1988	0.992	0.981	0.934	0.709	0
1989	0.994	0.992	0.985	0.963	0.861
1990	0.994	0.993	0.987	0.975	0.935
1991	0.987	0.968	0.903	0	0
1992	0.992	0.989	0.982	0.965	0.893
1993	0.992	0.986	0.972	0.934	0.843
1994	0.993	0.99	0.982	0.953	0.86
1995	0.994	0.991	0.985	0.963	0
1996	0.991	0.986	0.976	0.95	0.886
1997	0.99	0.983	0.963	0.907	0.673
1998	0.993	0.988	0.97	0.854	0.042
1999	0.991	0.979	0.938	0.8	0
2000	0.992	0.989	0.98	0.958	0.905
