Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.992	0.982	0.944	0.735	0
1952	0.989	0.973	0.924	0.777	0
1953	0.991	0.982	0.96	0.9	0.735
1954	0.988	0.964	0.878	0.629	0
1955	0.994	0.99	0.983	0.967	0.935
1956	0.935	0.645	0	0	0
1957	0.993	0.986	0.961	0.876	0.323
1958	0.993	0.988	0.974	0.939	0.864
1959	0.995	0.994	0.99	0.981	0.958
1960	0.995	0.992	0.986	0.971	0.931
1961	0.996	0.996	0.994	0.99	0.977
1962	0.993	0.987	0.975	0.946	0.457
1963	0.982	0.951	0.857	0	0
1964	0.993	0.988	0.978	0.955	0.905
1965	0.989	0.96	0.791	0.042	0
1966	0.991	0.974	0.908	0.657	0
1967	0.993	0.983	0.952	0.852	0
1968	0.987	0.941	0.656	0	0
1969	0.986	0.951	0.801	0	0
1970	0.985	0.943	0.718	0	0
1971	0.988	0.962	0.864	0	0
1972	0.995	0.993	0.987	0.973	0.929
1973	0.992	0.985	0.964	0.907	0.448
1974	0.995	0.99	0.974	0.923	0.746
1975	0.995	0.991	0.977	0.931	0.789
1976	0.991	0.982	0.957	0.888	0.673
1977	0.994	0.989	0.968	0.865	0
1978	0.992	0.982	0.95	0.873	0.665
1979	0.988	0.97	0.9	0.573	0
1980	0.995	0.993	0.989	0.98	0.962
1981	0.992	0.984	0.966	0.916	0.764
1982	0.994	0.99	0.981	0.958	0.89
1983	0.993	0.989	0.981	0.966	0.943
1984	0.993	0.988	0.975	0.95	0.883
1985	0.97	0.866	0	0	0
1986	0.972	0.877	0	0	0
1987	0.98	0.935	0.766	0	0
1988	0.993	0.982	0.935	0.79	0
1989	0.995	0.993	0.986	0.964	0.862
1990	0.996	0.994	0.989	0.976	0.937
1991	0.988	0.969	0.904	0.691	0
1992	0.993	0.99	0.983	0.966	0.894
1993	0.993	0.987	0.973	0.935	0.844
1994	0.995	0.992	0.983	0.954	0.861
1995	0.995	0.993	0.986	0.963	0.809
1996	0.992	0.987	0.977	0.951	0.887
1997	0.992	0.984	0.964	0.909	0.748
1998	0.994	0.989	0.971	0.855	0.042
1999	0.992	0.98	0.938	0.801	0
2000	0.994	0.99	0.981	0.96	0.906
