Location id	1	2	3	4	5
Location latitude	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	15	24	29	31	31
1952	16	19	21	25	27
1953	17	20	22	24	26
1954	14	19	28	33	37
1955	21	24	33	39	46
1956	19	20	24	26	33
1957	12	11	11	13	13
1958	14	16	18	20	22
1959	13	17	22	25	30
1960	13	13	14	15	19
1961	15	18	19	19	20
1962	16	19	27	32	39
1963	14	14	14	14	14
1964	21	27	33	35	37
1965	14	17	21	22	25
1966	17	18	20	24	29
1967	14	15	16	17	17
1968	19	24	28	29	30
1969	15	21	23	30	40
1970	15	21	26	28	29
1971	19	28	32	32	35
1972	13	19	21	21	22
1973	19	24	27	30	32
1974	18	18	18	19	23
1975	12	13	15	17	19
1976	13	15	19	19	19
1977	13	11	12	16	23
1978	19	22	29	30	34
1979	13	17	25	31	34
1980	13	14	17	19	21
1981	15	16	16	17	18
1982	19	19	21	26	34
1983	15	18	22	26	31
1984	18	20	25	29	32
1985	21	25	27	31	31
1986	17	19	20	20	24
1987	15	19	22	22	23
1988	17	21	28	33	42
1989	22	23	25	27	28
1990	17	24	31	36	41
1991	13	14	19	24	27
1992	15	17	16	17	19
1993	13	19	24	28	31
1994	16	17	18	19	19
1995	19	27	34	43	54
1996	18	20	24	30	37
1997	14	19	18	27	32
1998	15	18	21	23	27
1999	14	16	17	16	17
2000	15	16	16	16	17
