Location id	1	2	3	4	5
Location latitude	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	303	303	303	303	303
1952	302	302	302	301	301
1953	304	304	305	306	306
1954	302	303	303	303	303
1955	302	302	302	302	301
1956	303	303	303	303	303
1957	301	301	300	300	299
1958	307	309	311	314	316
1959	302	302	302	302	302
1960	301	301	300	299	298
1961	306	308	309	311	312
1962	308	311	313	315	318
1963	300	298	297	296	294
1964	305	305	306	307	307
1965	299	297	295	294	292
1966	305	306	307	307	308
1967	305	306	308	309	310
1968	306	308	309	311	312
1969	299	297	295	293	291
1970	304	305	306	307	308
1971	303	304	304	304	305
1972	296	293	290	287	284
1973	302	301	301	301	301
1974	296	294	292	290	289
1975	299	298	296	295	293
1976	299	297	295	293	292
1977	300	299	297	296	294
1978	302	302	302	302	302
1979	300	299	298	297	296
1980	303	303	304	304	304
1981	304	304	305	306	307
1982	301	301	300	299	299
1983	304	305	306	306	307
1984	298	296	294	292	290
1985	306	307	309	311	315
1986	304	305	306	307	307
1987	307	309	312	315	318
1988	304	305	305	306	307
1989	302	302	302	302	302
1990	303	304	304	305	305
1991	304	305	306	307	308
1992	301	300	300	299	298
1993	299	297	296	295	294
1994	302	301	301	301	301
1995	299	297	296	294	292
1996	296	292	290	287	284
1997	304	305	306	307	308
1998	301	300	299	298	297
1999	305	306	307	308	309
2000	304	304	304	305	305
