startDateTime,endDateTime,tempTripleMean,tempTripleMinimum,tempTripleMaximum,tempTripleVariance,tempTripleNumPts,tempTripleExpUncert,tempTripleStdErMean,finalQF
"2022-03-01T16:00:00Z","2022-03-01T16:30:00Z",6.6168,6.2050,7.3951,0.0801,1800.0000,0.1411,0.0067,0
"2022-03-01T16:30:00Z","2022-03-01T17:00:00Z",6.2651,5.9846,6.6125,0.0182,1800.0000,0.1398,0.0032,0
"2022-03-01T17:00:00Z","2022-03-01T17:30:00Z",6.8069,6.1827,7.5860,0.1910,1800.0000,0.1430,0.0103,0
"2022-03-01T17:30:00Z","2022-03-01T18:00:00Z",7.8237,7.0959,8.4033,0.0886,1732.0000,0.1418,0.0072,0
"2022-03-01T18:00:00Z","2022-03-01T18:30:00Z",9.4545,9.3496,9.5559,0.0037,203.0000,0.1413,0.0043,1
"2022-03-01T18:30:00Z","2022-03-01T19:00:00Z",9.5969,9.3715,10.0187,0.0179,1800.0000,0.1413,0.0032,0
"2022-03-01T19:00:00Z","2022-03-01T19:30:00Z",9.8955,9.5016,10.4944,0.0734,1800.0000,0.1423,0.0064,0
"2022-03-01T19:30:00Z","2022-03-01T20:00:00Z",10.3283,9.9552,10.5916,0.0212,1800.0000,0.1415,0.0034,0
"2022-03-01T20:00:00Z","2022-03-01T20:30:00Z",10.6658,10.2006,11.1877,0.0424,1800.0000,0.1421,0.0049,0
"2022-03-01T20:30:00Z","2022-03-01T21:00:00Z",11.2420,10.7692,11.9384,0.1164,1800.0000,0.1436,0.0080,0
"2022-03-01T21:00:00Z","2022-03-01T21:30:00Z",10.7118,10.1256,12.0919,0.4183,1800.0000,0.1483,0.0152,0
"2022-03-01T21:30:00Z","2022-03-01T22:00:00Z",10.3357,10.2040,10.4447,0.0031,1800.0000,0.1412,0.0013,0
"2022-03-01T22:00:00Z","2022-03-01T22:30:00Z",10.1662,9.8199,10.4451,0.0333,1800.0000,0.1417,0.0043,0
"2022-03-01T22:30:00Z","2022-03-01T23:00:00Z",9.8191,9.7135,9.9467,0.0031,1800.0000,0.1410,0.0013,0
"2022-03-01T23:00:00Z","2022-03-01T23:30:00Z",9.7960,9.6075,9.9933,0.0083,1800.0000,0.1411,0.0021,0
"2022-03-01T23:30:00Z","2022-03-02T00:00:00Z",9.5054,9.2900,9.6657,0.0077,1800.0000,0.1409,0.0021,0
"2022-03-02T00:00:00Z","2022-03-02T00:30:00Z",9.3936,9.0800,10.3789,0.0671,1800.0000,0.1422,0.0061,0
"2022-03-02T00:30:00Z","2022-03-02T01:00:00Z",9.6200,9.0090,10.2154,0.0728,1800.0000,0.1422,0.0064,0
"2022-03-02T01:00:00Z","2022-03-02T01:30:00Z",9.5714,9.2433,9.9675,0.0347,1800.0000,0.1415,0.0044,0
"2022-03-02T01:30:00Z","2022-03-02T02:00:00Z",9.8748,9.2219,10.3944,0.0617,1800.0000,0.1421,0.0059,0
"2022-03-02T02:00:00Z","2022-03-02T02:30:00Z",11.0058,9.7057,11.7467,0.2853,1800.0000,0.1461,0.0126,0
"2022-03-02T02:30:00Z","2022-03-02T03:00:00Z",11.3023,10.8477,11.7496,0.0340,1800.0000,0.1423,0.0043,0
"2022-03-02T03:00:00Z","2022-03-02T03:30:00Z",11.6362,11.3253,11.9895,0.0212,1800.0000,0.1422,0.0034,0
"2022-03-02T03:30:00Z","2022-03-02T04:00:00Z",11.5596,11.3061,11.8002,0.0110,1800.0000,0.1419,0.0025,0
"2022-03-02T04:00:00Z","2022-03-02T04:30:00Z",11.3528,11.0721,11.7021,0.0190,1800.0000,0.1420,0.0032,0
"2022-03-02T04:30:00Z","2022-03-02T05:00:00Z",11.2930,11.0875,11.5069,0.0096,1800.0000,0.1417,0.0023,0
"2022-03-02T05:00:00Z","2022-03-02T05:30:00Z",11.0879,10.8248,11.3610,0.0166,1800.0000,0.1418,0.0030,0
"2022-03-02T05:30:00Z","2022-03-02T06:00:00Z",10.2490,9.6645,10.9816,0.2173,1800.0000,0.1448,0.0110,0
"2022-03-02T06:00:00Z","2022-03-02T06:30:00Z",9.5130,9.2478,9.8621,0.0233,1800.0000,0.1413,0.0036,0
"2022-03-02T06:30:00Z","2022-03-02T07:00:00Z",9.0303,8.7984,9.2667,0.0162,1800.0000,0.1409,0.0030,0
"2022-03-02T07:00:00Z","2022-03-02T07:30:00Z",8.7193,8.4884,8.9303,0.0079,1800.0000,0.1406,0.0021,0
"2022-03-02T07:30:00Z","2022-03-02T08:00:00Z",8.3998,8.2636,8.6306,0.0048,1800.0000,0.1405,0.0016,0
"2022-03-02T08:00:00Z","2022-03-02T08:30:00Z",8.2815,8.1874,8.3622,0.0014,1800.0000,0.1403,0.0009,0
"2022-03-02T08:30:00Z","2022-03-02T09:00:00Z",8.0990,7.9978,8.2494,0.0030,1800.0000,0.1403,0.0013,0
"2022-03-02T09:00:00Z","2022-03-02T09:30:00Z",7.9565,7.7684,8.0457,0.0055,1800.0000,0.1402,0.0018,0
"2022-03-02T09:30:00Z","2022-03-02T10:00:00Z",7.7470,7.6398,7.9272,0.0027,1800.0000,0.1401,0.0012,0
"2022-03-02T10:00:00Z","2022-03-02T10:30:00Z",7.8366,7.7015,7.9133,0.0028,1800.0000,0.1401,0.0012,0
"2022-03-02T10:30:00Z","2022-03-02T11:00:00Z",7.5173,7.3457,7.7833,0.0200,1800.0000,0.1403,0.0033,0
"2022-03-02T11:00:00Z","2022-03-02T11:30:00Z",7.2082,6.9443,7.5142,0.0310,1800.0000,0.1404,0.0042,0
"2022-03-02T11:30:00Z","2022-03-02T12:00:00Z",6.9566,6.7474,7.1513,0.0118,1800.0000,0.1399,0.0026,0
"2022-03-02T12:00:00Z","2022-03-02T12:30:00Z",7.1174,6.8890,7.4500,0.0227,1800.0000,0.1403,0.0036,0
"2022-03-02T12:30:00Z","2022-03-02T13:00:00Z",7.4051,7.2562,7.5866,0.0038,1800.0000,0.1400,0.0015,0
"2022-03-02T13:00:00Z","2022-03-02T13:30:00Z",7.4276,7.0029,7.8306,0.0338,1800.0000,0.1406,0.0043,0
"2022-03-02T13:30:00Z","2022-03-02T14:00:00Z",8.2371,7.6210,8.9074,0.1534,1800.0000,0.1429,0.0092,0
"2022-03-02T14:00:00Z","2022-03-02T14:30:00Z",9.0574,8.6539,9.4056,0.0339,1800.0000,0.1413,0.0043,0
"2022-03-02T14:30:00Z","2022-03-02T15:00:00Z",9.4760,8.9624,10.0573,0.0771,1800.0000,0.1422,0.0065,0
"2022-03-02T15:00:00Z","2022-03-02T15:30:00Z",10.2420,9.7201,10.8579,0.0596,1800.0000,0.1423,0.0058,0
"2022-03-02T15:30:00Z","2022-03-02T16:00:00Z",10.7131,10.1496,11.5745,0.1361,1800.0000,0.1438,0.0087,0
"2022-03-02T16:00:00Z","2022-03-02T16:30:00Z",10.9517,9.9325,11.8696,0.3580,1800.0000,0.1473,0.0141,0
"2022-03-02T16:30:00Z","2022-03-02T17:00:00Z",10.1858,9.5606,11.1195,0.1179,1800.0000,0.1433,0.0081,0
"2022-03-02T17:00:00Z","2022-03-02T17:30:00Z",10.6017,10.2720,10.9590,0.0195,1800.0000,0.1417,0.0033,0
"2022-03-02T17:30:00Z","2022-03-02T18:00:00Z",10.1244,9.7228,10.7606,0.0586,1800.0000,0.1422,0.0057,0
"2022-03-02T18:00:00Z","2022-03-02T18:30:00Z",10.3414,9.9090,10.8099,0.0275,1800.0000,0.1418,0.0039,0
"2022-03-02T18:30:00Z","2022-03-02T19:00:00Z",10.5713,10.1227,11.1208,0.0729,1800.0000,0.1426,0.0064,0
"2022-03-02T19:00:00Z","2022-03-02T19:30:00Z",10.9319,10.4303,11.8365,0.1750,1800.0000,0.1445,0.0099,0
"2022-03-02T19:30:00Z","2022-03-02T20:00:00Z",10.5264,10.0953,11.1036,0.0552,1800.0000,0.1423,0.0055,0
"2022-03-02T20:00:00Z","2022-03-02T20:30:00Z",11.1050,10.7341,11.4747,0.0432,1800.0000,0.1423,0.0049,0
"2022-03-02T20:30:00Z","2022-03-02T21:00:00Z",11.0992,10.9504,11.5448,0.0117,1800.0000,0.1418,0.0026,0
"2022-03-02T21:00:00Z","2022-03-02T21:30:00Z",10.9654,10.7115,11.2506,0.0366,1800.0000,0.1421,0.0045,0
"2022-03-02T21:30:00Z","2022-03-02T22:00:00Z",10.7872,10.6181,10.9652,0.0057,1800.0000,0.1415,0.0018,0
"2022-03-02T22:00:00Z","2022-03-02T22:30:00Z",10.4208,10.2126,10.7295,0.0220,1800.0000,0.1416,0.0035,0
"2022-03-02T22:30:00Z","2022-03-02T23:00:00Z",10.0180,9.8204,10.2700,0.0115,1800.0000,0.1413,0.0025,0
"2022-03-02T23:00:00Z","2022-03-02T23:30:00Z",9.5543,9.3060,9.8193,0.0199,1800.0000,0.1412,0.0033,0
"2022-03-02T23:30:00Z","2022-03-03T00:00:00Z",9.3604,9.2483,9.4909,0.0027,1800.0000,0.1408,0.0012,0
"2022-03-03T00:00:00Z","2022-03-03T00:30:00Z",9.1017,8.9196,9.3463,0.0095,1800.0000,0.1408,0.0023,0
"2022-03-03T00:30:00Z","2022-03-03T01:00:00Z",8.9924,8.7776,9.2833,0.0109,1800.0000,0.1408,0.0025,0
"2022-03-03T01:00:00Z","2022-03-03T01:30:00Z",8.8583,8.6231,9.1282,0.0125,1800.0000,0.1408,0.0026,0
"2022-03-03T01:30:00Z","2022-03-03T02:00:00Z",9.3383,8.9278,9.6673,0.0497,1800.0000,0.1416,0.0053,0
"2022-03-03T02:00:00Z","2022-03-03T02:30:00Z",9.6706,9.3725,9.8403,0.0070,1800.0000,0.1410,0.0020,0
"2022-03-03T02:30:00Z","2022-03-03T03:00:00Z",9.5459,9.2234,9.7993,0.0191,1800.0000,0.1412,0.0033,0
"2022-03-03T03:00:00Z","2022-03-03T03:30:00Z",9.1745,8.9936,9.3577,0.0059,1800.0000,0.1408,0.0018,0
"2022-03-03T03:30:00Z","2022-03-03T04:00:00Z",8.8964,8.7332,9.0802,0.0079,1800.0000,0.1407,0.0021,0
"2022-03-03T04:00:00Z","2022-03-03T04:30:00Z",8.7241,8.5238,8.9201,0.0134,1800.0000,0.1407,0.0027,0
"2022-03-03T04:30:00Z","2022-03-03T05:00:00Z",8.5935,8.4625,8.6841,0.0023,1800.0000,0.1404,0.0011,0
"2022-03-03T05:00:00Z","2022-03-03T05:30:00Z",8.4326,8.2517,8.6594,0.0062,1800.0000,0.1405,0.0019,0
"2022-03-03T05:30:00Z","2022-03-03T06:00:00Z",8.2549,8.0312,8.3883,0.0084,1800.0000,0.1404,0.0022,0
"2022-03-03T06:00:00Z","2022-03-03T06:30:00Z",8.1153,7.9636,8.2221,0.0021,1800.0000,0.1402,0.0011,0
"2022-03-03T06:30:00Z","2022-03-03T07:00:00Z",8.1743,7.9700,8.3297,0.0068,1800.0000,0.1404,0.0019,0
"2022-03-03T07:00:00Z","2022-03-03T07:30:00Z",7.9656,7.7591,8.1257,0.0069,1800.0000,0.1403,0.0020,0
"2022-03-03T07:30:00Z","2022-03-03T08:00:00Z",8.1587,7.7313,8.4302,0.0323,1800.0000,0.1408,0.0042,0
"2022-03-03T08:00:00Z","2022-03-03T08:30:00Z",8.8360,8.4141,9.2463,0.0437,1800.0000,0.1413,0.0049,0
"2022-03-03T08:30:00Z","2022-03-03T09:00:00Z",9.6224,9.1781,9.8578,0.0311,1800.0000,0.1414,0.0042,0
"2022-03-03T09:00:00Z","2022-03-03T09:30:00Z",9.9059,9.7048,10.1530,0.0095,1800.0000,0.1412,0.0023,0
"2022-03-03T09:30:00Z","2022-03-03T10:00:00Z",9.7106,9.5430,9.9158,0.0084,1800.0000,0.1411,0.0022,0
"2022-03-03T10:00:00Z","2022-03-03T10:30:00Z",9.9916,9.6503,10.2478,0.0299,1800.0000,0.1415,0.0041,0
"2022-03-03T10:30:00Z","2022-03-03T11:00:00Z",9.9574,9.5386,10.3279,0.0668,1800.0000,0.1422,0.0061,0
"2022-03-03T11:00:00Z","2022-03-03T11:30:00Z",10.3317,10.1168,10.5819,0.0091,1800.0000,0.1414,0.0023,0
"2022-03-03T11:30:00Z","2022-03-03T12:00:00Z",10.6517,10.4752,10.7935,0.0051,1800.0000,0.1414,0.0017,0
"2022-03-03T12:00:00Z","2022-03-03T12:30:00Z",10.5623,10.4479,10.7227,0.0050,1800.0000,0.1414,0.0017,0
"2022-03-03T12:30:00Z","2022-03-03T13:00:00Z",10.2830,10.1176,10.4812,0.0118,1800.0000,0.1414,0.0026,0
"2022-03-03T13:00:00Z","2022-03-03T13:30:00Z",10.0794,9.8071,10.3685,0.0337,1800.0000,0.1417,0.0043,0
"2022-03-03T13:30:00Z","2022-03-03T14:00:00Z",9.5763,9.3334,9.8065,0.0131,1800.0000,0.1411,0.0027,0
"2022-03-03T14:00:00Z","2022-03-03T14:30:00Z",9.3619,9.2743,9.4970,0.0022,1800.0000,0.1408,0.0011,0
"2022-03-03T14:30:00Z","2022-03-03T15:00:00Z",9.1954,9.0462,9.4270,0.0076,1800.0000,0.1409,0.0021,0
"2022-03-03T15:00:00Z","2022-03-03T15:30:00Z",9.3259,9.0462,9.8312,0.0255,1800.0000,0.1413,0.0038,0
"2022-03-03T15:30:00Z","2022-03-03T16:00:00Z",9.9146,9.3249,10.7240,0.1571,1800.0000,0.1437,0.0093,0
"2022-03-03T16:00:00Z","2022-03-03T16:30:00Z",10.7661,10.3163,11.3021,0.0696,1800.0000,0.1426,0.0062,0
"2022-03-03T16:30:00Z","2022-03-03T17:00:00Z",10.9273,10.4968,11.5899,0.0716,1800.0000,0.1428,0.0063,0
"2022-03-03T17:00:00Z","2022-03-03T17:30:00Z",11.1065,10.6247,11.9013,0.0853,1800.0000,0.1431,0.0069,0
"2022-03-03T17:30:00Z","2022-03-03T18:00:00Z",11.2943,10.7911,12.1482,0.0887,1800.0000,0.1433,0.0070,0
"2022-03-03T18:00:00Z","2022-03-03T18:30:00Z",11.3912,11.0038,11.7754,0.0250,1800.0000,0.1421,0.0037,0
"2022-03-03T18:30:00Z","2022-03-03T19:00:00Z",11.2358,10.8340,11.6844,0.0491,1800.0000,0.1425,0.0052,0
"2022-03-03T19:00:00Z","2022-03-03T19:30:00Z",11.1389,10.7401,11.6063,0.0430,1800.0000,0.1423,0.0049,0
"2022-03-03T19:30:00Z","2022-03-03T20:00:00Z",10.5275,10.0126,11.2585,0.1296,1800.0000,0.1435,0.0085,0
"2022-03-03T20:00:00Z","2022-03-03T20:30:00Z",10.2113,9.9382,10.5758,0.0342,1800.0000,0.1418,0.0044,0
"2022-03-03T20:30:00Z","2022-03-03T21:00:00Z",9.9808,9.7486,10.3166,0.0194,1800.0000,0.1414,0.0033,0
"2022-03-03T21:00:00Z","2022-03-03T21:30:00Z",10.1217,9.9841,10.3717,0.0073,1800.0000,0.1413,0.0020,0
"2022-03-03T21:30:00Z","2022-03-03T22:00:00Z",9.7852,9.5111,10.1525,0.0400,1800.0000,0.1417,0.0047,0
"2022-03-03T22:00:00Z","2022-03-03T22:30:00Z",9.3607,9.2059,9.5975,0.0113,1800.0000,0.1410,0.0025,0
"2022-03-03T22:30:00Z","2022-03-03T23:00:00Z",8.9493,8.7726,9.2286,0.0150,1800.0000,0.1409,0.0029,0
"2022-03-03T23:00:00Z","2022-03-03T23:30:00Z",8.6481,8.4873,8.8306,0.0055,1800.0000,0.1406,0.0017,0
"2022-03-03T23:30:00Z","2022-03-04T00:00:00Z",8.3947,8.1764,8.5743,0.0106,1800.0000,0.1405,0.0024,0
"2022-03-04T00:00:00Z","2022-03-04T00:30:00Z",7.6570,7.0342,8.1886,0.1228,1800.0000,0.1421,0.0083,0
"2022-03-04T00:30:00Z","2022-03-04T01:00:00Z",6.5188,6.1320,7.0351,0.0648,1800.0000,0.1407,0.0060,0
"2022-03-04T01:00:00Z","2022-03-04T01:30:00Z",5.8069,5.5518,6.1405,0.0275,1800.0000,0.1398,0.0039,0
"2022-03-04T01:30:00Z","2022-03-04T02:00:00Z",5.1628,4.7890,5.5569,0.0642,1800.0000,0.1401,0.0060,0
"2022-03-04T02:00:00Z","2022-03-04T02:30:00Z",4.4216,3.9615,4.7896,0.0682,1800.0000,0.1399,0.0062,0
"2022-03-04T02:30:00Z","2022-03-04T03:00:00Z",3.6183,3.3019,3.9617,0.0288,1800.0000,0.1389,0.0040,0
"2022-03-04T03:00:00Z","2022-03-04T03:30:00Z",2.9618,2.7147,3.3023,0.0246,1800.0000,0.1385,0.0037,0
"2022-03-04T03:30:00Z","2022-03-04T04:00:00Z",2.5152,2.2993,2.7508,0.0169,1800.0000,0.1382,0.0031,0
"2022-03-04T04:00:00Z","2022-03-04T04:30:00Z",2.1343,1.9404,2.3492,0.0116,1800.0000,0.1379,0.0025,0
"2022-03-04T04:30:00Z","2022-03-04T05:00:00Z",1.7651,1.5122,2.0180,0.0206,1800.0000,0.1379,0.0034,0
"2022-03-04T05:00:00Z","2022-03-04T05:30:00Z",1.3233,1.0409,1.5452,0.0173,1800.0000,0.1377,0.0031,0
"2022-03-04T05:30:00Z","2022-03-04T06:00:00Z",0.8727,0.6882,1.0686,0.0112,1800.0000,0.1374,0.0025,0
"2022-03-04T06:00:00Z","2022-03-04T06:30:00Z",0.5313,0.3300,0.7427,0.0097,1800.0000,0.1372,0.0023,0
"2022-03-04T06:30:00Z","2022-03-04T07:00:00Z",0.2312,-0.0360,0.4047,0.0103,1800.0000,0.1371,0.0024,0
"2022-03-04T07:00:00Z","2022-03-04T07:30:00Z",-0.1163,-0.2900,0.0704,0.0110,1800.0000,0.1369,0.0025,0
"2022-03-04T07:30:00Z","2022-03-04T08:00:00Z",-0.4748,-0.7151,-0.2719,0.0108,1800.0000,0.1368,0.0025,0
"2022-03-04T08:00:00Z","2022-03-04T08:30:00Z",-0.8123,-0.9959,-0.6324,0.0084,1800.0000,0.1366,0.0022,0
"2022-03-04T08:30:00Z","2022-03-04T09:00:00Z",-1.0814,-1.2711,-0.9543,0.0055,1800.0000,0.1364,0.0018,0
"2022-03-04T09:00:00Z","2022-03-04T09:30:00Z",-1.3475,-1.5441,-1.1569,0.0087,1800.0000,0.1364,0.0022,0
"2022-03-04T09:30:00Z","2022-03-04T10:00:00Z",-1.6754,-1.8445,-1.5124,0.0078,1800.0000,0.1362,0.0021,0
"2022-03-04T10:00:00Z","2022-03-04T10:30:00Z",-1.8534,-1.9875,-1.7541,0.0025,1800.0000,0.1360,0.0012,0
"2022-03-04T10:30:00Z","2022-03-04T11:00:00Z",-1.9198,-2.0567,-1.7731,0.0043,1800.0000,0.1361,0.0015,0
"2022-03-04T11:00:00Z","2022-03-04T11:30:00Z",-2.1102,-2.3017,-1.9571,0.0049,1800.0000,0.1360,0.0017,0
"2022-03-04T11:30:00Z","2022-03-04T12:00:00Z",-2.2744,-2.3538,-2.1488,0.0021,1800.0000,0.1358,0.0011,0
"2022-03-04T12:00:00Z","2022-03-04T12:30:00Z",-2.3177,-2.3914,-2.2716,0.0005,1800.0000,0.1358,0.0005,0
"2022-03-04T12:30:00Z","2022-03-04T13:00:00Z",-2.3168,-2.4665,-2.1889,0.0045,1800.0000,0.1359,0.0016,0
"2022-03-04T13:00:00Z","2022-03-04T13:30:00Z",-2.1651,-2.3898,-1.8686,0.0124,1800.0000,0.1361,0.0026,0
"2022-03-04T13:30:00Z","2022-03-04T14:00:00Z",-2.3318,-2.5722,-1.7951,0.0233,1800.0000,0.1364,0.0036,0
"2022-03-04T14:00:00Z","2022-03-04T14:30:00Z",-2.1839,-2.5407,-1.7641,0.0355,1800.0000,0.1366,0.0044,0
"2022-03-04T14:30:00Z","2022-03-04T15:00:00Z",-2.1398,-2.4311,-1.6900,0.0409,1800.0000,0.1367,0.0048,0
"2022-03-04T15:00:00Z","2022-03-04T15:30:00Z",-1.8393,-2.2572,-0.9879,0.0981,1800.0000,0.1379,0.0074,0
"2022-03-04T15:30:00Z","2022-03-04T16:00:00Z",-1.4529,-1.9165,-0.7470,0.0625,1800.0000,0.1374,0.0059,0
"2022-03-04T16:00:00Z","2022-03-04T16:30:00Z",-1.2388,-1.6148,-0.4739,0.0530,1800.0000,0.1374,0.0054,0
"2022-03-04T16:30:00Z","2022-03-04T17:00:00Z",-0.7808,-1.2374,0.1085,0.0892,1800.0000,0.1382,0.0070,0
"2022-03-04T17:00:00Z","2022-03-04T17:30:00Z",-0.4339,-0.9934,0.2703,0.0714,1800.0000,0.1380,0.0063,0
"2022-03-04T17:30:00Z","2022-03-04T18:00:00Z",0.2366,-0.4425,1.3256,0.1472,1800.0000,0.1397,0.0090,0
"2022-03-04T18:00:00Z","2022-03-04T18:30:00Z",0.9159,0.3172,1.8092,0.0788,1800.0000,0.1388,0.0066,0
"2022-03-04T18:30:00Z","2022-03-04T19:00:00Z",1.2333,0.6592,1.7985,0.0719,1800.0000,0.1387,0.0063,0
"2022-03-04T19:00:00Z","2022-03-04T19:30:00Z",1.6701,1.2114,2.2993,0.0713,1800.0000,0.1389,0.0063,0
"2022-03-04T19:30:00Z","2022-03-04T20:00:00Z",2.1646,1.6775,2.7390,0.0431,1800.0000,0.1386,0.0049,0
"2022-03-04T20:00:00Z","2022-03-04T20:30:00Z",2.1908,1.7947,2.7502,0.0523,1800.0000,0.1387,0.0054,0
"2022-03-04T20:30:00Z","2022-03-04T21:00:00Z",2.5507,2.2433,3.0895,0.0327,1800.0000,0.1386,0.0043,0
"2022-03-04T21:00:00Z","2022-03-04T21:30:00Z",2.7878,2.5285,3.0892,0.0225,1800.0000,0.1384,0.0035,0
"2022-03-04T21:30:00Z","2022-03-04T22:00:00Z",2.7795,2.6463,2.9777,0.0041,1800.0000,0.1380,0.0015,0
"2022-03-04T22:00:00Z","2022-03-04T22:30:00Z",2.9619,2.8303,3.0500,0.0032,1800.0000,0.1381,0.0013,0
"2022-03-04T22:30:00Z","2022-03-04T23:00:00Z",2.9292,2.7945,3.0511,0.0052,1800.0000,0.1381,0.0017,0
"2022-03-04T23:00:00Z","2022-03-04T23:30:00Z",2.7974,2.7252,2.8778,0.0014,1800.0000,0.1380,0.0009,0
"2022-03-04T23:30:00Z","2022-03-05T00:00:00Z",2.8159,2.7359,2.8822,0.0013,1800.0000,0.1380,0.0008,0
"2022-03-05T00:00:00Z","2022-03-05T00:30:00Z",2.8187,2.6981,2.9064,0.0017,1800.0000,0.1380,0.0010,0
"2022-03-05T00:30:00Z","2022-03-05T01:00:00Z",2.8701,2.7291,2.9708,0.0023,1800.0000,0.1380,0.0011,0
"2022-03-05T01:00:00Z","2022-03-05T01:30:00Z",2.9152,2.8291,3.0024,0.0019,1800.0000,0.1380,0.0010,0
"2022-03-05T01:30:00Z","2022-03-05T02:00:00Z",2.9517,2.7605,3.0539,0.0040,1800.0000,0.1381,0.0015,0
"2022-03-05T02:00:00Z","2022-03-05T02:30:00Z",2.8638,2.7172,3.0086,0.0026,1800.0000,0.1380,0.0012,0
"2022-03-05T02:30:00Z","2022-03-05T03:00:00Z",2.6462,2.4307,2.8865,0.0183,1800.0000,0.1382,0.0032,0
"2022-03-05T03:00:00Z","2022-03-05T03:30:00Z",2.3638,2.1719,2.5818,0.0056,1800.0000,0.1379,0.0018,0
