HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"000.060",CFGLOC101590,"Smithsonian Environmental Triple Aspirated Air Temperature L6","2010-01-01T00:00:00Z",,TOWER101561,"Smithsonian Environmental Tower","2010-01-01T00:00:00Z",,1.79,5.16,61.09,0.00,0.00,0.00,38.890131,-76.560014,32.53,1.95,-5.10,230.00,140.00
