Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	0.999	0.986	0.999	0.989	0.999	0.992	0.999	0.994	1	0.996
1952	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999	1	0.999
1953	0.998	0.946	0.999	0.96	0.999	0.97	0.999	0.978	1	0.983
1954	0.998	0.977	0.999	0.982	0.999	0.987	0.999	0.99	0.999	0.992
1955	0.998	0.956	0.998	0.967	0.999	0.975	0.999	0.981	0.999	0.985
1956	0.996	0.009	0.997	0.416	0.998	0.588	0.999	0.683	0.999	0.758
1957	0.999	0.983	0.999	0.985	0.999	0.994	1	0.997	1	0.998
1958	0.998	0.961	0.999	0.97	0.999	0.977	0.999	0.983	1	0.987
1959	0.999	0.962	0.999	0.971	0.999	0.978	1	0.983	1	0.987
1960	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1961	0.999	0.982	0.999	0.986	0.999	0.99	1	0.992	1	0.994
1962	0.999	0.989	0.999	0.991	0.999	0.994	0.999	0.995	1	0.996
1963	0.997	0.897	0.998	0.921	0.998	0.939	0.999	0.954	0.999	0.964
1964	0.998	0.988	0.999	0.991	0.999	0.993	0.999	0.995	1	0.996
1965	0.999	0.994	0.999	0.995	0.999	0.997	1	0.997	1	0.998
1966	0.998	0.936	0.999	0.952	0.999	0.964	0.999	0.973	1	0.979
1967	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999	1	0.999
1968	0.998	0.905	0.999	0.927	0.999	0.944	0.999	0.958	1	0.968
1969	0.998	0.987	0.999	0.99	0.999	0.993	0.999	0.995	1	0.996
1970	0.997	0.894	0.998	0.919	0.998	0.938	0.999	0.952	0.999	0.964
1971	0.998	0.942	0.999	0.957	0.999	0.968	0.999	0.975	1	0.981
1972	0.998	0.98	0.999	0.985	0.999	0.989	0.999	0.991	1	0.993
1973	0.999	0.997	0.999	0.998	0.999	0.998	1	0.999	1	0.999
1974	0.999	0.992	0.999	0.994	0.999	0.996	1	0.997	1	0.998
1975	0.999	0.997	0.999	0.998	0.999	0.999	1	0.999	1	0.999
1976	0.998	0.988	0.999	0.991	0.999	0.993	0.999	0.995	1	0.996
1977	0.999	0.985	0.999	0.989	0.999	0.991	1	0.993	1	0.995
1978	0.998	0.898	0.999	0.915	0.999	0.942	0.999	0.958	1	0.969
1979	0.997	0.544	0.998	0.642	0.999	0.721	0.999	0.786	0.999	0.836
1980	0.998	0.987	0.999	0.99	0.999	0.993	0.999	0.995	1	0.996
1981	0.998	0.971	0.999	0.97	0.999	0.968	0.999	0.986	1	0.992
1982	0.998	0.93	0.998	0.946	0.999	0.959	0.999	0.969	0.999	0.977
1983	0.999	0.991	0.999	0.993	0.999	0.995	1	0.996	1	0.997
1984	0.999	0.995	0.999	0.997	0.999	0.998	0.999	0.998	1	0.999
1985	0.997	0.87	0.998	0.902	0.998	0.926	0.999	0.944	0.999	0.957
1986	0.997	0.251	0.998	0.387	0.998	0.501	0.999	0.594	0.999	0.67
1987	0.997	0.547	0.997	0.651	0.998	0.731	0.999	0.793	0.999	0.84
1988	0.999	0.996	0.999	0.997	0.999	0.998	1	0.998	1	0.999
1989	0.999	0.996	0.999	0.997	1	0.998	1	0.999	1	0.999
1990	0.999	0.996	0.999	0.997	1	0.997	1	0.998	1	0.999
1991	0.998	0.981	0.999	0.982	0.999	0.979	0.999	0.982	1	0.993
1992	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999	1	0.999
1993	0.999	0.992	0.999	0.994	0.999	0.996	0.999	0.997	1	0.998
1994	0.998	0.984	0.999	0.988	0.999	0.991	0.999	0.993	1	0.995
1995	0.999	0.995	0.999	0.996	0.999	0.998	1	0.998	1	0.999
1996	0.997	0.972	0.998	0.979	0.999	0.984	0.999	0.987	0.999	0.99
1997	0.998	0.833	0.998	0.872	0.999	0.902	0.999	0.925	0.999	0.943
1998	0.999	0.991	0.999	0.993	0.999	0.995	1	0.996	1	0.997
1999	0.999	0.994	0.999	0.995	0.999	0.996	1	0.997	1	0.998
2000	0.999	0.997	0.999	0.998	0.999	0.999	1	0.999	1	0.999
