Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	0.998	0.983	0.999	0.987	0.999	0.668	0.999	0.993	1	0.995
1952	0.999	0.993	0.999	0.994	0.999	0.996	1	0.997	1	0.998
1953	0.998	0.944	0.999	0.959	0.999	0.97	0.999	0.978	1	0.983
1954	0.998	0.952	0.999	0.98	0.999	0.985	0.999	0.989	0.999	0.992
1955	0.998	0.955	0.998	0.966	0.999	0.974	0.999	0.98	0.999	0.983
1956	0.677	0.293	0.997	0.244	0.998	0.585	0.999	0.682	0.999	0.747
1957	0.999	0.889	0.999	0.955	0.999	0.982	1	0.993	1	0.997
1958	0.998	0.959	0.999	0.969	0.999	0.976	0.999	0.982	1	0.986
1959	0.573	0.961	0.53	0.971	0.999	0.978	1	0.983	1	0.987
1960	0.999	0.994	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1961	0.999	0.98	0.999	0.986	0.999	0.989	1	0.992	1	0.994
1962	0.998	0.98	0.999	0.988	0.999	0.992	0.999	0.995	1	0.996
1963	0.997	0.896	0.998	0.92	0.998	0.939	0.999	0.953	0.999	0.964
1964	0.862	0.833	0.999	0.991	0.999	0.993	0.999	0.995	1	0.996
1965	0.999	0.993	0.999	0.995	0.999	0.996	1	0.997	1	0.998
1966	0.998	0.934	0.999	0.95	0.999	0.963	0.999	0.972	1	0.979
1967	0.999	0.976	0.999	0.983	1	0.992	1	0.996	1	0.998
1968	0.998	0.875	0.999	0.893	0.999	0.931	0.999	0.953	1	0.966
1969	0.998	0.986	0.999	0.989	0.999	0.992	0.999	0.994	1	0.995
1970	0.997	0.685	0.998	0.918	0.998	0.937	0.999	0.952	0.999	0.963
1971	0.998	0.926	0.999	0.949	0.999	0.965	0.999	0.974	1	0.981
1972	0.998	0.975	0.999	0.815	0.999	0.988	0.999	0.991	1	0.993
1973	0.999	0.99	0.999	0.993	0.999	0.995	1	0.996	1	0.998
1974	0.945	0.988	0.999	0.993	0.999	0.995	1	0.997	1	0.998
1975	0.999	0.994	0.999	0.996	0.999	0.915	1	0.998	1	0.895
1976	0.825	0.974	0.999	0.789	0.999	0.986	0.999	0.992	1	0.995
1977	0.999	0.881	0.999	0.801	0.999	0.869	1	0.945	1	0.978
1978	0.998	0.845	0.999	0.902	0.999	0.935	0.999	0.956	1	0.968
1979	0.997	0.533	0.998	0.632	0.999	0.718	0.999	0.784	0.999	0.836
1980	0.55	0.977	0.999	0.875	0.999	0.99	0.999	0.994	1	0.996
1981	0.998	0.792	0.999	0.915	0.999	0.964	0.999	0.983	1	0.991
1982	0.675	0.919	0.998	0.94	0.999	0.953	0.999	0.966	0.999	0.975
1983	0.999	0.99	0.999	0.991	0.999	0.994	1	0.994	1	0.996
1984	0.998	0.995	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999
1985	0.997	0.863	0.998	0.899	0.998	0.925	0.999	0.943	0.999	0.957
1986	0.997	0.179	0.998	0.2	0.998	0.499	0.999	0.592	0.999	0.36
1987	0.951	0.55	0.997	0.65	0.998	0.73	0.999	0.792	0.999	0.84
1988	0.999	0.961	0.999	0.976	0.999	0.987	1	0.993	1	0.997
1989	0.999	0.989	0.999	0.992	1	0.995	1	0.998	1	0.999
1990	0.999	0.873	0.999	0.94	1	0.975	1	0.991	1	0.996
1991	0.998	0.461	0.999	0.854	0.999	0.945	0.999	0.979	1	0.991
1992	0.999	0.944	0.999	0.829	0.999	0.99	1	0.996	1	0.998
1993	0.998	0.991	0.999	0.993	0.999	0.995	0.999	0.996	1	0.997
1994	0.998	0.884	0.999	0.868	0.999	0.986	0.999	0.991	1	0.994
1995	0.999	0.992	0.999	0.995	0.999	0.996	1	0.997	1	0.998
1996	0.997	0.942	0.998	0.967	0.999	0.979	0.999	0.986	0.999	0.99
1997	0.998	0.802	0.998	0.561	0.999	0.869	0.999	0.908	0.999	0.937
1998	0.999	0.989	0.999	0.993	0.999	0.995	1	0.996	1	0.997
1999	0.999	0.972	0.999	0.986	0.999	0.993	1	0.996	1	0.998
2000	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999	1	0.999
