Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	323	320	331	328	337	334	344	341	352	350
1952	322	320	327	323	338	325	343	332	350	342
1953	323	323	330	329	340	347	350	360	359	365
1954	326	330	335	341	342	347	349	355	357	363
1955	323	321	328	323	335	327	343	330	353	340
1956	319	309	325	314	332	320	338	324	345	329
1957	322	317	328	325	336	330	342	337	350	345
1958	323	323	331	331	338	339	346	350	356	361
1959	321	317	328	323	336	330	342	337	350	344
1960	320	312	328	317	336	327	343	336	349	344
1961	322	320	331	329	338	337	346	349	354	353
1962	321	318	326	322	333	324	339	327	346	332
1963	327	333	334	340	342	348	349	350	352	351
1964	323	317	331	327	337	334	343	337	351	341
1965	325	327	330	329	337	333	344	340	353	348
1966	322	317	327	321	332	324	339	327	346	329
1967	329	333	335	341	342	343	345	344	349	345
1968	328	332	336	344	344	349	350	355	358	363
1969	324	324	330	329	335	332	340	334	345	336
1970	325	325	333	334	340	341	348	350	355	354
1971	322	321	328	325	334	327	340	329	348	334
1972	323	305	331	321	338	331	346	337	355	348
1973	322	316	329	322	336	330	341	334	348	337
1974	311	294	318	297	327	300	337	304	346	310
1975	319	311	326	314	333	322	340	327	348	334
1976	319	307	325	312	331	319	339	324	347	328
1977	325	325	330	328	336	331	343	333	352	336
1978	323	322	330	329	335	332	341	334	351	339
1979	320	315	325	319	332	321	340	325	349	329
1980	320	311	328	316	334	321	339	331	344	334
1981	323	319	331	325	338	334	344	339	353	347
1982	323	322	330	329	337	333	345	340	352	350
1983	326	329	335	337	340	341	346	345	352	350
1984	324	321	333	330	339	338	347	346	356	356
1985	323	322	327	324	332	325	340	327	347	329
1986	326	328	333	334	339	340	346	347	354	355
1987	326	328	331	331	336	333	344	336	353	344
1988	327	327	332	329	338	331	344	334	351	340
1989	326	330	333	337	340	346	349	364	360	365
1990	324	326	330	329	335	332	340	335	345	338
1991	319	309	325	313	332	319	340	326	347	329
1992	322	308	329	322	338	331	345	343	353	348
1993	319	302	324	313	331	319	339	323	348	326
1994	324	323	333	337	342	351	351	357	358	360
1995	324	324	332	331	339	337	346	343	353	349
1996	321	311	327	321	335	324	343	331	353	341
1997	326	326	333	331	339	338	344	341	352	347
1998	320	315	326	321	331	325	338	327	344	330
1999	322	321	326	323	332	325	339	327	346	330
2000	321	315	327	320	336	325	344	336	353	351
