Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	60	63	63	65	65	68	68	70	71	74
1952	60	61	62	63	65	66	68	69	71	72
1953	59	60	62	62	64	64	67	67	70	70
1954	60	63	63	65	65	67	68	70	71	74
1955	61	65	63	67	66	70	69	73	72	77
1956	60	61	62	63	64	66	67	68	70	71
1957	60	61	62	63	64	65	67	68	70	71
1958	60	61	62	64	65	66	68	69	71	72
1959	61	66	64	68	67	72	70	75	73	79
1960	60	62	62	64	65	67	68	70	71	73
1961	59	59	62	61	64	64	67	66	70	70
1962	61	65	63	67	66	70	69	73	72	76
1963	60	62	62	64	64	66	67	69	70	72
1964	60	61	62	63	65	66	67	68	70	71
1965	60	62	62	64	65	66	67	68	70	71
1966	60	61	62	64	65	66	68	69	71	72
1967	60	63	63	66	65	69	68	72	71	75
1968	61	64	63	66	65	69	68	71	71	75
1969	61	64	63	67	66	70	69	73	72	77
1970	59	60	62	62	64	64	67	67	70	69
1971	61	64	63	66	65	69	68	71	71	74
1972	60	61	62	63	64	65	67	68	70	71
1973	59	58	61	60	63	62	66	65	69	68
1974	60	61	62	63	65	66	67	69	71	72
1975	59	58	61	60	63	62	66	65	69	68
1976	59	59	61	61	64	63	67	66	70	69
1977	59	59	61	61	64	64	67	67	70	70
1978	60	61	62	64	65	66	67	69	71	72
1979	60	62	62	64	65	67	68	70	71	73
1980	59	60	62	62	64	64	67	67	70	70
1981	59	60	62	62	64	64	67	66	70	69
1982	61	64	63	67	66	69	69	72	72	76
1983	60	61	62	63	64	65	67	68	70	71
1984	61	63	63	66	66	68	68	71	71	74
1985	59	60	62	62	64	65	67	67	70	70
1986	60	63	63	66	65	68	68	71	71	74
1987	61	63	63	65	65	68	68	71	71	74
1988	62	67	64	69	67	72	70	76	73	80
1989	60	63	63	65	65	68	68	71	71	75
1990	61	64	63	67	66	70	69	74	72	78
1991	60	61	62	63	64	65	67	68	70	71
1992	60	60	62	62	64	65	67	67	70	70
1993	60	60	62	62	64	64	67	67	70	70
1994	59	59	61	61	64	63	66	66	70	69
1995	60	63	63	65	65	68	68	71	71	74
1996	60	61	62	63	65	66	67	69	70	72
1997	59	59	61	61	64	64	67	67	70	70
1998	61	64	63	67	66	70	69	73	72	77
1999	59	59	61	61	64	63	66	66	69	68
2000	60	61	62	63	65	66	67	69	71	72
