Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	116.065	111.753	111.595	108.291	107.812	105.048	105.063	102.934	103.497	103.626
1952	110.393	102.282	107.102	99.494	105.208	98.685	103.775	98.301	102.404	97.541
1953	115.46	114.02	111.682	109.953	107.835	106.25	105.316	103.624	103.506	101.848
1954	116.731	115.995	112.874	111.561	107.668	104.997	104.96	103.426	103.452	103.274
1955	115.28	105.863	110.384	102.546	106.338	100.387	103.392	99.02	101.812	98.92
1956	118.635	120.481	113.212	114.261	108.786	111.491	106.289	106.889	104.655	105.239
1957	112.699	102.598	108.539	96.564	104.447	94.621	102.163	94.137	100.77	93.869
1958	119.552	119.698	114.92	116.957	111.629	113.536	108.76	110.519	106.016	107.876
1959	112.873	107.842	109.253	104.757	106.714	104.038	104.744	103.114	103.546	103.505
1960	114.102	109.956	109.777	105.945	106.826	104.074	104.714	103.38	103.517	102.092
1961	108.6	97.592	105.224	95.769	101.981	94.519	100.24	93.166	99.315	93.886
1962	118.575	118.482	115.036	116.287	111.703	114.953	109.426	112.991	107.653	111.035
1963	115.351	111.48	110.766	108.562	107.15	105.764	105.098	105.104	104.117	104.798
1964	117.389	115.239	113.178	111.983	109.975	108.641	106.564	105.683	103.938	103.303
1965	116.789	112.542	110.949	106.147	106.873	102.473	103.623	99.448	101.516	97.332
1966	114.06	109.325	109.814	107.2	107.059	104.714	104.966	103.522	103.704	102.345
1967	113.363	108.354	109.882	107.166	106.785	106.337	105.139	105.79	104.022	105.026
1968	116.743	114.244	112.589	111.65	109.213	109.277	106.442	106.832	104.444	105.932
1969	117.874	117.16	113.584	114.508	110.562	112.763	108.205	112.324	106.841	113.095
1970	120.325	122.571	114.697	115.047	111.055	112.484	108.229	109.953	106.285	107.679
1971	120.067	120.847	115.272	116.452	110.507	111.978	107.368	108.942	105.362	106.986
1972	117.558	115.996	111.647	108.234	106.89	103.699	104.286	100.89	102.388	99.161
1973	121.01	124.153	116.703	121.161	112.251	118.085	109.238	116.877	107.003	114.159
1974	118.686	119.353	112.639	111.558	108.064	104.996	104.302	101.424	103.152	99.44
1975	119.803	118.921	115.522	115.995	112.419	114.591	110.245	113.186	108.538	112.456
1976	119.664	123.851	113.291	116.923	109.955	111.279	107.393	109.08	104.989	106.29
1977	114.218	109.349	110.615	105.404	108.27	105.639	106.433	105.985	105.158	106.198
1978	119.792	124.254	114.508	119.088	110.937	114.316	107.419	112.315	107.072	112.048
1979	119.221	122.019	113.014	114.779	109.99	111.846	107.295	109.894	105.946	109.808
1980	120.213	125.572	115.264	119.281	110.527	114.382	107.868	110.373	105.756	108.261
1981	110.254	99.509	106.194	97.2	102.835	94.785	101.327	93.402	100.782	94.646
1982	119.238	122.386	114.441	117.571	111.024	113.331	108.16	111.687	106.383	110.57
1983	116.549	113.844	111.934	109.624	107.907	106.115	105.523	103.975	103.897	103.22
1984	121.405	124.1	116.665	119.559	113.11	117.151	109.825	114.389	107.251	111.759
1985	116.928	116.602	112.963	112.444	108.808	108.727	106.325	106.264	104.614	104.773
1986	121.111	127.308	117.716	124.257	113.097	120.41	110.287	118.047	107.791	114.814
1987	117.276	116.165	113.2	113.172	109.589	110.936	107.624	109.521	106.001	108.106
1988	116.331	110.743	111.304	107.865	108.186	105.938	106.044	105.479	104.602	107.203
1989	114.9	110.681	110.835	105.508	106.861	101.04	104.074	100.735	102.587	102.074
1990	116.87	107.003	110.663	103.287	106.371	102.795	104.41	104.993	103.59	106.441
1991	118.116	118.77	112.289	110.472	106.996	105.49	105.051	104.294	103.515	103.459
1992	116.668	114.756	112.795	112.215	109.275	110.17	106.798	107.56	104.699	104.717
1993	117.749	115.116	112.054	109.978	108.039	105.685	105.154	101.773	102.849	99.422
1994	114.522	106.486	109.694	99.185	106.39	96.147	102.867	94.686	102.325	94.684
1995	116.527	114.361	111.5	108.092	107.292	104.824	104.635	102.859	103.01	102.097
1996	118.213	117.642	113.522	113.57	109.917	109.997	106.367	106.836	104.399	104.65
1997	110.157	96.864	105.306	94.217	103.258	94.263	101.566	93.723	100.322	93.34
1998	115.872	113.461	112.25	112.636	109.673	110.356	107.031	106.23	104.853	108.05
1999	115.515	111.212	110.731	108.312	107.4	101.642	102.955	97.888	101.42	95.841
2000	116.263	112.945	111.785	110.327	108.786	107.216	105.529	106.102	105.462	107.371
