Location id	1	2	3	4	5	6	7	8	9
Location latitude	41.9	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.7	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1951	0.978	0.962	0.832	0.929	0.815	0.841	0	0	0.857
1952	0.994	0.98	0.687	0.852	0.82	0.888	0.928	0	0.921
1953	0.989	0.868	0.382	0.943	0.914	0.806	0.216	0	0.052
1954	0.973	0.958	0.707	0.922	0.763	0.815	0.714	0.631	0.552
1955	0.992	0.98	0.867	0.972	0.96	0.82	0	0	0
1956	0.957	0.766	0	0	0	0	0	0	0
1957	0.995	0.963	0.969	0.724	0.908	0.962	0.88	0.888	0.92
1958	0.99	0.853	0.48	0.893	0.944	0.893	0	0	0.055
1959	0.998	0.992	0.987	0.979	0.977	0.971	0.976	0.965	0.793
1960	0.919	0.926	0.865	0.983	0.969	0.951	0.873	0.946	0.936
1961	0.995	0.973	0.928	0.988	0.985	0.973	0.944	0.93	0.842
1962	0.995	0.976	0.977	0.971	0.874	0.625	0.886	0.821	0.861
1963	0.908	0	0.756	0.761	0.721	0	0	0	0
1964	0.741	0.929	0	0.977	0.955	0.948	0.873	0.794	0.888
1965	0.987	0.973	0.523	0.91	0.683	0.823	0.83	0	0.901
1966	0.996	0.989	0.983	0.973	0.837	0.942	0.898	0.564	0.155
1967	0.984	0.913	0.903	0.972	0.909	0.948	0.941	0.926	0.952
1968	0.966	0.917	0.417	0.832	0	0	0.838	0	0.507
1969	0.983	0.938	0	0.92	0.635	0.851	0.84	0.232	0
1970	0.989	0.939	0	0.833	0	0	0.588	0	0
1971	0.961	0.845	0	0.434	0.771	0.66	0	0.625	0.592
1972	0.996	0.992	0.981	0.987	0.974	0.965	0.726	0.757	0.837
1973	0.994	0.983	0	0.974	0.934	0.964	0.955	0.953	0.965
1974	0.996	0.978	0.838	0.958	0.95	0.925	0.95	0.923	0.954
1975	0.975	0.972	0.964	0.969	0.951	0.945	0.886	0.946	0.968
1976	0.994	0.987	0.979	0.971	0.924	0.846	0.796	0.838	0.778
1977	0.995	0.987	0.981	0.973	0.939	0.938	0.93	0.153	0.908
1978	0.991	0.984	0.944	0.851	0.917	0.882	0.249	0	0
1979	0.995	0.984	0.923	0.964	0.841	0.788	0	0	0
1980	0.995	0.984	0.91	0.985	0.98	0.981	0.971	0.929	0.905
1981	0.988	0.95	0.757	0.942	0.941	0.952	0.807	0.872	0.879
1982	0.998	0.99	0.986	0.986	0.966	0.93	0.717	0.877	0.704
1983	0.899	0.982	0.936	0.947	0.968	0.975	0.867	0.859	0.838
1984	0.994	0.983	0.98	0.976	0.958	0.96	0.947	0.951	0.957
1985	0.957	0.78	0	0	0	0	0	0	0
1986	0.983	0.968	0.712	0.899	0	0.783	0	0	0
1987	0.981	0.938	0.559	0.718	0.658	0.864	0.408	0	0
1988	0.996	0.97	0.984	0.985	0.901	0.983	0.95	0.95	0.954
1989	0.996	0.991	0.987	0.984	0.978	0.965	0.973	0.983	0.982
1990	0.996	0.994	0.991	0.987	0.982	0.985	0.965	0.977	0.97
1991	0.991	0.979	0.946	0.952	0.867	0.914	0.887	0.839	0.909
1992	0.995	0.98	0.978	0.978	0.974	0.976	0.978	0.974	0.97
1993	0.995	0.981	0.981	0.978	0.959	0.948	0.779	0.915	0.929
1994	0.996	0.99	0.977	0.987	0.973	0.961	0.941	0.899	0.715
1995	0.997	0.991	0.989	0.988	0.977	0.975	0.955	0.93	0.944
1996	0.995	0.983	0.904	0.98	0.964	0.93	0.916	0	0.617
1997	0.998	0.99	0.984	0.978	0.95	0.778	0	0	0
1998	0.995	0.989	0.983	0.953	0.952	0.953	0.78	0.638	0.811
1999	0.995	0.983	0.98	0.943	0.918	0.97	0.949	0.889	0.962
2000	0.996	0.989	0.987	0.984	0.974	0.971	0.98	0.98	0.983
