Location id	1	2	3	4	5	6	7	8	9
Location latitude	42.0	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.0	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1952	111.796	114.465	119.948	119.174	122.711	120.151	123.195	124.431	124.283
1953	115.495	117.281	122.203	119.402	122.218	120.16	123.031	122.502	121.819
1954	116.738	119.602	119.542	120.648	125.656	123.857	128.655	130.223	132.286
1955	110.728	113.285	113.827	115.892	121.403	124.524	131.834	134.239	133.958
1956	121.443	124.14	128.493	129.165	132.377	130.58	135.322	136.646	136.961
1957	108.781	107.108	111.369	111.653	115.653	113.643	116.975	118.501	119.663
1958	114.002	113.666	118.717	118.017	123.345	124.671	129.203	130.78	131.826
1959	108.399	104.604	108.845	110.302	114.724	115.631	118.395	118.788	119.535
1960	112.986	108.277	113.223	111.534	116.627	114.926	120.255	124.447	126.566
1961	104.972	103.086	107.175	107.393	109.962	110.094	112.373	114.793	115.499
1962	115.727	115.154	119.197	120.111	124.607	123.392	127.441	127.385	126.668
1963	120.392	119.971	125.07	125.359	129.631	130.537	135.39	135.036	135.25
1964	113.944	116.207	118.743	120.61	123.284	123.131	125.797	128.158	129.113
1965	115.865	114.089	119.654	119.272	124.21	122.969	128.02	128.349	127.742
1966	109.898	107.75	112.56	112.494	116.536	115.217	118.952	122.234	125.343
1967	111.665	110.692	113.362	113.682	117.638	115.821	118.907	119.2	118.925
1968	113.093	113.11	116.043	115.366	120.009	118.77	122.427	122.987	121.59
1969	116.795	115.438	118.967	119.085	124.489	123.393	127.878	131.659	133.27
1970	113.421	115.606	120.742	121.147	126.456	126.46	130.619	133.621	135.767
1971	114.617	113.187	118.602	118.479	121.357	120.563	123.983	124.199	124.232
1972	114.58	108.683	114.168	112.205	117.883	117.66	122.336	123.471	124.848
1973	116.872	121.063	123.853	123.471	127.505	124.431	127.142	126.539	124.396
1974	112.293	112.02	113.081	110.187	112.712	110.188	114.886	115.289	115.341
1975	114.308	112.026	115.509	115.902	119.212	118.821	121.185	121.703	122.025
1976	113.065	113.016	116.55	116.681	123.145	123.382	127.274	128.276	129.425
1977	109.132	106.545	111.646	110.514	116.394	116.166	120.475	121.913	122.602
1978	117.734	115.495	119.755	119.318	124.115	123.415	126.22	126.108	126.95
1979	112.791	114.264	119.847	118.653	127.281	126.746	132.871	134.593	134.884
1980	111.782	111.705	116.708	116.919	121.594	120.352	124.722	127.096	130.354
1981	111.765	108.175	112.971	112.685	118.035	117.055	121.751	122.538	122.769
1982	112.589	110.189	114.356	114.837	121.442	122.645	126.754	126.554	127.389
1983	113.859	116.912	118.65	119.279	122.367	119.995	123.52	122.693	121.631
1984	117.104	119.39	118.746	118.979	124.725	123.769	129.07	128.618	127.829
1985	113.185	118.096	119.782	120.185	125.826	125.765	130.918	130.981	131.156
1986	120.981	120.042	125.607	125.195	131.196	128.799	132.147	131.576	130.83
1987	113.821	116.592	119.603	121.821	127.813	126.388	131.047	134.923	133.702
1988	108.871	111.872	113.126	112.567	117.646	116.32	121.473	122.369	121.958
1989	109.417	114.416	111.424	109.69	114.377	114.041	115.748	115.298	114.376
1990	107.133	108.862	109.332	110.713	114.421	111.583	111.865	111.379	110.233
1991	113.497	111.176	115.467	115.873	121.246	120.792	124.537	124.743	124.378
1992	113.569	114.907	116.796	117.828	120.178	118.401	120.747	121.205	119.855
1993	112.255	108.728	112.756	113.261	116.637	115.998	118.367	119.336	119.081
1994	109.266	113.475	115.604	112.732	116.305	115.802	119.124	120.276	120.958
1995	105.725	110.865	112.892	113.404	117.415	114.823	118.317	118.61	119.015
1996	111.673	110.656	114.039	117.945	123.337	124.618	130.246	133.907	134.567
1997	101.881	99.866	104.631	108.726	114.481	116.127	117.767	119.901	121.299
1998	107.086	111.387	113.804	115.011	118.523	116.557	117.846	116.659	115.704
1999	110.559	110.148	115.76	113.899	118.509	116.306	119.015	118.895	118.697
2000	109.8	112.65	115.521	115.32	118.448	116.456	117.97	117.471	117.275
2001	105.669	107.387	111.299	111.319	117.859	117.209	121.472	123.688	125.588
2002	108.759	106.598	110.892	108.275	112.174	111.687	114.042	115.017	115.405
2003	113.376	110.471	114.202	113.735	116.918	117.331	120.177	122.02	122.706
2004	113.09	116.218	117.272	117.916	119.796	117.976	120.115	120.041	119.695
2005	113.382	115.847	118.613	118.81	121.939	119.827	121.197	121.555	122.217
2006	110.837	114.047	117.862	120.496	124.255	124.187	128.047	129.352	128.972
2007	110.014	114.202	113.387	111.293	112.228	110.8	113.218	113.627	112.764
2008	107.999	108.689	114.643	114.236	118.93	116.958	118.616	118.541	117.186
2009	111.453	111.47	115.259	115.371	119.067	116.474	118.484	117.484	117.634
2010	116.069	118.088	116.995	118.348	120.957	119.624	124.903	127.109	128.907
2011	106.682	109.026	110.245	113.529	113.546	114.095	114.841	117.154	117.944
2012	113.166	123.124	120.972	120.146	122.113	121.035	123.103	121.837	122.399
2013	111.423	114.474	118.058	119.603	124.648	125.766	130.534	131.056	131.129
2014	108.965	107.048	108.915	108.911	112.205	110.455	111.091	112.008	114.197
2015	112.519	118.906	117.697	117.364	117.888	119.235	123.72	124.496	122.198
2016	109.591	117.142	116.328	116.54	120.563	120.617	124.674	123.785	122.315
2017	103.848	106.397	108.531	109.102	113.469	113.164	118.131	119.448	120.628
2018	112.397	112.37	112.829	111.233	115.265	115.159	118.683	119.409	121.305
2019	107.751	111.587	114.173	112.731	114.114	113.665	114.639	115.029	114.55
2020	106.532	105.164	106.069	106.438	108.831	108.152	111.366	112.914	112.906
