Location id	1	2	3	4	5
Location latitude	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.998	0.997	0.993	0.982	0.949
1952	0.999	0.998	0.997	0.996	0.993
1953	0.998	0.997	0.995	0.992	0.986
1954	0.998	0.996	0.992	0.98	0.946
1955	0.999	0.998	0.997	0.995	0.989
1956	0.997	0.993	0.982	0.951	0.896
1957	0.999	0.998	0.998	0.997	0.994
1958	0.999	0.998	0.996	0.989	0.968
1959	0.999	0.999	0.999	0.999	0.998
1960	0.997	0.99	0.955	0.803	0.278
1961	0.999	0.998	0.997	0.996	0.992
1962	0.999	0.999	0.998	0.997	0.994
1963	0.996	0.987	0.944	0.765	0.201
1964	0.997	0.981	0.878	0.302	0
1965	0.998	0.997	0.994	0.987	0.973
1966	0.999	0.999	0.998	0.997	0.994
1967	0.998	0.996	0.991	0.973	0.916
1968	0.998	0.994	0.981	0.931	0.757
1969	0.998	0.997	0.991	0.976	0.929
1970	0.999	0.998	0.995	0.99	0.976
1971	0.998	0.993	0.977	0.921	0.731
1972	0.999	0.999	0.998	0.997	0.993
1973	0.999	0.998	0.997	0.994	0.985
1974	0.999	0.999	0.998	0.996	0.99
1975	0.999	0.997	0.985	0.904	0.506
1976	0.999	0.998	0.997	0.995	0.99
1977	0.999	0.999	0.997	0.99	0.959
1978	0.999	0.998	0.996	0.99	0.978
1979	0.999	0.999	0.998	0.996	0.991
1980	0.999	0.998	0.997	0.995	0.991
1981	0.998	0.997	0.993	0.984	0.953
1982	0.999	0.999	0.999	0.998	0.995
1983	0.997	0.987	0.945	0.797	0.441
1984	0.999	0.998	0.997	0.995	0.99
1985	0.998	0.993	0.97	0.872	0.527
1986	0.998	0.996	0.99	0.973	0.939
1987	0.998	0.995	0.988	0.963	0.887
1988	0.999	0.999	0.998	0.996	0.994
1989	0.999	0.998	0.997	0.995	0.985
1990	0.999	0.999	0.998	0.996	0.989
1991	0.999	0.998	0.995	0.98	0.838
1992	0.999	0.998	0.997	0.995	0.991
1993	0.999	0.998	0.997	0.996	0.993
1994	0.999	0.998	0.998	0.996	0.994
1995	0.999	0.999	0.998	0.997	0.996
1996	0.999	0.998	0.997	0.994	0.988
1997	0.999	0.999	0.999	0.998	0.997
1998	0.999	0.999	0.996	0.982	0.908
1999	0.999	0.998	0.997	0.993	0.986
2000	0.999	0.998	0.997	0.995	0.989
