Location id	1	2	3	4	5
Location latitude	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.998	0.997	0.993	0.982	0.948
1952	0.999	0.998	0.997	0.996	0.994
1953	0.998	0.997	0.995	0.992	0.986
1954	0.998	0.996	0.992	0.98	0.946
1955	0.999	0.998	0.997	0.995	0.99
1956	0.997	0.993	0.983	0.955	0.911
1957	0.999	0.998	0.998	0.996	0.983
1958	0.999	0.998	0.996	0.991	0.974
1959	0.999	0.999	0.999	0.999	0.998
1960	0.997	0.99	0.955	0.803	0
1961	0.999	0.998	0.997	0.996	0.992
1962	0.999	0.999	0.998	0.997	0.995
1963	0.996	0.987	0.947	0.779	0
1964	0.997	0.982	0.884	0.225	0
1965	0.998	0.997	0.995	0.988	0.974
1966	0.999	0.999	0.998	0.997	0.994
1967	0.998	0.997	0.991	0.974	0.922
1968	0.998	0.994	0.981	0.931	0.757
1969	0.998	0.997	0.991	0.976	0.93
1970	0.999	0.998	0.996	0.991	0.979
1971	0.998	0.993	0.977	0.921	0.731
1972	0.999	0.999	0.998	0.997	0.994
1973	0.999	0.999	0.998	0.995	0.988
1974	0.999	0.999	0.998	0.996	0.991
1975	0.999	0.997	0.989	0.938	0.606
1976	0.999	0.998	0.997	0.995	0.989
1977	0.999	0.999	0.998	0.993	0.976
1978	0.999	0.998	0.996	0.991	0.98
1979	0.999	0.999	0.998	0.996	0.992
1980	0.999	0.998	0.997	0.995	0.991
1981	0.998	0.997	0.993	0.984	0.953
1982	0.999	0.999	0.999	0.998	0.994
1983	0.997	0.988	0.949	0.81	0.456
1984	0.999	0.998	0.997	0.995	0.991
1985	0.998	0.993	0.97	0.873	0.278
1986	0.998	0.996	0.99	0.974	0.942
1987	0.998	0.995	0.988	0.963	0.888
1988	0.999	0.999	0.998	0.997	0.994
1989	0.999	0.998	0.997	0.995	0.988
1990	0.999	0.999	0.999	0.997	0.993
1991	0.999	0.998	0.996	0.985	0.877
1992	0.999	0.998	0.997	0.995	0.986
1993	0.999	0.998	0.997	0.996	0.993
1994	0.999	0.998	0.998	0.997	0.994
1995	0.999	0.999	0.998	0.997	0.996
1996	0.999	0.998	0.997	0.994	0.989
1997	0.999	0.999	0.999	0.998	0.997
1998	0.999	0.999	0.997	0.99	0.954
1999	0.999	0.998	0.997	0.994	0.988
2000	0.999	0.998	0.997	0.995	0.99
