"","metric","lat","lon","year","value","sp","latforsim"
"sims1sd41.MaturationIndex.411","MaturationIndex",41.9,1,1991,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.421","MaturationIndex",41.9,1,1992,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.431","MaturationIndex",41.9,1,1993,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.441","MaturationIndex",41.9,1,1994,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.451","MaturationIndex",41.9,1,1995,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.461","MaturationIndex",41.9,1,1996,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.471","MaturationIndex",41.9,1,1997,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.481","MaturationIndex",41.9,1,1998,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.491","MaturationIndex",41.9,1,1999,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.501","MaturationIndex",41.9,1,2000,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.511","MaturationIndex",41.9,2,1951,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.521","MaturationIndex",41.9,2,1952,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.531","MaturationIndex",41.9,2,1953,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.541","MaturationIndex",41.9,2,1954,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.551","MaturationIndex",41.9,2,1955,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.561","MaturationIndex",41.9,2,1956,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.571","MaturationIndex",41.9,2,1957,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.581","MaturationIndex",41.9,2,1958,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.591","MaturationIndex",41.9,2,1959,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.601","MaturationIndex",41.9,2,1960,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.611","MaturationIndex",41.9,2,1961,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.621","MaturationIndex",41.9,2,1962,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.631","MaturationIndex",41.9,2,1963,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.641","MaturationIndex",41.9,2,1964,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.651","MaturationIndex",41.9,2,1965,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.661","MaturationIndex",41.9,2,1966,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.671","MaturationIndex",41.9,2,1967,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.681","MaturationIndex",41.9,2,1968,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.691","MaturationIndex",41.9,2,1969,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.701","MaturationIndex",41.9,2,1970,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.711","MaturationIndex",41.9,2,1971,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.721","MaturationIndex",41.9,2,1972,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.731","MaturationIndex",41.9,2,1973,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.741","MaturationIndex",41.9,2,1974,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.751","MaturationIndex",41.9,2,1975,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.761","MaturationIndex",41.9,2,1976,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.771","MaturationIndex",41.9,2,1977,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.781","MaturationIndex",41.9,2,1978,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.791","MaturationIndex",41.9,2,1979,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.801","MaturationIndex",41.9,2,1980,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.811","MaturationIndex",41.9,2,1981,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.821","MaturationIndex",41.9,2,1982,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.831","MaturationIndex",41.9,2,1983,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.841","MaturationIndex",41.9,2,1984,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.851","MaturationIndex",41.9,2,1985,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.861","MaturationIndex",41.9,2,1986,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.871","MaturationIndex",41.9,2,1987,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.881","MaturationIndex",41.9,2,1988,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.891","MaturationIndex",41.9,2,1989,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.901","MaturationIndex",41.9,2,1990,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.911","MaturationIndex",41.9,2,1991,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.921","MaturationIndex",41.9,2,1992,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.931","MaturationIndex",41.9,2,1993,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.941","MaturationIndex",41.9,2,1994,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.951","MaturationIndex",41.9,2,1995,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.961","MaturationIndex",41.9,2,1996,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.971","MaturationIndex",41.9,2,1997,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.981","MaturationIndex",41.9,2,1998,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.991","MaturationIndex",41.9,2,1999,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1001","MaturationIndex",41.9,2,2000,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1011","MaturationIndex",41.9,3,1951,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1021","MaturationIndex",41.9,3,1952,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1031","MaturationIndex",41.9,3,1953,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1041","MaturationIndex",41.9,3,1954,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1051","MaturationIndex",41.9,3,1955,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1061","MaturationIndex",41.9,3,1956,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1071","MaturationIndex",41.9,3,1957,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1081","MaturationIndex",41.9,3,1958,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1091","MaturationIndex",41.9,3,1959,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1101","MaturationIndex",41.9,3,1960,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1111","MaturationIndex",41.9,3,1961,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1121","MaturationIndex",41.9,3,1962,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1131","MaturationIndex",41.9,3,1963,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1141","MaturationIndex",41.9,3,1964,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1151","MaturationIndex",41.9,3,1965,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1161","MaturationIndex",41.9,3,1966,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1171","MaturationIndex",41.9,3,1967,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1181","MaturationIndex",41.9,3,1968,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1191","MaturationIndex",41.9,3,1969,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1201","MaturationIndex",41.9,3,1970,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1211","MaturationIndex",41.9,3,1971,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1221","MaturationIndex",41.9,3,1972,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1231","MaturationIndex",41.9,3,1973,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1241","MaturationIndex",41.9,3,1974,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1251","MaturationIndex",41.9,3,1975,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1261","MaturationIndex",41.9,3,1976,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1271","MaturationIndex",41.9,3,1977,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1281","MaturationIndex",41.9,3,1978,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1291","MaturationIndex",41.9,3,1979,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1301","MaturationIndex",41.9,3,1980,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1311","MaturationIndex",41.9,3,1981,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1321","MaturationIndex",41.9,3,1982,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1331","MaturationIndex",41.9,3,1983,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1341","MaturationIndex",41.9,3,1984,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1351","MaturationIndex",41.9,3,1985,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1361","MaturationIndex",41.9,3,1986,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1371","MaturationIndex",41.9,3,1987,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1381","MaturationIndex",41.9,3,1988,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1391","MaturationIndex",41.9,3,1989,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1401","MaturationIndex",41.9,3,1990,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1411","MaturationIndex",41.9,3,1991,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1421","MaturationIndex",41.9,3,1992,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1431","MaturationIndex",41.9,3,1993,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1441","MaturationIndex",41.9,3,1994,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1451","MaturationIndex",41.9,3,1995,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1461","MaturationIndex",41.9,3,1996,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1471","MaturationIndex",41.9,3,1997,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1481","MaturationIndex",41.9,3,1998,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1491","MaturationIndex",41.9,3,1999,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1501","MaturationIndex",41.9,3,2000,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1511","MaturationIndex",41.9,4,1951,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1521","MaturationIndex",41.9,4,1952,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1531","MaturationIndex",41.9,4,1953,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1541","MaturationIndex",41.9,4,1954,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1551","MaturationIndex",41.9,4,1955,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1561","MaturationIndex",41.9,4,1956,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1571","MaturationIndex",41.9,4,1957,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1581","MaturationIndex",41.9,4,1958,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1591","MaturationIndex",41.9,4,1959,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1601","MaturationIndex",41.9,4,1960,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1611","MaturationIndex",41.9,4,1961,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1621","MaturationIndex",41.9,4,1962,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1631","MaturationIndex",41.9,4,1963,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1641","MaturationIndex",41.9,4,1964,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1651","MaturationIndex",41.9,4,1965,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1661","MaturationIndex",41.9,4,1966,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1671","MaturationIndex",41.9,4,1967,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1681","MaturationIndex",41.9,4,1968,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1691","MaturationIndex",41.9,4,1969,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1701","MaturationIndex",41.9,4,1970,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1711","MaturationIndex",41.9,4,1971,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1721","MaturationIndex",41.9,4,1972,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1731","MaturationIndex",41.9,4,1973,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1741","MaturationIndex",41.9,4,1974,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1751","MaturationIndex",41.9,4,1975,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1761","MaturationIndex",41.9,4,1976,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1771","MaturationIndex",41.9,4,1977,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1781","MaturationIndex",41.9,4,1978,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1791","MaturationIndex",41.9,4,1979,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1801","MaturationIndex",41.9,4,1980,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1811","MaturationIndex",41.9,4,1981,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1821","MaturationIndex",41.9,4,1982,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1831","MaturationIndex",41.9,4,1983,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1841","MaturationIndex",41.9,4,1984,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1851","MaturationIndex",41.9,4,1985,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1861","MaturationIndex",41.9,4,1986,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1871","MaturationIndex",41.9,4,1987,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1881","MaturationIndex",41.9,4,1988,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1891","MaturationIndex",41.9,4,1989,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1901","MaturationIndex",41.9,4,1990,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1911","MaturationIndex",41.9,4,1991,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1921","MaturationIndex",41.9,4,1992,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1931","MaturationIndex",41.9,4,1993,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1941","MaturationIndex",41.9,4,1994,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1951","MaturationIndex",41.9,4,1995,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1961","MaturationIndex",41.9,4,1996,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1971","MaturationIndex",41.9,4,1997,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1981","MaturationIndex",41.9,4,1998,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.1991","MaturationIndex",41.9,4,1999,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2001","MaturationIndex",41.9,4,2000,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2011","MaturationIndex",41.9,5,1951,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2021","MaturationIndex",41.9,5,1952,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2031","MaturationIndex",41.9,5,1953,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2041","MaturationIndex",41.9,5,1954,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2051","MaturationIndex",41.9,5,1955,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2061","MaturationIndex",41.9,5,1956,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2071","MaturationIndex",41.9,5,1957,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2081","MaturationIndex",41.9,5,1958,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2091","MaturationIndex",41.9,5,1959,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2101","MaturationIndex",41.9,5,1960,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2111","MaturationIndex",41.9,5,1961,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2121","MaturationIndex",41.9,5,1962,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2131","MaturationIndex",41.9,5,1963,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2141","MaturationIndex",41.9,5,1964,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2151","MaturationIndex",41.9,5,1965,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2161","MaturationIndex",41.9,5,1966,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2171","MaturationIndex",41.9,5,1967,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2181","MaturationIndex",41.9,5,1968,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2191","MaturationIndex",41.9,5,1969,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2201","MaturationIndex",41.9,5,1970,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2211","MaturationIndex",41.9,5,1971,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2221","MaturationIndex",41.9,5,1972,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2231","MaturationIndex",41.9,5,1973,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2241","MaturationIndex",41.9,5,1974,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2251","MaturationIndex",41.9,5,1975,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2261","MaturationIndex",41.9,5,1976,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2271","MaturationIndex",41.9,5,1977,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2281","MaturationIndex",41.9,5,1978,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2291","MaturationIndex",41.9,5,1979,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2301","MaturationIndex",41.9,5,1980,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2311","MaturationIndex",41.9,5,1981,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2321","MaturationIndex",41.9,5,1982,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2331","MaturationIndex",41.9,5,1983,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2341","MaturationIndex",41.9,5,1984,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2351","MaturationIndex",41.9,5,1985,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2361","MaturationIndex",41.9,5,1986,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2371","MaturationIndex",41.9,5,1987,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2381","MaturationIndex",41.9,5,1988,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2391","MaturationIndex",41.9,5,1989,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2401","MaturationIndex",41.9,5,1990,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2411","MaturationIndex",41.9,5,1991,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2421","MaturationIndex",41.9,5,1992,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2431","MaturationIndex",41.9,5,1993,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2441","MaturationIndex",41.9,5,1994,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2451","MaturationIndex",41.9,5,1995,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2461","MaturationIndex",41.9,5,1996,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2471","MaturationIndex",41.9,5,1997,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2481","MaturationIndex",41.9,5,1998,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2491","MaturationIndex",41.9,5,1999,0.999,"Quercus","41"
"sims1sd41.MaturationIndex.2501","MaturationIndex",41.9,5,2000,0.999,"Quercus","41"
"sims1sd41.CarbonSurvival.1100","CarbonSurvival",41.9,1,1951,1,"Quercus","41"
"sims1sd41.CarbonSurvival.251","CarbonSurvival",41.9,1,1952,1,"Quercus","41"
"sims1sd41.CarbonSurvival.310","CarbonSurvival",41.9,1,1953,1,"Quercus","41"
"sims1sd41.CarbonSurvival.410","CarbonSurvival",41.9,1,1954,1,"Quercus","41"
"sims1sd41.CarbonSurvival.510","CarbonSurvival",41.9,1,1955,1,"Quercus","41"
"sims1sd41.CarbonSurvival.610","CarbonSurvival",41.9,1,1956,1,"Quercus","41"
"sims1sd41.CarbonSurvival.710","CarbonSurvival",41.9,1,1957,1,"Quercus","41"
"sims1sd41.CarbonSurvival.810","CarbonSurvival",41.9,1,1958,1,"Quercus","41"
"sims1sd41.CarbonSurvival.910","CarbonSurvival",41.9,1,1959,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1010","CarbonSurvival",41.9,1,1960,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1110","CarbonSurvival",41.9,1,1961,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1210","CarbonSurvival",41.9,1,1962,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1310","CarbonSurvival",41.9,1,1963,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1410","CarbonSurvival",41.9,1,1964,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1510","CarbonSurvival",41.9,1,1965,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1610","CarbonSurvival",41.9,1,1966,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1710","CarbonSurvival",41.9,1,1967,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1810","CarbonSurvival",41.9,1,1968,1,"Quercus","41"
"sims1sd41.CarbonSurvival.1910","CarbonSurvival",41.9,1,1969,1,"Quercus","41"
"sims1sd41.CarbonSurvival.2010","CarbonSurvival",41.9,1,1970,1,"Quercus","41"
"sims1sd41.CarbonSurvival.2110","CarbonSurvival",41.9,1,1971,1,"Quercus","41"
"sims1sd41.CarbonSurvival.2210","CarbonSurvival",41.9,1,1972,1,"Quercus","41"
"sims1sd41.CarbonSurvival.2310","CarbonSurvival",41.9,1,1973,1,"Quercus","41"
"sims1sd41.CarbonSurvival.2410","CarbonSurvival",41.9,1,1974,1,"Quercus","41"
"sims1sd41.CarbonSurvival.252","CarbonSurvival",41.9,1,1975,1,"Quercus","41"
"sims1sd41.CarbonSurvival.261","CarbonSurvival",41.9,1,1976,1,"Quercus","41"
"sims1sd41.CarbonSurvival.271","CarbonSurvival",41.9,1,1977,1,"Quercus","41"
"sims1sd41.CarbonSurvival.281","CarbonSurvival",41.9,1,1978,1,"Quercus","41"
"sims1sd41.CarbonSurvival.291","CarbonSurvival",41.9,1,1979,1,"Quercus","41"
"sims1sd41.CarbonSurvival.301","CarbonSurvival",41.9,1,1980,1,"Quercus","41"
"sims1sd41.CarbonSurvival.311","CarbonSurvival",41.9,1,1981,1,"Quercus","41"
"sims1sd41.CarbonSurvival.321","CarbonSurvival",41.9,1,1982,1,"Quercus","41"
"sims1sd41.CarbonSurvival.331","CarbonSurvival",41.9,1,1983,1,"Quercus","41"
"sims1sd41.CarbonSurvival.341","CarbonSurvival",41.9,1,1984,1,"Quercus","41"
"sims1sd41.CarbonSurvival.351","CarbonSurvival",41.9,1,1985,1,"Quercus","41"
"sims1sd41.CarbonSurvival.361","CarbonSurvival",41.9,1,1986,1,"Quercus","41"
"sims1sd41.CarbonSurvival.371","CarbonSurvival",41.9,1,1987,1,"Quercus","41"
"sims1sd41.CarbonSurvival.381","CarbonSurvival",41.9,1,1988,1,"Quercus","41"
"sims1sd41.CarbonSurvival.391","CarbonSurvival",41.9,1,1989,1,"Quercus","41"
"sims1sd41.CarbonSurvival.401","CarbonSurvival",41.9,1,1990,1,"Quercus","41"
"sims1sd41.CarbonSurvival.411","CarbonSurvival",41.9,1,1991,1,"Quercus","41"
"sims1sd41.CarbonSurvival.421","CarbonSurvival",41.9,1,1992,1,"Quercus","41"
"sims1sd41.CarbonSurvival.431","CarbonSurvival",41.9,1,1993,1,"Quercus","41"
"sims1sd41.CarbonSurvival.441","CarbonSurvival",41.9,1,1994,1,"Quercus","41"
"sims1sd41.CarbonSurvival.451","CarbonSurvival",41.9,1,1995,1,"Quercus","41"
"sims1sd41.CarbonSurvival.461","CarbonSurvival",41.9,1,1996,1,"Quercus","41"
"sims1sd41.CarbonSurvival.471","CarbonSurvival",41.9,1,1997,1,"Quercus","41"
"sims1sd41.CarbonSurvival.481","CarbonSurvival",41.9,1,1998,1,"Quercus","41"
"sims1sd41.CarbonSurvival.491","CarbonSurvival",41.9,1,1999,1,"Quercus","41"
"sims1sd41.CarbonSurvival.501","CarbonSurvival",41.9,1,2000,1,"Quercus","41"
"sims1sd41.CarbonSurvival.511","CarbonSurvival",41.9,2,1951,1,"Quercus","41"
"sims1sd41.CarbonSurvival.521","CarbonSurvival",41.9,2,1952,1,"Quercus","41"
"sims1sd41.CarbonSurvival.531","CarbonSurvival",41.9,2,1953,1,"Quercus","41"
"sims1sd41.CarbonSurvival.541","CarbonSurvival",41.9,2,1954,1,"Quercus","41"
"sims1sd41.CarbonSurvival.551","CarbonSurvival",41.9,2,1955,1,"Quercus","41"
"sims1sd41.CarbonSurvival.561","CarbonSurvival",41.9,2,1956,1,"Quercus","41"
"sims1sd41.CarbonSurvival.571","CarbonSurvival",41.9,2,1957,1,"Quercus","41"
"sims1sd41.CarbonSurvival.581","CarbonSurvival",41.9,2,1958,1,"Quercus","41"
"sims1sd41.CarbonSurvival.591","CarbonSurvival",41.9,2,1959,1,"Quercus","41"
"sims1sd41.CarbonSurvival.601","CarbonSurvival",41.9,2,1960,1,"Quercus","41"
"sims1sd41.CarbonSurvival.611","CarbonSurvival",41.9,2,1961,1,"Quercus","41"
"sims1sd41.CarbonSurvival.621","CarbonSurvival",41.9,2,1962,1,"Quercus","41"
"sims1sd41.CarbonSurvival.631","CarbonSurvival",41.9,2,1963,1,"Quercus","41"
"sims1sd41.CarbonSurvival.641","CarbonSurvival",41.9,2,1964,1,"Quercus","41"
"sims1sd41.CarbonSurvival.651","CarbonSurvival",41.9,2,1965,1,"Quercus","41"
"sims1sd41.CarbonSurvival.661","CarbonSurvival",41.9,2,1966,1,"Quercus","41"
"sims1sd41.CarbonSurvival.671","CarbonSurvival",41.9,2,1967,1,"Quercus","41"
"sims1sd41.CarbonSurvival.681","CarbonSurvival",41.9,2,1968,1,"Quercus","41"
"sims1sd41.CarbonSurvival.691","CarbonSurvival",41.9,2,1969,1,"Quercus","41"
"sims1sd41.CarbonSurvival.701","CarbonSurvival",41.9,2,1970,1,"Quercus","41"
"sims1sd41.CarbonSurvival.711","CarbonSurvival",41.9,2,1971,1,"Quercus","41"
"sims1sd41.CarbonSurvival.721","CarbonSurvival",41.9,2,1972,1,"Quercus","41"
"sims1sd41.CarbonSurvival.731","CarbonSurvival",41.9,2,1973,1,"Quercus","41"
"sims1sd41.CarbonSurvival.741","CarbonSurvival",41.9,2,1974,1,"Quercus","41"
"sims1sd41.CarbonSurvival.751","CarbonSurvival",41.9,2,1975,1,"Quercus","41"
"sims1sd41.CarbonSurvival.761","CarbonSurvival",41.9,2,1976,1,"Quercus","41"
"sims1sd41.CarbonSurvival.771","CarbonSurvival",41.9,2,1977,1,"Quercus","41"
