"","metric","lat","lon","year","value","sp","latforsim"
"sims2mean47.FruitMaturationDate.2891","FruitMaturationDate",47.5,6,1989,273,"Quercus","47"
"sims2mean47.FruitMaturationDate.2901","FruitMaturationDate",47.5,6,1990,279,"Quercus","47"
"sims2mean47.FruitMaturationDate.2911","FruitMaturationDate",47.5,6,1991,280,"Quercus","47"
"sims2mean47.FruitMaturationDate.2921","FruitMaturationDate",47.5,6,1992,280,"Quercus","47"
"sims2mean47.FruitMaturationDate.2931","FruitMaturationDate",47.5,6,1993,272,"Quercus","47"
"sims2mean47.FruitMaturationDate.2941","FruitMaturationDate",47.5,6,1994,276,"Quercus","47"
"sims2mean47.FruitMaturationDate.2951","FruitMaturationDate",47.5,6,1995,278,"Quercus","47"
"sims2mean47.FruitMaturationDate.2961","FruitMaturationDate",47.5,6,1996,275,"Quercus","47"
"sims2mean47.FruitMaturationDate.2971","FruitMaturationDate",47.5,6,1997,274,"Quercus","47"
"sims2mean47.FruitMaturationDate.2981","FruitMaturationDate",47.5,6,1998,282,"Quercus","47"
"sims2mean47.FruitMaturationDate.2991","FruitMaturationDate",47.5,6,1999,277,"Quercus","47"
"sims2mean47.FruitMaturationDate.3001","FruitMaturationDate",47.5,6,2000,275,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1100","LeafSenescenceDate",47.5,1,1951,290,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2100","LeafSenescenceDate",47.5,1,1952,284,"Quercus","47"
"sims2mean47.LeafSenescenceDate.310","LeafSenescenceDate",47.5,1,1953,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.410","LeafSenescenceDate",47.5,1,1954,288,"Quercus","47"
"sims2mean47.LeafSenescenceDate.510","LeafSenescenceDate",47.5,1,1955,292,"Quercus","47"
"sims2mean47.LeafSenescenceDate.610","LeafSenescenceDate",47.5,1,1956,297,"Quercus","47"
"sims2mean47.LeafSenescenceDate.710","LeafSenescenceDate",47.5,1,1957,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.810","LeafSenescenceDate",47.5,1,1958,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.910","LeafSenescenceDate",47.5,1,1959,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1010","LeafSenescenceDate",47.5,1,1960,289,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1110","LeafSenescenceDate",47.5,1,1961,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1210","LeafSenescenceDate",47.5,1,1962,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1310","LeafSenescenceDate",47.5,1,1963,292,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1410","LeafSenescenceDate",47.5,1,1964,293,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1510","LeafSenescenceDate",47.5,1,1965,297,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1610","LeafSenescenceDate",47.5,1,1966,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1710","LeafSenescenceDate",47.5,1,1967,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1810","LeafSenescenceDate",47.5,1,1968,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1910","LeafSenescenceDate",47.5,1,1969,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2010","LeafSenescenceDate",47.5,1,1970,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2110","LeafSenescenceDate",47.5,1,1971,293,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2210","LeafSenescenceDate",47.5,1,1972,286,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2310","LeafSenescenceDate",47.5,1,1973,290,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2410","LeafSenescenceDate",47.5,1,1974,281,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2510","LeafSenescenceDate",47.5,1,1975,289,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2610","LeafSenescenceDate",47.5,1,1976,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2710","LeafSenescenceDate",47.5,1,1977,285,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2810","LeafSenescenceDate",47.5,1,1978,292,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2910","LeafSenescenceDate",47.5,1,1979,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.301","LeafSenescenceDate",47.5,1,1980,292,"Quercus","47"
"sims2mean47.LeafSenescenceDate.311","LeafSenescenceDate",47.5,1,1981,293,"Quercus","47"
"sims2mean47.LeafSenescenceDate.321","LeafSenescenceDate",47.5,1,1982,293,"Quercus","47"
"sims2mean47.LeafSenescenceDate.331","LeafSenescenceDate",47.5,1,1983,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.341","LeafSenescenceDate",47.5,1,1984,287,"Quercus","47"
"sims2mean47.LeafSenescenceDate.351","LeafSenescenceDate",47.5,1,1985,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.361","LeafSenescenceDate",47.5,1,1986,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.371","LeafSenescenceDate",47.5,1,1987,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.381","LeafSenescenceDate",47.5,1,1988,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.391","LeafSenescenceDate",47.5,1,1989,290,"Quercus","47"
"sims2mean47.LeafSenescenceDate.401","LeafSenescenceDate",47.5,1,1990,297,"Quercus","47"
"sims2mean47.LeafSenescenceDate.411","LeafSenescenceDate",47.5,1,1991,293,"Quercus","47"
"sims2mean47.LeafSenescenceDate.421","LeafSenescenceDate",47.5,1,1992,291,"Quercus","47"
"sims2mean47.LeafSenescenceDate.431","LeafSenescenceDate",47.5,1,1993,290,"Quercus","47"
"sims2mean47.LeafSenescenceDate.441","LeafSenescenceDate",47.5,1,1994,288,"Quercus","47"
"sims2mean47.LeafSenescenceDate.451","LeafSenescenceDate",47.5,1,1995,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.461","LeafSenescenceDate",47.5,1,1996,284,"Quercus","47"
"sims2mean47.LeafSenescenceDate.471","LeafSenescenceDate",47.5,1,1997,297,"Quercus","47"
"sims2mean47.LeafSenescenceDate.481","LeafSenescenceDate",47.5,1,1998,286,"Quercus","47"
"sims2mean47.LeafSenescenceDate.491","LeafSenescenceDate",47.5,1,1999,291,"Quercus","47"
"sims2mean47.LeafSenescenceDate.501","LeafSenescenceDate",47.5,1,2000,291,"Quercus","47"
"sims2mean47.LeafSenescenceDate.511","LeafSenescenceDate",47.5,2,1951,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.521","LeafSenescenceDate",47.5,2,1952,286,"Quercus","47"
"sims2mean47.LeafSenescenceDate.531","LeafSenescenceDate",47.5,2,1953,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.541","LeafSenescenceDate",47.5,2,1954,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.551","LeafSenescenceDate",47.5,2,1955,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.561","LeafSenescenceDate",47.5,2,1956,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.571","LeafSenescenceDate",47.5,2,1957,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.581","LeafSenescenceDate",47.5,2,1958,297,"Quercus","47"
"sims2mean47.LeafSenescenceDate.591","LeafSenescenceDate",47.5,2,1959,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.601","LeafSenescenceDate",47.5,2,1960,291,"Quercus","47"
"sims2mean47.LeafSenescenceDate.611","LeafSenescenceDate",47.5,2,1961,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.621","LeafSenescenceDate",47.5,2,1962,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.631","LeafSenescenceDate",47.5,2,1963,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.641","LeafSenescenceDate",47.5,2,1964,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.651","LeafSenescenceDate",47.5,2,1965,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.661","LeafSenescenceDate",47.5,2,1966,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.671","LeafSenescenceDate",47.5,2,1967,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.681","LeafSenescenceDate",47.5,2,1968,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.691","LeafSenescenceDate",47.5,2,1969,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.701","LeafSenescenceDate",47.5,2,1970,297,"Quercus","47"
"sims2mean47.LeafSenescenceDate.711","LeafSenescenceDate",47.5,2,1971,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.721","LeafSenescenceDate",47.5,2,1972,291,"Quercus","47"
"sims2mean47.LeafSenescenceDate.731","LeafSenescenceDate",47.5,2,1973,292,"Quercus","47"
"sims2mean47.LeafSenescenceDate.741","LeafSenescenceDate",47.5,2,1974,283,"Quercus","47"
"sims2mean47.LeafSenescenceDate.751","LeafSenescenceDate",47.5,2,1975,292,"Quercus","47"
"sims2mean47.LeafSenescenceDate.761","LeafSenescenceDate",47.5,2,1976,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.771","LeafSenescenceDate",47.5,2,1977,291,"Quercus","47"
"sims2mean47.LeafSenescenceDate.781","LeafSenescenceDate",47.5,2,1978,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.791","LeafSenescenceDate",47.5,2,1979,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.801","LeafSenescenceDate",47.5,2,1980,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.811","LeafSenescenceDate",47.5,2,1981,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.821","LeafSenescenceDate",47.5,2,1982,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.831","LeafSenescenceDate",47.5,2,1983,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.841","LeafSenescenceDate",47.5,2,1984,293,"Quercus","47"
"sims2mean47.LeafSenescenceDate.851","LeafSenescenceDate",47.5,2,1985,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.861","LeafSenescenceDate",47.5,2,1986,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.871","LeafSenescenceDate",47.5,2,1987,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.881","LeafSenescenceDate",47.5,2,1988,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.891","LeafSenescenceDate",47.5,2,1989,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.901","LeafSenescenceDate",47.5,2,1990,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.911","LeafSenescenceDate",47.5,2,1991,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.921","LeafSenescenceDate",47.5,2,1992,293,"Quercus","47"
"sims2mean47.LeafSenescenceDate.931","LeafSenescenceDate",47.5,2,1993,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.941","LeafSenescenceDate",47.5,2,1994,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.951","LeafSenescenceDate",47.5,2,1995,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.961","LeafSenescenceDate",47.5,2,1996,290,"Quercus","47"
"sims2mean47.LeafSenescenceDate.971","LeafSenescenceDate",47.5,2,1997,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.981","LeafSenescenceDate",47.5,2,1998,292,"Quercus","47"
"sims2mean47.LeafSenescenceDate.991","LeafSenescenceDate",47.5,2,1999,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1001","LeafSenescenceDate",47.5,2,2000,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1011","LeafSenescenceDate",47.5,3,1951,297,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1021","LeafSenescenceDate",47.5,3,1952,289,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1031","LeafSenescenceDate",47.5,3,1953,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1041","LeafSenescenceDate",47.5,3,1954,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1051","LeafSenescenceDate",47.5,3,1955,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1061","LeafSenescenceDate",47.5,3,1956,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1071","LeafSenescenceDate",47.5,3,1957,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1081","LeafSenescenceDate",47.5,3,1958,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1091","LeafSenescenceDate",47.5,3,1959,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1101","LeafSenescenceDate",47.5,3,1960,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1111","LeafSenescenceDate",47.5,3,1961,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1121","LeafSenescenceDate",47.5,3,1962,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1131","LeafSenescenceDate",47.5,3,1963,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1141","LeafSenescenceDate",47.5,3,1964,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1151","LeafSenescenceDate",47.5,3,1965,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1161","LeafSenescenceDate",47.5,3,1966,307,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1171","LeafSenescenceDate",47.5,3,1967,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1181","LeafSenescenceDate",47.5,3,1968,311,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1191","LeafSenescenceDate",47.5,3,1969,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1201","LeafSenescenceDate",47.5,3,1970,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1211","LeafSenescenceDate",47.5,3,1971,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1221","LeafSenescenceDate",47.5,3,1972,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1231","LeafSenescenceDate",47.5,3,1973,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1241","LeafSenescenceDate",47.5,3,1974,285,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1251","LeafSenescenceDate",47.5,3,1975,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1261","LeafSenescenceDate",47.5,3,1976,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1271","LeafSenescenceDate",47.5,3,1977,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1281","LeafSenescenceDate",47.5,3,1978,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1291","LeafSenescenceDate",47.5,3,1979,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1301","LeafSenescenceDate",47.5,3,1980,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1311","LeafSenescenceDate",47.5,3,1981,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1321","LeafSenescenceDate",47.5,3,1982,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1331","LeafSenescenceDate",47.5,3,1983,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1341","LeafSenescenceDate",47.5,3,1984,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1351","LeafSenescenceDate",47.5,3,1985,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1361","LeafSenescenceDate",47.5,3,1986,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1371","LeafSenescenceDate",47.5,3,1987,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1381","LeafSenescenceDate",47.5,3,1988,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1391","LeafSenescenceDate",47.5,3,1989,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1401","LeafSenescenceDate",47.5,3,1990,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1411","LeafSenescenceDate",47.5,3,1991,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1421","LeafSenescenceDate",47.5,3,1992,295,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1431","LeafSenescenceDate",47.5,3,1993,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1441","LeafSenescenceDate",47.5,3,1994,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1451","LeafSenescenceDate",47.5,3,1995,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1461","LeafSenescenceDate",47.5,3,1996,294,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1471","LeafSenescenceDate",47.5,3,1997,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1481","LeafSenescenceDate",47.5,3,1998,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1491","LeafSenescenceDate",47.5,3,1999,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1501","LeafSenescenceDate",47.5,3,2000,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1511","LeafSenescenceDate",47.5,4,1951,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1521","LeafSenescenceDate",47.5,4,1952,296,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1531","LeafSenescenceDate",47.5,4,1953,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1541","LeafSenescenceDate",47.5,4,1954,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1551","LeafSenescenceDate",47.5,4,1955,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1561","LeafSenescenceDate",47.5,4,1956,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1571","LeafSenescenceDate",47.5,4,1957,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1581","LeafSenescenceDate",47.5,4,1958,307,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1591","LeafSenescenceDate",47.5,4,1959,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1601","LeafSenescenceDate",47.5,4,1960,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1611","LeafSenescenceDate",47.5,4,1961,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1621","LeafSenescenceDate",47.5,4,1962,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1631","LeafSenescenceDate",47.5,4,1963,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1641","LeafSenescenceDate",47.5,4,1964,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1651","LeafSenescenceDate",47.5,4,1965,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1661","LeafSenescenceDate",47.5,4,1966,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1671","LeafSenescenceDate",47.5,4,1967,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1681","LeafSenescenceDate",47.5,4,1968,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1691","LeafSenescenceDate",47.5,4,1969,313,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1701","LeafSenescenceDate",47.5,4,1970,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1711","LeafSenescenceDate",47.5,4,1971,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1721","LeafSenescenceDate",47.5,4,1972,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1731","LeafSenescenceDate",47.5,4,1973,300,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1741","LeafSenescenceDate",47.5,4,1974,288,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1751","LeafSenescenceDate",47.5,4,1975,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1761","LeafSenescenceDate",47.5,4,1976,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1771","LeafSenescenceDate",47.5,4,1977,311,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1781","LeafSenescenceDate",47.5,4,1978,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1791","LeafSenescenceDate",47.5,4,1979,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1801","LeafSenescenceDate",47.5,4,1980,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1811","LeafSenescenceDate",47.5,4,1981,301,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1821","LeafSenescenceDate",47.5,4,1982,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1831","LeafSenescenceDate",47.5,4,1983,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1841","LeafSenescenceDate",47.5,4,1984,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1851","LeafSenescenceDate",47.5,4,1985,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1861","LeafSenescenceDate",47.5,4,1986,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1871","LeafSenescenceDate",47.5,4,1987,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1881","LeafSenescenceDate",47.5,4,1988,309,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1891","LeafSenescenceDate",47.5,4,1989,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1901","LeafSenescenceDate",47.5,4,1990,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1911","LeafSenescenceDate",47.5,4,1991,302,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1921","LeafSenescenceDate",47.5,4,1992,298,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1931","LeafSenescenceDate",47.5,4,1993,299,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1941","LeafSenescenceDate",47.5,4,1994,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1951","LeafSenescenceDate",47.5,4,1995,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1961","LeafSenescenceDate",47.5,4,1996,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1971","LeafSenescenceDate",47.5,4,1997,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1981","LeafSenescenceDate",47.5,4,1998,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.1991","LeafSenescenceDate",47.5,4,1999,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2001","LeafSenescenceDate",47.5,4,2000,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2011","LeafSenescenceDate",47.5,5,1951,313,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2021","LeafSenescenceDate",47.5,5,1952,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2031","LeafSenescenceDate",47.5,5,1953,316,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2041","LeafSenescenceDate",47.5,5,1954,316,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2051","LeafSenescenceDate",47.5,5,1955,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2061","LeafSenescenceDate",47.5,5,1956,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2071","LeafSenescenceDate",47.5,5,1957,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2081","LeafSenescenceDate",47.5,5,1958,313,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2091","LeafSenescenceDate",47.5,5,1959,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2101","LeafSenescenceDate",47.5,5,1960,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2111","LeafSenescenceDate",47.5,5,1961,316,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2121","LeafSenescenceDate",47.5,5,1962,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2131","LeafSenescenceDate",47.5,5,1963,320,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2141","LeafSenescenceDate",47.5,5,1964,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2151","LeafSenescenceDate",47.5,5,1965,318,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2161","LeafSenescenceDate",47.5,5,1966,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2171","LeafSenescenceDate",47.5,5,1967,320,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2181","LeafSenescenceDate",47.5,5,1968,320,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2191","LeafSenescenceDate",47.5,5,1969,321,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2201","LeafSenescenceDate",47.5,5,1970,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2211","LeafSenescenceDate",47.5,5,1971,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2221","LeafSenescenceDate",47.5,5,1972,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2231","LeafSenescenceDate",47.5,5,1973,305,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2241","LeafSenescenceDate",47.5,5,1974,291,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2251","LeafSenescenceDate",47.5,5,1975,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2261","LeafSenescenceDate",47.5,5,1976,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2271","LeafSenescenceDate",47.5,5,1977,319,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2281","LeafSenescenceDate",47.5,5,1978,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2291","LeafSenescenceDate",47.5,5,1979,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2301","LeafSenescenceDate",47.5,5,1980,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2311","LeafSenescenceDate",47.5,5,1981,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2321","LeafSenescenceDate",47.5,5,1982,318,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2331","LeafSenescenceDate",47.5,5,1983,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2341","LeafSenescenceDate",47.5,5,1984,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2351","LeafSenescenceDate",47.5,5,1985,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2361","LeafSenescenceDate",47.5,5,1986,313,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2371","LeafSenescenceDate",47.5,5,1987,318,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2381","LeafSenescenceDate",47.5,5,1988,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2391","LeafSenescenceDate",47.5,5,1989,317,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2401","LeafSenescenceDate",47.5,5,1990,313,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2411","LeafSenescenceDate",47.5,5,1991,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2421","LeafSenescenceDate",47.5,5,1992,304,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2431","LeafSenescenceDate",47.5,5,1993,303,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2441","LeafSenescenceDate",47.5,5,1994,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2451","LeafSenescenceDate",47.5,5,1995,313,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2461","LeafSenescenceDate",47.5,5,1996,310,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2471","LeafSenescenceDate",47.5,5,1997,306,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2481","LeafSenescenceDate",47.5,5,1998,308,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2491","LeafSenescenceDate",47.5,5,1999,314,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2501","LeafSenescenceDate",47.5,5,2000,315,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2511","LeafSenescenceDate",47.5,6,1951,323,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2521","LeafSenescenceDate",47.5,6,1952,312,"Quercus","47"
"sims2mean47.LeafSenescenceDate.2531","LeafSenescenceDate",47.5,6,1953,321,"Quercus","47"
