Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	117.316	115.469	114.198	112.644	110.828
1952	110.659	107.474	105.039	103.189	101.859
1953	112.285	109.742	107.307	101.608	98.066
1954	119.146	118.159	117.311	116.246	115.833
1955	118.912	118.187	117.183	115.876	112.728
1956	121.472	120.797	118.884	117.33	114.556
1957	112.017	108.161	100.536	94.458	90.307
1958	122.402	122.767	122.909	122.564	122.182
1959	109.553	104.217	101.277	95.584	93.346
1960	112.058	107.927	101.251	98.453	96.527
1961	106.529	100.375	96.841	94.756	91.367
1962	122.132	122.368	121.248	117.791	116.296
1963	118.42	117.434	116.142	114.619	113.004
1964	117.33	114.962	112.491	110.231	108.136
1965	119.506	118.085	114.819	110.808	105.283
1966	115.782	113.592	112.26	109.705	108.264
1967	118.751	117.997	115.545	113.802	109.896
1968	116.107	113.203	111.573	110.632	109.63
1969	118.04	116.849	115.336	114.537	113.698
1970	124.766	126.484	127.709	128.517	128.671
1971	117.387	114.395	112.11	110.909	109.69
1972	117.652	114.399	111.15	105.206	98.223
1973	123.018	123.708	123.991	123.992	123.799
1974	113.301	108.695	102.309	98.949	95.394
1975	120.648	120.02	118.703	118.024	116.752
1976	119.564	117.501	113.017	111.602	110.222
1977	118.76	116.79	114.868	112.486	110.13
1978	120.339	119.724	119.314	117.602	116.74
1979	123.295	126.032	128.31	129.314	130.142
1980	121.862	122.28	121.852	121.508	121.037
1981	108.392	102.726	99.423	95.654	91.092
1982	122.409	123.443	124.646	126.648	128.226
1983	119.643	119.064	117.794	116.275	113.879
1984	122.92	123.226	123.188	122.052	119.799
1985	120.853	120.819	120.173	119.101	115.105
1986	124.583	126.072	127.925	129.445	130.197
1987	119.639	118.865	117.967	117.143	116.152
1988	119.64	118.29	115.75	113.366	111.817
1989	114.676	110.421	105.14	99.046	91.968
1990	116.196	113.815	110.743	102.244	99.714
1991	114.466	106.735	102.642	99.035	92.062
1992	118.74	117.409	116.5	115.672	115.102
1993	117.343	116.18	114.716	113.413	112.221
1994	117.117	114.946	112.343	108.565	94.892
1995	120.742	121.029	120.844	120.664	120.412
1996	120.058	118.819	117.511	115.663	112.886
1997	115.743	113.541	108.549	103.093	98.507
1998	119.212	118.289	115.744	114.163	112.544
1999	118.061	116.844	115.295	112.647	110.516
2000	118.368	117.374	116.33	115.229	113.494
