Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.997	0.996	0.994	0.99	0.979
1952	0.997	0.996	0.995	0.99	0.98
1953	0.997	0.896	0.995	0.992	0.985
1954	0.997	0.996	0.894	0.987	0.97
1955	0.997	0.997	0.997	0.996	0.994
1956	0.996	0.99	0.972	0.902	0
1957	0.997	0.997	0.995	0.984	0.936
1958	0.997	0.997	0.897	0.995	0.993
1959	0.997	0.997	0.997	0.997	0.995
1960	0.997	0.998	0.997	0.995	0.993
1961	0.998	0.998	0.997	0.997	0.996
1962	0.998	0.997	0.996	0.995	0
1963	0.996	0.994	0.99	0.981	0.963
1964	0.998	0.997	0.996	0.994	0.892
1965	0.997	0.996	0.994	0.989	0.974
1966	0.997	0.996	0.993	0.985	0.96
1967	0.997	0.996	0.994	0.99	0.979
1968	0.997	0.895	0.984	0.936	0.555
1969	0.997	0.996	0.993	0.986	0.967
1970	0.996	0.896	0.992	0.985	0.964
1971	0.997	0.996	0.993	0.986	0.968
1972	0.997	0.998	0.997	0.996	0.994
1973	0.897	0.996	0.996	0.994	0.991
1974	0.898	0.997	0.896	0.993	0.987
1975	0.998	0.997	0.996	0.896	0.993
1976	0.997	0.996	0.995	0.992	0.987
1977	0.997	0.997	0.996	0.994	0.89
1978	0.998	0.997	0.995	0.993	0.988
1979	0.997	0.995	0.991	0.884	0.957
1980	0.997	0.997	0.997	0.996	0.994
1981	0.997	0.996	0.994	0.99	0.976
1982	0.997	0.897	0.996	0.895	0.993
1983	0.997	0.997	0.996	0.996	0.994
1984	0.997	0.997	0.996	0.995	0.992
1985	0.896	0.991	0.879	0.918	0
1986	0.996	0.993	0.987	0.969	0.914
1987	0.996	0.993	0.986	0.964	0.889
1988	0.997	0.997	0.996	0.995	0.992
1989	0.997	0.997	0.997	0.996	0.993
1990	0.997	0.997	0.997	0.996	0.994
1991	0.997	0.996	0.993	0.987	0
1992	0.997	0.997	0.996	0.995	0.994
1993	0.997	0.997	0.996	0.995	0.992
1994	0.898	0.997	0.996	0.994	0.99
1995	0.997	0.998	0.997	0.995	0.991
1996	0.997	0.997	0.996	0.995	0.992
1997	0.997	0.996	0.994	0.991	0.983
1998	0.997	0.997	0.996	0.995	0.991
1999	0.997	0.997	0.994	0.892	0.982
2000	0.997	0.997	0.996	0.994	0.992
