Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	52	52	53	53	54
1952	52	53	53	54	55
1953	51	51	51	51	52
1954	53	53	54	55	57
1955	52	53	53	54	55
1956	52	53	54	56	58
1957	52	53	53	54	55
1958	52	52	53	53	54
1959	52	53	53	54	55
1960	53	54	55	56	57
1961	52	52	52	53	53
1962	53	55	56	57	59
1963	52	53	54	55	56
1964	52	52	53	54	54
1965	52	53	53	54	55
1966	52	52	53	54	55
1967	53	54	54	56	57
1968	52	53	53	54	55
1969	52	53	53	54	55
1970	52	53	54	55	56
1971	52	53	54	54	55
1972	52	52	52	53	53
1973	51	51	51	51	51
1974	52	53	53	54	55
1975	51	51	51	52	52
1976	52	52	52	53	53
1977	52	52	52	53	53
1978	52	52	53	53	54
1979	52	52	53	53	54
1980	52	53	53	54	55
1981	52	52	52	53	53
1982	52	52	52	53	54
1983	52	53	53	54	55
1984	52	52	53	53	54
1985	52	53	54	55	56
1986	52	53	54	56	57
1987	52	53	53	54	56
1988	53	54	54	55	57
1989	52	52	53	53	54
1990	52	53	54	54	56
1991	52	52	53	53	54
1992	52	52	53	53	54
1993	52	52	52	52	53
1994	51	51	51	52	52
1995	52	53	53	54	55
1996	52	52	52	53	54
1997	51	51	51	52	52
1998	52	53	53	54	55
1999	52	52	52	52	53
2000	52	53	53	54	55
