Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	185	185	188	189	192
1952	186	187	187	185	366
1953	178	175	173	171	167
1954	185	185	188	197	200
1955	191	193	195	196	197
1956	188	189	193	199	201
1957	185	191	365	365	365
1958	187	188	189	189	190
1959	179	176	178	191	365
1960	183	183	187	189	195
1961	183	192	365	365	365
1962	191	195	199	202	204
1963	183	182	181	181	183
1964	184	183	181	179	178
1965	188	190	192	194	195
1966	179	176	173	177	178
1967	184	184	190	195	199
1968	183	181	180	178	176
1969	186	187	188	188	189
1970	186	186	186	186	187
1971	185	186	187	201	365
1972	188	189	191	199	207
1973	185	186	187	187	187
1974	187	190	194	221	365
1975	189	195	198	365	365
1976	186	185	187	188	187
1977	186	186	188	199	201
1978	186	187	192	197	200
1979	186	186	186	185	185
1980	190	193	197	200	203
1981	184	183	183	191	365
1982	185	185	186	187	187
1983	186	188	192	193	193
1984	191	193	195	198	201
1985	187	189	190	193	195
1986	184	185	184	184	184
1987	193	196	200	203	210
1988	185	186	187	187	190
1989	184	185	191	365	365
1990	183	197	365	365	365
1991	190	193	195	199	205
1992	181	179	178	181	181
1993	182	180	177	173	178
1994	184	184	184	184	184
1995	191	194	197	200	201
1996	190	193	196	199	215
1997	185	186	186	193	195
1998	182	185	189	197	200
1999	184	185	185	185	187
2000	181	178	177	177	181
