Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	113.401	114.816	118.186	120.421	127.025
1952	116.333	121.266	122.571	120.328	366
1953	105.157	102.536	99.649	95.941	93.386
1954	118.928	121.946	127.97	140.059	145.182
1955	120.088	121.427	121.874	122.058	121.978
1956	120.199	122.626	128.028	142.318	145.328
1957	116.095	134.469	365	365	365
1958	122.132	125.782	128.425	129.694	130.611
1959	106.308	105.167	114.032	137.879	365
1960	112.285	115.261	127.698	131.59	138.171
1961	112.151	126.102	365	365	365
1962	115.468	118.685	121.411	123.701	123.929
1963	111.978	111.825	112.536	113.943	120.226
1964	117.701	119.068	119.66	118.979	118.3
1965	117.76	119.857	120.961	121.303	121.19
1966	111.429	111.742	110.452	121.833	123.487
1967	108.614	108.258	128.485	134.402	141.795
1968	112.051	111.907	111.506	111.137	110.462
1969	119.287	121.657	123.156	124.081	125.978
1970	119.579	122.372	124.924	126.635	127.613
1971	118.396	122.108	126.474	140.044	340.336
1972	112.415	115.618	118.325	129.894	150.253
1973	117.338	120.46	124.362	125.71	126.965
1974	111.459	114.597	119.268	158.039	342.893
1975	121.573	133.779	137.706	350.907	351.809
1976	116.477	120.233	127.785	129.026	129.832
1977	113.785	115.744	118.145	137.277	140.106
1978	114.853	114.814	123.238	127.942	131.088
1979	118.004	120.675	124.113	128.805	132.732
1980	117.313	120.008	122.132	125.645	128.993
1981	109.513	107.861	105.089	102.193	100.594
1982	113.696	115.389	117.661	124.554	131.534
1983	115.405	117.357	129.189	133.128	134.229
1984	118.191	120.551	122.417	124.161	125.277
1985	115.151	116.691	121.797	127.539	131.573
1986	118.663	121.222	122.345	123.328	124.38
1987	120.136	121.821	123.799	125.401	132.234
1988	120.486	123.523	126.255	129.294	133.493
1989	110.48	115.742	135.983	365	365
1990	112.587	131.989	365	365	365
1991	109.827	107.217	104.903	104.99	139.371
1992	112.099	113.353	115.526	130.105	135.581
1993	115.088	115.845	115.905	115.686	118.194
1994	112.099	113.439	113.65	113.67	114.669
1995	121.06	125.685	132.647	142.77	144.222
1996	114.775	115.313	115.392	115.451	116.131
1997	111.442	113.076	114.133	125.435	133.939
1998	112.208	119.732	124.088	131.672	133.198
1999	110.099	110.785	111.594	111.683	115.742
2000	113.42	114.807	117.875	119.892	122.188
