Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.998	0.997	0.996	0.99	0.957
1952	0.998	0.998	0.998	0.997	0
1953	0.998	0.998	0.997	0.996	0.992
1954	0.998	0.997	0.997	0.998	0.998
1955	0.998	0.998	0.998	0.997	0.998
1956	0.997	0.997	0.997	0.997	0.994
1957	0.998	0.998	0	0	0
1958	0.998	0.998	0.998	0.997	0.996
1959	0.806	0.806	0.806	0.806	0
1960	0.997	0.997	0.998	0.998	0.997
1961	0.998	0.998	0	0	0
1962	0.998	0.997	0.997	0.997	0.995
1963	0.998	0.998	0.997	0.997	0.997
1964	0.998	0.998	0.998	0.998	0.998
1965	0.998	0.998	0.997	0.997	0.997
1966	0.997	0.997	0.997	0.996	0.992
1967	0.998	0.997	0.997	0.992	0.959
1968	0.997	0.997	0.998	0.997	0.996
1969	0.997	0.998	0.998	0.997	0.997
1970	0.998	0.998	0.998	0.997	0.997
1971	0.997	0.998	0.997	0.993	0
1972	0.998	0.997	0.998	0.996	0.992
1973	0.998	0.998	0.997	0.996	0.989
1974	0.997	0.997	0.997	0.996	0
1975	0.998	0.998	0.998	0	0
1976	0.998	0.997	0.997	0.995	0.984
1977	0.998	0.997	0.997	0.998	0.997
1978	0.997	0.997	0.997	0.995	0.987
1979	0.998	0.997	0.997	0.996	0.993
1980	0.997	0.997	0.997	0.995	0.987
1981	0.998	0.996	0.993	0.981	0
1982	0.998	0.997	0.997	0.996	0.994
1983	0.997	0.998	0.998	0.998	0.998
1984	0.998	0.998	0.997	0.995	0.985
1985	0.997	0.998	0.997	0.997	0.997
1986	0.997	0.998	0.997	0.996	0.991
1987	0.998	0.997	0.998	0.998	0.997
1988	0.997	0.998	0.998	0.997	0.997
1989	0.998	0.998	0.997	0	0
1990	0.997	0.998	0	0	0
1991	0.997	0.996	0.991	0.971	0.996
1992	0.998	0.997	0.997	0.995	0.988
1993	0.998	0.998	0.997	0.993	0.978
1994	0.998	0.997	0.996	0.986	0.926
1995	0.998	0.998	0.997	0.994	0.979
1996	0.997	0.997	0.997	0.994	0.982
1997	0.997	0.997	0.995	0.997	0.997
1998	0.997	0.997	0.992	0.948	0.618
1999	0.997	0.998	0.997	0.997	0.996
2000	0.998	0.997	0.997	0.997	0.995
