Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	120.024	365	365	365	365	365
1952	115.874	366	366	366	366	366
1953	107.054	109.22	365	365	365	365
1954	147.721	365	365	365	365	365
1955	123.595	365	365	365	365	365
1956	127.015	366	366	366	366	366
1957	365	365	365	365	365	365
1958	127.196	133.448	365	365	365	365
1959	365	365	365	365	365	365
1960	366	366	366	366	366	366
1961	365	365	365	365	365	365
1962	127.763	138.111	365	365	365	365
1963	111.466	108.979	107.739	120.235	365	365
1964	122.774	133.128	366	366	366	366
1965	119.009	123.798	365	365	365	365
1966	365	365	365	365	365	365
1967	131.714	365	365	365	365	365
1968	115.221	117.796	366	366	366	366
1969	131.104	365	365	365	365	365
1970	128.966	127.056	133.416	365	365	365
1971	119.756	365	365	365	365	365
1972	123.187	366	366	366	366	366
1973	124.227	124.695	137.803	365	365	365
1974	153.896	365	365	365	365	365
1975	139.098	365	365	365	365	365
1976	123.439	127.691	366	366	366	366
1977	144.711	365	365	365	365	365
1978	131.834	146.309	365	365	365	365
1979	134.886	140.78	365	365	365	365
1980	132.322	366	366	366	366	366
1981	100.768	99.247	107.618	365	365	365
1982	132.567	365	365	365	365	365
1983	135.791	365	365	365	365	365
1984	123.144	122.199	135.934	366	366	366
1985	136.803	365	365	365	365	365
1986	125.556	123.471	123.388	365	365	365
1987	121.325	120.817	128.122	365	365	365
1988	137.495	366	366	366	366	366
1989	138.666	365	365	365	365	365
1990	365	365	365	365	365	365
1991	128.549	153.172	365	365	365	365
1992	115.929	134.4	366	366	366	366
1993	365	365	365	365	365	365
1994	138.696	365	365	365	365	365
1995	365	365	365	365	365	365
1996	120.919	121.389	366	366	366	366
1997	135.503	365	365	365	365	365
1998	140.665	365	365	365	365	365
1999	118.235	140.266	365	365	365	365
2000	116.944	131.503	366	366	366	366
