Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	185	365	365	365	365	365
1952	177	366	366	366	366	366
1953	174	170	365	365	365	365
1954	206	365	365	365	365	365
1955	188	365	365	365	365	365
1956	191	366	366	366	366	366
1957	365	365	365	365	365	365
1958	189	190	365	365	365	365
1959	365	365	365	365	365	365
1960	366	366	366	366	366	366
1961	365	365	365	365	365	365
1962	197	197	365	365	365	365
1963	183	176	171	175	365	365
1964	180	183	366	366	366	366
1965	187	183	365	365	365	365
1966	365	365	365	365	365	365
1967	192	365	365	365	365	365
1968	188	184	366	366	366	366
1969	196	365	365	365	365	365
1970	188	182	183	365	365	365
1971	186	365	365	365	365	365
1972	198	366	366	366	366	366
1973	185	181	184	365	365	365
1974	211	365	365	365	365	365
1975	199	365	365	365	365	365
1976	180	179	366	366	366	366
1977	203	365	365	365	365	365
1978	200	204	365	365	365	365
1979	193	194	365	365	365	365
1980	205	366	366	366	366	366
1981	186	176	177	365	365	365
1982	187	365	365	365	365	365
1983	195	365	365	365	365	365
1984	197	192	193	366	366	366
1985	197	365	365	365	365	365
1986	185	181	178	365	365	365
1987	195	189	188	365	365	365
1988	200	366	366	366	366	366
1989	193	365	365	365	365	365
1990	365	365	365	365	365	365
1991	196	204	365	365	365	365
1992	181	186	366	366	366	366
1993	365	365	365	365	365	365
1994	194	365	365	365	365	365
1995	365	365	365	365	365	365
1996	191	185	366	366	366	366
1997	196	365	365	365	365	365
1998	201	365	365	365	365	365
1999	183	193	365	365	365	365
2000	179	186	366	366	366	366
