Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	51	53	57	61	67	80
1952	50	53	56	61	69	80
1953	49	50	52	55	60	68
1954	56	59	64	70	79	92
1955	52	56	61	67	75	90
1956	57	59	62	67	72	78
1957	50	52	57	62	74	97
1958	53	56	61	67	73	81
1959	48	51	55	62	73	90
1960	50	54	61	68	79	103
1961	49	53	59	67	81	117
1962	52	56	61	66	73	81
1963	53	53	55	57	60	64
1964	53	57	62	67	75	86
1965	45	47	49	53	57	64
1966	54	59	65	72	82	95
1967	52	55	60	66	75	85
1968	55	58	61	65	70	76
1969	56	58	62	66	74	85
1970	54	57	60	65	70	76
1971	52	55	58	63	69	76
1972	49	52	56	62	68	83
1973	47	49	52	56	62	69
1974	47	50	54	59	66	76
1975	45	48	52	57	66	77
1976	46	47	49	53	60	68
1977	48	51	55	60	71	86
1978	55	59	64	69	77	86
1979	53	55	58	62	67	76
1980	50	53	58	63	70	80
1981	47	48	50	53	57	62
1982	48	50	54	59	66	75
1983	50	53	57	63	71	84
1984	47	49	52	57	62	69
1985	59	62	66	71	78	87
1986	51	52	55	58	62	68
1987	56	58	61	65	70	75
1988	51	54	59	65	73	86
1989	52	55	60	67	76	95
1990	56	61	67	78	93	108
1991	55	57	61	67	77	90
1992	45	47	50	53	59	68
1993	46	49	53	58	65	75
1994	47	49	51	56	63	75
1995	55	60	66	75	85	102
1996	54	57	61	66	72	79
1997	50	53	57	64	73	85
1998	48	50	55	61	70	80
1999	49	50	53	57	63	75
2000	49	51	55	60	66	76
