Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	1	1	1	0.9	1	1
1952	1	1	1	0.9	1	1
1953	1	1	1	1	1	1
1954	0.9	1	1	0.9	1	1
1955	1	1	1	1	0.9	1
1956	1	1	1	0.9	1	1
1957	1	1	1	1	1	1
1958	0.9	1	1	1	1	1
1959	1	1	1	1	1	1
1960	1	1	1	1	1	1
1961	0.9	1	1	1	1	1
1962	1	1	1	1	1	1
1963	1	1	1	1	1	1
1964	1	1	1	1	1	0.9
1965	1	1	1	1	1	1
1966	1	1	1	1	1	1
1967	1	0.9	1	1	1	1
1968	0.9	1	1	1	1	1
1969	1	1	1	1	1	1
1970	1	1	1	1	1	1
1971	1	1	1	1	1	1
1972	1	1	1	0.9	1	1
1973	1	1	1	1	1	1
1974	0.9	1	1	1	1	1
1975	1	1	1	1	1	1
1976	1	0.9	1	1	1	1
1977	1	0.9	1	1	1	1
1978	1	1	1	1	1	1
1979	1	1	1	1	1	1
1980	1	1	1	1	0.9	1
1981	1	1	1	1	1	1
1982	1	1	1	1	1	1
1983	1	1	1	1	0.9	1
1984	1	1	1	0.9	1	1
1985	0.9	1	1	0.9	1	1
1986	0.9	1	1	1	0.9	1
1987	1	1	1	1	1	1
1988	1	1	1	1	1	1
1989	1	1	1	1	1	1
1990	1	0.9	1	0.9	0.9	1
1991	1	1	0.9	1	1	1
1992	1	0.9	1	1	0.9	1
1993	1	0.9	1	1	1	1
1994	1	1	1	1	1	1
1995	1	1	1	1	1	1
1996	1	1	1	1	1	1
1997	1	1	1	1	1	1
1998	1	1	0.9	0.9	1	1
1999	1	0.9	1	1	1	1
2000	1	1	1	1	1	1
