Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.999	0.999	0.999	0.999	0
1952	0.999	0.999	0.999	0.999	0.999
1953	0.999	0.999	0.999	0.999	0.999
1954	0.999	0.999	0	0	0
1955	0	0	0	0	0
1956	0.999	0.999	0.999	0	0
1957	0.999	0.999	0.999	0.999	0
1958	0.999	0.999	0.999	0.999	0.999
1959	0	0	0	0	0
1960	0.999	0.999	0.999	0.999	0.999
1961	0.999	0.999	0.999	0.998	0.999
1962	0.999	0.999	0	0	0.007
1963	0.999	0.999	0.999	0.999	0.999
1964	0.999	0.999	0.999	0.999	0.999
1965	0.999	0.999	0.999	0.999	0.999
1966	0.999	0.999	0.999	0.999	0.998
1967	0.999	0.999	0.999	0.999	0.999
1968	0.999	0.999	0.999	0.999	0.999
1969	0.999	0.999	0.999	0.999	0.999
1970	0.999	0.132	0	0	0
1971	0.999	0.999	0.999	0.998	0.999
1972	0.999	0	0	0	0
1973	0	0	0	0	0
1974	0	0.999	0	0.999	0
1975	0	0	0	0	0
1976	0	0	0	0	0
1977	0.999	0.999	0.999	0.999	0.999
1978	0.999	0.999	0.999	0.999	0
1979	0.999	0.999	0.999	0	0
1980	0	0	0	0	0
1981	0.999	0.999	0.999	0.999	0
1982	0.999	0.999	0.998	0.999	0.999
1983	0	0	0	0	0
1984	0.999	0.999	0.999	0	0
1985	0.999	0.999	0.999	0.999	0.999
1986	0.999	0.999	0.998	0	0
1987	0	0	0	0	0
1988	0.999	0.999	0.999	0.999	0.999
1989	0.999	0.999	0.999	0.999	0.999
1990	0.999	0.999	0.999	0.999	0.999
1991	0.998	0.999	0.999	0.998	0
1992	0.999	0.999	0.999	0.999	0.999
1993	0.999	0.999	0.999	0.999	0.999
1994	0.999	0.999	0.999	0.999	0.999
1995	0.999	0.999	0.999	0.999	0.998
1996	0	0	0	0	0
1997	0.999	0	0.999	0.999	0
1998	0.999	0.999	0.999	0.999	0.999
1999	0.999	0.999	0.998	0.999	0.999
2000	0.999	0.999	0.999	0.999	0.999
