Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.997	0.896	0.994	0.99	0
1952	0.997	0.997	0.996	0.995	0.993
1953	0.996	0.994	0.989	0.974	0.924
1954	0.996	0.895	0	0	0
1955	0	0	0	0	0
1956	0.994	0.985	0.951	0	0
1957	0.997	0.997	0.996	0.993	0
1958	0.996	0.995	0.991	0.98	0.947
1959	0	0	0	0	0
1960	0.897	0.996	0.995	0.994	0.991
1961	0.997	0.996	0.895	0.989	0.974
1962	0.997	0.996	0	0	0
1963	0.994	0.99	0.881	0.949	0.863
1964	0.996	0.995	0.994	0.99	0.983
1965	0.897	0.996	0.995	0.894	0.99
1966	0.896	0.994	0.89	0.972	0.913
1967	0.997	0.997	0.997	0.996	0.993
1968	0.897	0.994	0.987	0.963	0.875
1969	0.996	0.995	0.993	0.989	0.982
1970	0.995	0	0	0	0
1971	0.996	0.994	0.989	0.973	0.922
1972	0.997	0	0	0	0
1973	0	0	0	0	0
1974	0	0.997	0	0.993	0
1975	0	0	0	0	0
1976	0	0	0	0	0
1977	0.997	0.896	0.994	0.99	0.979
1978	0.996	0.994	0.987	0.962	0
1979	0.995	0.99	0.97	0	0
1980	0	0	0	0	0
1981	0.996	0.995	0.993	0.986	0
1982	0.995	0.993	0.985	0.967	0.907
1983	0	0	0	0	0
1984	0.997	0.996	0.995	0	0
1985	0.995	0.99	0.979	0.944	0.827
1986	0.994	0.986	0.948	0	0
1987	0	0	0	0	0
1988	0.997	0.997	0.996	0.995	0.993
1989	0.997	0.997	0.997	0.996	0.994
1990	0.997	0.997	0.996	0.995	0.993
1991	0.996	0.996	0.994	0.989	0
1992	0.997	0.997	0.996	0.995	0.993
1993	0.997	0.996	0.995	0.893	0.988
1994	0.997	0.896	0.994	0.989	0.977
1995	0.997	0.897	0.996	0.994	0.991
1996	0	0	0	0	0
1997	0.996	0	0.982	0.941	0
1998	0.997	0.996	0.995	0.992	0.986
1999	0.997	0.996	0.895	0.894	0.99
2000	0.997	0.997	0.996	0.996	0.995
