Location id	1	2	3	4	5	6
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	60	62	64	66	69	72
1952	58	60	62	65	68	71
1953	58	59	62	64	67	69
1954	59	61	64	66	69	72
1955	60	63	65	68	71	74
1956	58	60	62	64	67	70
1957	58	60	62	65	68	71
1958	59	61	63	65	68	71
1959	61	63	66	69	72	76
1960	58	61	63	66	68	72
1961	57	59	61	64	66	70
1962	60	63	65	68	71	74
1963	59	61	63	65	68	71
1964	58	60	62	65	68	70
1965	59	61	63	65	68	71
1966	58	60	63	65	68	71
1967	59	62	64	67	70	73
1968	60	62	64	67	70	73
1969	60	62	65	68	71	74
1970	58	59	62	64	66	69
1971	60	62	64	67	69	72
1972	58	60	62	65	67	70
1973	56	58	60	63	65	68
1974	58	60	63	65	68	71
1975	56	58	60	63	65	68
1976	57	59	61	64	66	69
1977	57	59	61	64	67	70
1978	58	60	63	65	68	71
1979	59	61	63	66	69	72
1980	58	59	62	64	67	70
1981	58	59	61	64	66	69
1982	60	62	65	67	70	74
1983	58	60	62	65	67	71
1984	60	62	64	67	70	73
1985	58	60	62	64	67	70
1986	60	62	64	66	69	72
1987	60	62	64	66	69	72
1988	62	64	66	69	72	76
1989	59	61	64	66	69	73
1990	60	62	65	68	71	75
1991	58	60	62	65	68	71
1992	58	60	62	64	67	70
1993	58	60	62	64	67	70
1994	57	59	61	63	66	69
1995	59	61	64	66	69	73
1996	58	60	63	65	68	71
1997	57	59	61	64	66	70
1998	60	62	65	68	71	74
1999	57	59	61	63	66	69
2000	58	60	63	65	68	71
