Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	241	242	243	243	243
1952	230	226	225	224	223
1953	240	238	236	233	231
1954	241	243	244	245	247
1955	244	249	253	256	259
1956	244	246	247	249	248
1957	245	246	245	243	241
1958	241	241	241	243	244
1959	233	230	224	214	207
1960	242	240	237	234	233
1961	231	227	220	216	218
1962	241	244	249	254	261
1963	240	239	239	238	238
1964	235	233	233	233	233
1965	243	245	246	245	245
1966	237	235	233	230	233
1967	243	243	242	240	231
1968	237	234	234	233	233
1969	241	242	245	246	247
1970	243	243	244	246	246
1971	240	240	239	238	237
1972	243	244	243	242	241
1973	244	247	249	250	250
1974	242	242	242	242	241
1975	244	249	252	252	250
1976	242	243	245	246	246
1977	242	244	244	242	241
1978	245	247	246	245	247
1979	247	247	247	245	245
1980	248	250	252	254	255
1981	241	239	235	230	227
1982	247	249	250	251	251
1983	238	238	239	239	240
1984	243	244	245	246	248
1985	242	243	245	249	251
1986	240	241	245	248	249
1987	245	250	255	259	263
1988	239	238	238	238	238
1989	238	237	237	238	240
1990	238	234	229	228	227
1991	250	254	255	253	253
1992	244	246	246	244	241
1993	233	234	234	232	230
1994	237	238	238	238	242
1995	244	247	249	253	257
1996	245	248	251	255	260
1997	245	249	250	252	254
1998	238	236	234	230	231
1999	240	238	236	233	233
2000	234	232	233	231	230
