Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.997	0.897	0.994	0.99	0.981
1952	0.997	0.998	0.997	0.996	0.994
1953	0.997	0.994	0.99	0.974	0.924
1954	0.997	0.895	0.991	0.886	0.968
1955	0.996	0.994	0.989	0.976	0.941
1956	0.995	0.986	0.951	0.789	0
1957	0.997	0.997	0.997	0.994	0.886
1958	0.997	0.996	0.991	0.981	0.947
1959	0.774	0.773	0.771	0.763	0.737
1960	0.898	0.997	0.996	0.995	0.992
1961	0.997	0.997	0.995	0.99	0.975
1962	0.997	0.996	0.994	0.991	0.984
1963	0.995	0.99	0.881	0.949	0.863
1964	0.997	0.996	0.994	0.991	0.984
1965	0.898	0.997	0.996	0.895	0.991
1966	0.997	0.995	0.989	0.973	0.914
1967	0.997	0.997	0.997	0.996	0.994
1968	0.897	0.994	0.988	0.963	0.875
1969	0.997	0.995	0.994	0.99	0.982
1970	0.995	0.991	0.982	0.953	0.861
1971	0.996	0.994	0.989	0.974	0.922
1972	0.997	0.996	0.993	0.988	0.973
1973	0.998	0.997	0.997	0.996	0.994
1974	0.898	0.997	0.996	0.994	0.988
1975	0.998	0.997	0.997	0.996	0.994
1976	0.897	0.996	0.994	0.99	0.884
1977	0.997	0.897	0.995	0.991	0.979
1978	0.996	0.994	0.987	0.962	0.779
1979	0.995	0.99	0.97	0.782	0
1980	0.897	0.996	0.994	0.99	0.982
1981	0.997	0.996	0.993	0.986	0
1982	0.996	0.993	0.986	0.967	0.907
1983	0.997	0.997	0.996	0.993	0.987
1984	0.997	0.996	0.996	0.995	0.993
1985	0.995	0.991	0.98	0.944	0.827
1986	0.995	0.986	0.949	0.762	0
1987	0.994	0.988	0.962	0.643	0
1988	0.997	0.997	0.997	0.996	0.994
1989	0.997	0.997	0.997	0.996	0.994
1990	0.997	0.998	0.997	0.996	0.993
1991	0.997	0.996	0.994	0.99	0
1992	0.998	0.997	0.997	0.995	0.993
1993	0.997	0.996	0.995	0.993	0.988
1994	0.997	0.897	0.994	0.989	0.978
1995	0.997	0.897	0.996	0.995	0.992
1996	0.996	0.994	0.989	0.883	0.962
1997	0.996	0.993	0.983	0.942	0.779
1998	0.997	0.997	0.996	0.993	0.987
1999	0.997	0.996	0.896	0.894	0.99
2000	0.997	0.997	0.997	0.996	0.995
