Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	0.995	0.997	0.998	0.998	0.999	0.999
1952	0.998	0.998	0.999	0.999	0.999	1
1953	0.991	0.993	0.995	0.996	0.997	0.998
1954	0.992	0.994	0.996	0.997	0.998	0.998
1955	0.99	0.992	0.994	0.996	0.997	0.998
1956	0.952	0.963	0.972	0.979	0.984	0.988
1957	0.997	0.998	0.999	0.999	0.999	1
1958	0.992	0.994	0.996	0.997	0.998	0.998
1959	0.994	0.996	0.997	0.998	0.998	0.999
1960	0.997	0.998	0.998	0.999	0.999	0.999
1961	0.996	0.997	0.998	0.998	0.999	0.999
1962	0.995	0.997	0.998	0.998	0.999	0.999
1963	0.98	0.985	0.988	0.991	0.993	0.995
1964	0.995	0.996	0.997	0.998	0.999	0.999
1965	0.997	0.998	0.998	0.999	0.999	0.999
1966	0.99	0.993	0.994	0.996	0.997	0.998
1967	0.998	0.999	0.999	0.999	1	1
1968	0.989	0.992	0.994	0.995	0.996	0.997
1969	0.994	0.996	0.997	0.998	0.998	0.999
1970	0.983	0.987	0.99	0.992	0.994	0.996
1971	0.99	0.993	0.994	0.996	0.997	0.998
1972	0.994	0.996	0.997	0.998	0.998	0.999
1973	0.998	0.998	0.999	0.999	0.999	1
1974	0.997	0.998	0.999	0.999	0.999	0.999
1975	0.998	0.999	0.999	0.999	1	1
1976	0.995	0.996	0.997	0.998	0.999	0.999
1977	0.996	0.997	0.998	0.998	0.999	0.999
1978	0.988	0.991	0.993	0.995	0.996	0.997
1979	0.971	0.978	0.983	0.988	0.991	0.993
1980	0.995	0.996	0.997	0.998	0.999	0.999
1981	0.994	0.996	0.997	0.998	0.998	0.999
1982	0.988	0.991	0.993	0.995	0.996	0.997
1983	0.996	0.997	0.998	0.999	0.999	0.999
1984	0.997	0.998	0.998	0.999	0.999	0.999
1985	0.981	0.985	0.989	0.991	0.993	0.995
1986	0.95	0.961	0.97	0.977	0.983	0.987
1987	0.963	0.972	0.979	0.984	0.988	0.991
1988	0.998	0.998	0.999	0.999	0.999	1
1989	0.998	0.999	0.999	0.999	1	1
1990	0.998	0.998	0.999	0.999	1	1
1991	0.995	0.997	0.998	0.998	0.999	0.999
1992	0.997	0.998	0.999	0.999	0.999	1
1993	0.996	0.997	0.998	0.998	0.999	0.999
1994	0.995	0.996	0.997	0.998	0.999	0.999
1995	0.997	0.998	0.999	0.999	0.999	1
1996	0.99	0.992	0.994	0.996	0.997	0.998
1997	0.983	0.987	0.991	0.993	0.995	0.996
1998	0.996	0.997	0.998	0.999	0.999	0.999
1999	0.996	0.997	0.998	0.999	0.999	0.999
2000	0.998	0.998	0.999	0.999	0.999	1
