Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	51	52	52	53	53
1952	52	52	53	54	54
1953	51	51	51	51	52
1954	52	53	54	55	56
1955	52	52	53	54	55
1956	52	53	54	56	58
1957	51	52	53	53	55
1958	51	52	52	53	53
1959	52	52	53	54	55
1960	52	52	53	53	54
1961	52	52	53	53	54
1962	53	53	55	56	57
1963	52	52	54	55	56
1964	52	52	53	53	54
1965	51	52	52	52	53
1966	52	52	53	54	55
1967	52	52	52	53	54
1968	52	53	53	54	55
1969	52	52	53	54	54
1970	52	54	55	56	58
1971	52	52	53	53	54
1972	51	52	52	53	54
1973	51	51	51	51	51
1974	51	52	52	53	54
1975	51	51	52	52	53
1976	52	52	53	54	55
1977	51	52	52	53	53
1978	52	52	52	53	54
1979	52	52	53	54	55
1980	51	52	52	53	54
1981	51	52	52	53	54
1982	52	52	53	54	55
1983	52	53	54	55	56
1984	52	52	53	53	54
1985	52	52	53	55	56
1986	52	52	53	54	55
1987	51	52	53	54	55
1988	51	52	52	53	54
1989	51	52	52	52	53
1990	52	52	53	54	56
1991	51	52	52	53	53
1992	52	52	52	53	54
1993	51	51	51	52	52
1994	51	51	51	51	52
1995	51	51	52	52	53
1996	52	53	54	55	56
1997	51	51	52	52	53
1998	51	52	52	53	54
1999	51	51	52	52	53
2000	52	53	54	55	56
