Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.998	0.624	0.995	0.99	0.976
1952	0.998	0.998	0.892	0.995	0.99
1953	0.997	0.995	0.99	0.974	0.922
1954	0.997	0.688	0.992	0.674	0.966
1955	0.997	0.995	0.99	0.977	0.94
1956	0.995	0.986	0.951	0.786	0.072
1957	0.998	0.998	0.995	0.975	0.542
1958	0.997	0.996	0.992	0.981	0.946
1959	0.998	0.997	0.994	0.984	0.947
1960	0.67	0.998	0.997	0.995	0.99
1961	0.757	0.998	0.515	0.99	0.974
1962	0.998	0.997	0.995	0.99	0.967
1963	0.995	0.991	0.584	0.95	0.862
1964	0.998	0.997	0.995	0.942	0.984
1965	0.578	0.997	0.996	0.687	0.99
1966	0.583	0.995	0.547	0.973	0.914
1967	0.998	0.998	0.996	0.987	0.952
1968	0.554	0.995	0.988	0.961	0.858
1969	0.997	0.996	0.994	0.99	0.981
1970	0.996	0.992	0.982	0.953	0.86
1971	0.997	0.995	0.989	0.971	0.905
1972	0.998	0.997	0.927	0.985	0.96
1973	0.998	0.998	0.997	0.994	0.984
1974	0.567	0.998	0.997	0.993	0.981
1975	0.998	0.998	0.99	0.996	0.991
1976	0.573	0.996	0.994	0.989	0.561
1977	0.998	0.61	0.938	0.984	0.921
1978	0.997	0.995	0.986	0.95	0.746
1979	0.996	0.763	0.971	0.509	0.288
1980	0.532	0.996	0.994	0.867	0.974
1981	0.998	0.996	0.981	0.903	0.521
1982	0.997	0.994	0.987	0.965	0.894
1983	0.998	0.998	0.996	0.993	0.876
1984	0.998	0.997	0.997	0.995	0.993
1985	0.996	0.992	0.98	0.944	0.821
1986	0.996	0.987	0.949	0.761	0.121
1987	0.995	0.988	0.963	0.493	0.419
1988	0.998	0.872	0.996	0.992	0.97
1989	0.998	0.998	0.997	0.994	0.9
1990	0.998	0.998	0.996	0.98	0.872
1991	0.998	0.996	0.98	0.866	0.219
1992	0.998	0.998	0.893	0.984	0.901
1993	0.998	0.997	0.996	0.554	0.987
1994	0.998	0.505	0.994	0.984	0.938
1995	0.998	0.524	0.997	0.994	0.987
1996	0.996	0.994	0.989	0.637	0.893
1997	0.997	0.993	0.982	0.937	0.753
1998	0.998	0.998	0.752	0.993	0.985
1999	0.998	0.997	0.662	0.566	0.968
2000	0.998	0.998	0.834	0.997	0.995
