Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	11	12	13	16	18	24
1952	16	17	22	23	25	30
1953	11	11	12	14	21	23
1954	12	12	16	20	28	35
1955	13	15	16	23	28	42
1956	16	17	18	21	27	33
1957	11	11	11	12	15	23
1958	12	12	13	17	21	28
1959	11	11	12	16	21	27
1960	11	11	14	18	19	33
1961	12	12	18	22	26	34
1962	13	14	16	17	26	39
1963	11	11	13	13	17	20
1964	16	17	20	26	31	36
1965	11	12	14	17	20	25
1966	12	12	13	19	22	42
1967	12	13	15	15	15	17
1968	11	11	12	13	19	22
1969	15	15	15	17	19	22
1970	11	13	13	18	21	30
1971	14	15	18	22	27	31
1972	11	11	11	11	16	21
1973	11	12	15	20	25	27
1974	12	12	13	18	25	29
1975	12	13	14	19	25	33
1976	12	12	13	14	17	19
1977	11	11	11	12	16	19
1978	13	17	24	25	28	31
1979	11	11	12	13	24	30
1980	11	12	13	16	21	30
1981	11	12	12	16	17	21
1982	11	15	16	21	25	30
1983	12	14	19	22	32	38
1984	11	14	19	23	27	28
1985	15	20	22	29	31	34
1986	12	12	15	17	18	21
1987	12	13	18	18	24	25
1988	12	14	16	18	23	31
1989	11	14	15	15	17	23
1990	16	17	21	24	29	36
1991	11	12	13	15	24	29
1992	11	12	13	14	17	20
1993	11	11	13	20	29	43
1994	12	13	15	16	17	20
1995	15	17	20	29	36	56
1996	14	15	15	17	21	26
1997	11	11	13	17	19	21
1998	12	12	13	15	19	29
1999	11	12	12	12	14	22
2000	12	13	14	15	16	17
