Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	0.953	0.97	0.981	0.988	0.993	0.995
1952	0.921	0.951	0.973	0.983	0.99	0.994
1953	0.958	0.973	0.983	0.99	0.994	0.996
1954	0.87	0.912	0.951	0.972	0.986	0.991
1955	0.981	0.99	0.994	0.997	0.998	0.999
1956	0	0	0.109	0.456	0.738	0.862
1957	0.959	0.974	0.984	0.99	0.994	0.996
1958	0.97	0.983	0.991	0.995	0.998	0.999
1959	0.989	0.994	0.996	0.998	0.999	0.999
1960	0.986	0.991	0.995	0.997	0.998	0.999
1961	0.994	0.996	0.998	0.999	0.999	1
1962	0.972	0.984	0.992	0.995	0.998	0.999
1963	0.848	0.897	0.934	0.957	0.975	0.985
1964	0.977	0.986	0.992	0.995	0.997	0.998
1965	0.749	0.833	0.899	0.944	0.969	0.985
1966	0.906	0.935	0.957	0.972	0.981	0.987
1967	0.951	0.968	0.98	0.987	0.991	0.995
1968	0.662	0.746	0.815	0.867	0.906	0.934
1969	0.777	0.842	0.89	0.933	0.96	0.978
1970	0.687	0.806	0.868	0.935	0.964	0.986
1971	0.848	0.901	0.94	0.965	0.979	0.987
1972	0.986	0.992	0.995	0.997	0.998	0.999
1973	0.959	0.975	0.987	0.993	0.997	0.998
1974	0.974	0.984	0.99	0.994	0.997	0.998
1975	0.972	0.986	0.993	0.997	0.999	0.999
1976	0.954	0.971	0.983	0.989	0.994	0.996
1977	0.952	0.973	0.986	0.993	0.997	0.999
1978	0.943	0.969	0.985	0.991	0.995	0.997
1979	0.895	0.932	0.957	0.972	0.982	0.988
1980	0.988	0.993	0.996	0.998	0.999	0.999
1981	0.966	0.98	0.988	0.993	0.996	0.997
1982	0.979	0.989	0.994	0.997	0.998	0.999
1983	0.98	0.989	0.994	0.997	0.998	0.999
1984	0.973	0.985	0.992	0.996	0.998	0.999
1985	0.358	0.571	0.709	0.81	0.87	0.912
1986	0.412	0.575	0.751	0.844	0.9	0.944
1987	0.763	0.838	0.892	0.926	0.951	0.967
1988	0.921	0.955	0.975	0.986	0.993	0.997
1989	0.984	0.993	0.997	0.998	0.999	0.999
1990	0.987	0.993	0.996	0.998	0.999	0.999
1991	0.89	0.931	0.958	0.975	0.988	0.993
1992	0.983	0.99	0.994	0.997	0.998	0.999
1993	0.97	0.982	0.99	0.995	0.998	0.999
1994	0.98	0.989	0.994	0.997	0.998	0.999
1995	0.985	0.992	0.996	0.998	0.999	0.999
1996	0.974	0.985	0.992	0.996	0.998	0.999
1997	0.962	0.976	0.985	0.991	0.994	0.996
1998	0.979	0.988	0.993	0.996	0.998	0.999
1999	0.933	0.957	0.972	0.982	0.99	0.995
2000	0.98	0.988	0.993	0.996	0.997	0.998
