Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	1	0.999	0.998	0.99	0.934
1952	1	1	1	1	0.999
1953	1	1	0.999	0.999	0.997
1954	1	1	1	1	1
1955	1	1	1	0.999	0.999
1956	1	0.999	0.998	0.984	0.808
1957	1	0	0	0	0
1958	1	1	1	0.999	0.999
1959	1	0	0	0	0
1960	1	0	0	0	0
1961	0	0	0	0	0
1962	1	1	1	0.999	0.999
1963	1	0.999	0.999	0.998	0.994
1964	1	1	1	0.999	0.999
1965	1	1	0.999	0.998	0.993
1966	1	0	0	0	0
1967	0.999	0.999	0.999	0.999	0.998
1968	1	1	0.999	0.999	0.998
1969	1	1	1	1	0.999
1970	1	1	0.999	0.999	0.999
1971	1	1	1	0.999	0.999
1972	1	1	0.999	1	0.999
1973	1	0.999	0.999	0.998	0.996
1974	1	1	1	0.999	0.988
1975	1	1	0.999	0.998	0.995
1976	1	0.999	0.999	0.999	0.997
1977	1	1	1	1	0.999
1978	1	1	1	0.999	0.999
1979	1	0.999	0.999	0.999	0.998
1980	1	1	1	1	0.999
1981	1	0.999	0.999	0.997	0.992
1982	1	1	0.999	0.999	0.998
1983	1	1	1	1	0.999
1984	1	1	0.999	0.999	0.996
1985	1	1	1	1	1
1986	1	0.999	0.999	0.997	0.99
1987	1	1	0.999	0.999	0.995
1988	1	1	1	0	0
1989	1	1	1	1	0.999
1990	1	0	0	0	0
1991	0.999	0.999	0.999	0.999	1
1992	1	0.999	0.999	0.998	0.995
1993	1	1	0	0	0
1994	1	0.999	1	0.999	0.996
1995	1	0	0	0	0
1996	1	0.999	0.999	0.999	0.998
1997	0.999	1	1	1	0.999
1998	1	0.999	0.998	0.947	0.718
1999	1	1	0.999	0.999	0.999
2000	1	1	0.999	0.999	0.999
