Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	365	365	365	365	365	326
1952	366	366	366	366	366	315
1953	365	365	365	316	310	312
1954	365	365	365	313	309	311
1955	365	365	365	365	365	323
1956	366	366	366	366	317	315
1957	365	365	309	306	307	315
1958	365	365	365	323	321	322
1959	365	365	365	365	365	365
1960	366	366	311	308	306	305
1961	305	300	298	298	312	317
1962	365	365	365	316	314	312
1963	365	365	311	309	308	305
1964	366	366	366	311	313	315
1965	365	365	311	305	299	298
1966	365	312	313	314	313	315
1967	365	316	311	308	308	309
1968	366	366	310	310	310	310
1969	365	365	365	365	365	335
1970	365	365	365	315	315	313
1971	365	365	365	365	316	316
1972	366	366	366	306	301	302
1973	365	365	365	365	365	317
1974	365	365	365	303	300	297
1975	365	365	365	365	365	365
1976	366	366	366	366	366	328
1977	365	365	315	312	310	316
1978	365	365	365	314	313	311
1979	365	365	365	365	365	365
1980	366	366	366	360	314	311
1981	365	365	305	303	301	299
1982	365	365	365	365	322	322
1983	365	365	365	365	326	359
1984	366	366	366	318	317	317
1985	365	365	365	316	315	312
1986	365	365	365	315	314	312
1987	365	365	365	308	304	304
1988	366	366	366	317	314	313
1989	365	312	310	309	310	312
1990	365	307	307	309	315	321
1991	365	365	365	316	314	321
1992	366	366	366	366	308	312
1993	365	365	304	300	297	295
1994	365	365	365	365	308	308
1995	365	365	365	365	365	326
1996	366	366	366	366	318	317
1997	365	365	365	365	365	365
1998	365	365	300	300	302	300
1999	365	365	365	316	316	318
2000	366	309	308	308	308	307
