Location id	1	2	3	4	5	6	7	8	9
Location latitude	41.9	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.7	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1951	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1952	0	0	0.998	0.998	0.998	0.998	0.998	0.999	0.998
1953	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1954	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1955	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1956	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1957	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1958	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1959	0	0	0	0.998	0.998	0.998	0.998	0.998	0.998
1960	0	0	0.998	0	0.998	0.998	0.998	0.998	0.998
1961	0	0	0	0	0.998	0.998	0.998	0.998	0.998
1962	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1963	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1964	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1965	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1966	0	0	0	0	0.998	0.998	0.998	0.998	0.998
1967	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1968	0	0.998	0.999	0.998	0.998	0.998	0.998	0.998	0.998
1969	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1970	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1971	0	0	0.998	0.998	0.999	0.999	0.998	0.998	0.998
1972	0	0	0.998	0.998	0.998	0.999	0.998	0.998	0.998
1973	0	0.998	0.998	0.999	0.998	0.998	0.998	0.998	0.998
1974	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1975	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1976	0	0.998	0.998	0.999	0.998	0.998	0.998	0.998	0.998
1977	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1978	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1979	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1980	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1981	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1982	0	0	0.999	0.999	0.998	0.998	0.998	0.998	0.998
1983	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1984	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1985	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1986	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1987	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1988	0	0	0.998	0	0.998	0.998	0.998	0.998	0.998
1989	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1990	0	0	0	0	0.998	0.998	0.998	0.998	0.998
1991	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1992	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1993	0	0	0	0	0.998	0.998	0.998	0.998	0.998
1994	0	0	0.998	0.998	0.998	0.999	0.998	0.998	0.998
1995	0	0	0	0	0.998	0	0.998	0.998	0.998
1996	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
1997	0	0	0	0	0.998	0.998	0.998	0.998	0.998
1998	0	0	0	0	0.998	0.998	0.998	0.998	0.998
1999	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
2000	0	0	0.998	0.998	0.998	0.998	0.998	0.998	0.998
