Location id	1	2	3	4	5	6	7	8	9
Location latitude	42.0	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.0	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1952	366	366	366	366	366	366	366	366	366
1953	365	365	365	365	365	365	365	365	365
1954	365	365	365	365	365	365	365	365	365
1955	365	365	365	365	365	365	365	365	365
1956	366	366	366	366	366	366	366	366	366
1957	365	365	365	365	365	365	365	365	365
1958	365	365	365	365	365	365	365	365	365
1959	365	365	365	365	365	365	365	365	365
1960	366	366	366	366	366	366	366	366	366
1961	365	365	365	365	365	365	365	365	365
1962	365	365	365	365	365	365	365	365	365
1963	365	365	365	365	365	365	365	365	365
1964	366	366	366	366	366	366	366	366	366
1965	365	365	365	365	365	365	365	365	365
1966	365	365	365	365	365	365	365	365	365
1967	365	365	365	365	365	365	365	365	365
1968	366	366	366	366	366	366	366	366	366
1969	365	365	365	365	365	365	365	365	365
1970	365	365	365	365	365	365	365	365	365
1971	365	365	365	365	365	365	365	365	365
1972	366	366	366	366	366	366	366	366	366
1973	365	365	365	365	365	365	365	365	365
1974	365	365	365	365	365	365	365	365	365
1975	365	365	365	365	365	365	365	365	365
1976	366	366	366	366	366	366	366	366	366
1977	365	365	365	365	365	365	365	365	365
1978	365	365	365	365	365	365	365	365	365
1979	365	365	365	365	365	365	365	365	365
1980	366	366	366	366	366	366	366	366	366
1981	365	365	365	365	365	365	365	365	365
1982	365	365	365	365	365	365	365	365	365
1983	365	365	365	365	365	365	365	365	365
1984	366	366	366	366	366	366	366	366	366
1985	365	365	365	365	365	365	365	365	365
1986	365	365	365	365	365	365	365	365	365
1987	365	365	365	365	365	365	365	365	365
1988	366	366	366	366	366	366	366	366	366
1989	365	365	365	365	365	365	365	365	365
1990	365	365	365	365	365	365	365	365	365
1991	365	365	365	365	365	365	365	365	365
1992	366	366	366	366	366	366	366	366	366
1993	365	365	365	365	365	365	365	365	365
1994	365	365	365	365	365	365	365	365	365
1995	365	365	365	365	365	365	365	365	365
1996	366	366	366	366	366	366	366	366	366
1997	365	365	365	365	365	365	365	365	365
1998	365	365	365	365	365	365	365	365	365
1999	365	365	365	365	365	365	365	365	365
2000	366	366	366	366	366	366	366	366	366
2001	365	365	365	365	365	365	365	365	365
2002	365	365	365	365	365	365	365	365	365
2003	365	365	365	365	365	365	365	365	365
2004	366	366	366	366	366	366	366	366	366
2005	365	365	365	365	365	365	365	365	365
2006	365	365	365	365	365	365	365	365	365
2007	365	365	365	365	365	365	365	365	365
2008	366	366	366	366	366	366	366	366	366
2009	365	365	365	365	365	365	365	365	365
2010	365	365	365	365	365	365	365	365	365
2011	365	365	365	365	365	365	365	365	365
2012	366	366	366	366	366	366	366	366	366
2013	365	365	365	365	365	365	365	365	365
2014	365	365	365	365	365	365	365	365	365
2015	365	365	365	365	365	365	365	365	365
2016	366	366	366	366	366	366	366	366	366
2017	365	365	365	365	365	365	365	365	365
2018	365	365	365	365	365	365	365	365	365
2019	365	365	365	365	365	365	365	365	365
2020	366	366	366	366	366	366	366	366	366
