Location id	1	2	3	4	5	6	7	8	9
Location latitude	42.0	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.0	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1952	77	319	55	56	49	54	53	53	58
1953	52	57	48	46	39	38	34	32	32
1954	99	322	67	63	54	52	57	59	57
1955	322	333	79	74	60	58	51	47	46
1956	73	301	74	73	61	57	61	58	58
1957	50	327	52	99	50	62	57	58	59
1958	67	82	62	66	54	57	49	50	52
1959	329	355	302	75	48	53	45	42	43
1960	86	357	120	292	62	68	52	47	46
1961	319	363	308	314	79	86	78	63	61
1962	78	310	72	72	57	60	52	47	46
1963	40	56	42	41	37	42	46	48	45
1964	92	327	72	66	52	53	50	50	51
1965	62	65	51	48	46	51	49	49	49
1966	307	347	305	306	75	73	60	44	40
1967	46	123	49	74	45	48	43	41	41
1968	66	94	63	57	43	46	42	43	47
1969	89	341	89	66	46	45	42	40	39
1970	63	85	61	64	50	50	44	45	47
1971	76	313	67	67	54	57	54	55	57
1972	52	335	62	58	47	53	49	48	53
1973	74	78	61	55	47	47	46	47	50
1974	70	305	70	73	58	62	54	52	52
1975	82	315	84	90	67	77	71	72	76
1976	70	103	55	47	42	48	46	44	46
1977	101	336	97	99	56	64	47	46	44
1978	91	331	74	76	49	50	47	46	48
1979	96	322	88	80	57	52	55	55	54
1980	80	291	69	71	57	61	55	50	46
1981	51	62	48	47	41	44	43	45	47
1982	329	357	84	82	54	52	50	48	48
1983	84	322	65	85	61	69	61	58	58
1984	74	97	65	60	50	50	48	48	48
1985	126	326	83	82	73	67	66	57	54
1986	52	68	51	52	47	48	47	46	45
1987	89	326	73	68	54	57	62	65	63
1988	339	356	92	305	63	67	61	61	64
1989	327	365	78	68	55	61	61	58	62
1990	353	365	337	329	95	98	87	87	87
1991	59	128	58	89	49	52	47	47	47
1992	55	292	54	51	44	49	45	41	45
1993	295	358	312	296	69	83	62	57	55
1994	114	361	92	104	52	55	45	40	40
1995	365	365	323	338	107	308	89	78	74
1996	325	366	124	71	51	48	44	41	36
1997	358	365	339	301	53	66	49	47	45
1998	338	354	310	316	77	79	71	69	68
1999	86	324	57	65	49	55	49	47	46
2000	306	329	63	66	48	55	52	54	57
2001	331	360	325	326	103	109	77	66	64
2002	326	365	83	86	61	67	62	64	63
2003	305	365	304	301	78	93	66	51	44
2004	317	325	86	84	65	67	62	59	59
2005	65	71	52	55	47	53	49	49	52
2006	58	61	49	46	41	44	44	43	44
2007	348	361	320	331	304	322	313	314	320
2008	326	335	67	81	51	66	59	59	64
2009	63	84	50	51	45	48	47	46	46
2010	91	321	69	73	61	66	60	55	55
2011	81	361	63	62	51	53	51	49	48
2012	338	345	115	318	79	78	68	57	58
2013	326	326	74	75	57	63	58	55	53
2014	337	365	311	338	59	67	63	64	81
2015	337	365	92	287	64	66	59	59	59
2016	365	366	342	335	99	119	92	82	82
2017	347	356	320	303	55	55	50	46	47
2018	78	330	66	80	58	63	56	53	54
2019	358	365	321	322	94	101	77	71	73
2020	366	366	356	349	93	325	84	74	81
