Location id	1	2	3	4	5	6	7	8	9
Location latitude	42.0	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.0	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1952	1	0	0.999	0.999	0.998	0.999	0.999	0.998	0.999
1953	0.999	1	0.999	0.999	0.998	0.998	0.998	0.996	0.997
1954	1	0	0.999	0.999	0.999	0.999	0.999	0.999	0.999
1955	0	0	0.999	0.999	0.999	0.999	0.998	0.999	0.999
1956	0.999	0	0.999	0.997	0.99	0.997	0.998	0.998	0.998
1957	0.996	0	0.996	0.999	0.997	0.998	0.994	0.994	0.996
1958	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999
1959	0	0	0	0.999	0.999	0.999	0.999	0.999	0.999
1960	0.999	0	1	0.963	0.999	0.999	0.997	0.998	0.998
1961	0	0	0	0	0.999	1	1	0.999	0.999
1962	1	0	0.999	0.999	0.999	0.999	0.999	0.999	0.999
1963	0.999	0.999	0.998	0.999	0.998	0.998	0.999	0.999	0.999
1964	1	0	1	0.999	0.999	0.999	0.999	0.999	1
1965	0.999	0.999	0.998	0.998	0.998	0.998	0.998	0.999	0.999
1966	0	0	0	0	1	0.999	0.999	0.999	0.998
1967	0.997	1	0.998	0.999	0.997	0.996	0.993	0.993	0.992
1968	1	1	0.999	0.999	0.999	0.999	0.999	0.999	0.999
1969	1	0	1	0.999	0.998	0.998	0.999	0.999	0.999
1970	0.998	1	0.999	0.999	0.999	0.999	0.999	0.999	0.999
1971	0.999	0	0.999	1	0.999	0.999	0.999	0.998	0.997
1972	0.999	0	0.999	0.999	0.998	0.999	0.997	0.997	0.998
1973	0.999	1	0.999	0.999	0.998	0.999	0.998	0.998	0.998
1974	0.999	0.999	0.998	0.998	0.998	0.999	0.998	0.998	0.998
1975	0.997	0	0.998	0.999	0.998	0.999	0.999	0.999	0.999
1976	0.999	1	0.998	0.998	0.998	0.997	0.996	0.996	0.997
1977	0.999	0	1	1	0.998	0.999	0.997	0.995	0.997
1978	1	0	0.999	1	0.998	0.998	0.998	0.998	0.998
1979	1	0	0.999	0.999	0.997	0.997	0.998	0.999	0.999
1980	0.999	0.932	0.999	0.999	0.999	0.999	0.999	0.998	0.997
1981	0.998	0.999	0.998	0.998	0.997	0.997	0.991	0.993	0.989
1982	0	0	0.999	0.999	0.999	0.998	0.998	0.997	0.998
1983	1	0	0.999	1	0.999	1	1	1	0.999
1984	0.999	1	0.999	0.999	0.999	0.999	0.998	0.998	0.998
1985	1	0	0.999	1	0.999	0.999	0.999	0.999	0.999
1986	0.998	0.999	0.999	0.998	0.998	0.998	0.998	0.999	0.999
1987	1	0	0.999	0.999	0.999	0.999	0.999	0.999	1
1988	0	0	1	0	1	0.999	0.999	0.999	0.999
1989	0	0	1	0.999	0.998	0.998	0.998	0.999	0.999
1990	0	0	0	0	1	1	1	1	1
1991	0.997	1	0.997	1	0.992	0.995	0.986	0.988	0.986
1992	0.998	0.99	0.998	0.999	0.999	0.999	0.999	0.998	0.997
1993	0.996	0	0	0	0.999	0.999	0.999	0.998	0.998
1994	1	0	1	1	0.998	0.999	0.998	0.997	0.995
1995	0	0	0	0	0.999	0	0.999	0.998	0.998
1996	0	0	1	1	0.999	0.999	0.999	0.999	0.998
1997	0	0	0	0	0.998	0.999	0.997	0.997	0.997
1998	0	0	0	0	0.996	0.997	0.993	0.982	0.987
1999	1	0	0.999	1	0.999	0.999	0.999	0.999	0.999
2000	0	0	0.999	1	0.999	0.999	0.999	0.999	0.999
2001	0	0	0	0	1	1	1	0.999	0.999
2002	0	0	1	1	0.999	0.999	0.999	0.999	1
2003	0	0	0	0	1	1	0.999	0.999	0.999
2004	0	0	0.997	0.994	0.993	0.996	0.991	0.989	0.982
2005	0.999	1	1	0.999	0.999	0.999	0.999	0.999	0.999
2006	1	1	0.999	0.999	0.999	0.999	0.999	0.999	1
2007	0	0	0	0	0	0	0	0	0
2008	0	0	0.999	0.999	0.999	0.999	0.998	0.999	0.999
2009	0.997	1	0.999	0.999	0.999	0.999	0.999	0.999	0.999
2010	0.999	0	0.999	0.999	0.998	0.999	0.998	0.999	0.999
2011	0.999	0	0.999	0.999	0.998	0.997	0.999	0.999	0.999
2012	0	0	1	0	0.999	0.999	0.999	0.999	0.999
2013	0	0	0.998	0.997	0.997	0.995	0.997	0.997	0.997
2014	0	0	0	0	0.999	1	0.999	1	1
2015	0	0	1	0.996	1	1	0.999	0.999	0.999
2016	0	0	0	0	1	1	0.999	0.999	0.999
2017	0	0	0	0	0.997	0.997	0.995	0.997	0.995
2018	0.999	0	1	1	1	1	1	1	1
2019	0	0	0	0	1	1	0.999	0.999	0.999
2020	0	0	0	0	1	0	0.999	0.999	0.999
