Location id	1	2	3	4	5	6	7	8	9
Location latitude	41.9	43.8	44.5	46.3	47.5	49.1	50.6	52.0	53.1
Location longitude	2.7	2.2	2.6	3.7	4.7	5.7	6.8	8.9	10.3
1951	365	84	54	60	44	49	42	42	38
1952	366	319	55	56	49	54	53	53	58
1953	365	57	48	46	39	38	34	32	32
1954	365	322	67	63	54	52	57	59	57
1955	365	333	79	74	60	58	51	47	46
1956	366	301	74	73	61	57	61	58	58
1957	365	327	52	99	50	62	57	58	59
1958	365	82	62	66	54	57	49	50	52
1959	365	355	302	75	48	53	45	42	43
1960	366	357	120	292	62	68	52	47	46
1961	365	363	308	314	79	86	78	63	61
1962	365	310	72	72	57	60	52	47	46
1963	350	56	42	41	37	42	46	48	45
1964	366	327	72	66	52	53	50	50	51
1965	365	65	51	48	46	51	49	49	49
1966	365	347	305	306	75	73	60	44	40
1967	365	123	49	74	45	48	43	41	41
1968	366	94	63	57	43	46	42	43	47
1969	365	341	89	66	46	45	42	40	39
1970	365	85	61	64	50	50	44	45	47
1971	365	313	67	67	54	57	54	55	57
1972	366	335	62	58	47	53	49	48	53
1973	365	78	61	55	47	47	46	47	50
1974	365	305	70	73	58	62	54	52	52
1975	365	315	84	90	67	77	71	72	76
1976	366	103	55	47	42	48	46	44	46
1977	365	336	97	99	56	64	47	46	44
1978	365	331	74	76	49	50	47	46	48
1979	365	322	88	80	57	52	55	55	54
1980	366	291	69	71	57	61	55	50	46
1981	365	62	48	47	41	44	43	45	47
1982	365	357	84	82	54	52	50	48	48
1983	365	322	65	85	61	69	61	58	58
1984	366	97	65	60	50	50	48	48	48
1985	365	326	83	82	73	67	66	57	54
1986	365	68	51	52	47	48	47	46	45
1987	365	326	73	68	54	57	62	65	63
1988	366	356	92	305	63	67	61	61	64
1989	365	365	78	68	55	61	61	58	62
1990	365	365	337	329	95	98	87	87	87
1991	365	128	58	89	49	52	47	47	47
1992	366	292	54	51	44	49	45	41	45
1993	365	358	312	296	69	83	62	57	55
1994	365	361	92	104	52	55	45	40	40
1995	365	365	323	338	107	308	89	78	74
1996	366	366	124	71	51	48	44	41	36
1997	365	365	339	301	53	66	49	47	45
1998	365	354	310	316	77	79	71	69	68
1999	365	324	57	65	49	55	49	47	46
2000	366	329	63	66	48	55	52	54	57
