Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	188	186	365	365	365	365
1952	187	366	366	366	366	366
1953	173	167	169	365	365	365
1954	188	365	365	365	365	365
1955	195	190	188	365	365	365
1956	193	194	366	366	366	366
1957	365	365	365	365	365	365
1958	189	185	183	365	365	365
1959	178	365	365	365	365	365
1960	187	366	366	366	366	366
1961	365	365	365	365	365	365
1962	199	193	365	365	365	365
1963	181	174	168	162	159	365
1964	181	176	171	366	366	366
1965	192	184	365	365	365	365
1966	173	176	365	365	365	365
1967	190	365	365	365	365	365
1968	180	175	366	366	366	366
1969	188	182	178	175	365	365
1970	186	179	175	171	168	365
1971	187	365	365	365	365	365
1972	191	366	366	366	366	366
1973	187	190	365	365	365	365
1974	194	365	365	365	365	365
1975	198	365	365	365	365	365
1976	187	185	366	366	366	366
1977	188	193	365	365	365	365
1978	192	190	365	365	365	365
1979	186	179	175	172	365	365
1980	197	191	366	366	366	366
1981	183	176	187	365	365	365
1982	186	180	180	365	365	365
1983	192	365	365	365	365	365
1984	195	191	187	366	366	366
1985	190	185	180	365	365	365
1986	184	180	177	365	365	365
1987	200	193	188	365	365	365
1988	187	366	366	366	366	366
1989	191	365	365	365	365	365
1990	365	365	365	365	365	365
1991	195	197	365	365	365	365
1992	178	186	366	366	366	366
1993	177	179	365	365	365	365
1994	184	179	365	365	365	365
1995	197	365	365	365	365	365
1996	196	187	178	172	169	366
1997	186	189	190	365	365	365
1998	189	365	365	365	365	365
1999	185	182	365	365	365	365
2000	177	184	366	366	366	366
