Location id	1	2	3	4	5
Location latitude	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	296	297	296	296	294
1952	299	297	297	297	297
1953	297	297	297	298	298
1954	295	295	295	294	294
1955	297	296	295	294	293
1956	301	302	302	303	303
1957	293	290	289	287	287
1958	307	309	310	312	312
1959	296	295	295	294	294
1960	293	291	289	288	288
1961	294	292	291	290	289
1962	307	308	309	311	312
1963	294	292	291	290	289
1964	298	298	298	299	301
1965	295	294	293	292	291
1966	294	293	293	292	291
1967	297	296	295	297	297
1968	296	295	294	294	293
1969	296	296	296	295	295
1970	301	303	304	306	308
1971	299	300	302	303	304
1972	294	293	292	291	289
1973	298	300	300	301	302
1974	296	296	296	297	298
1975	298	298	298	299	298
1976	296	296	295	295	295
1977	290	288	286	283	282
1978	297	297	299	300	301
1979	298	298	299	300	301
1980	299	300	301	303	304
1981	293	290	286	281	278
1982	297	297	297	299	299
1983	301	301	302	303	303
1984	297	297	297	297	297
1985	303	304	305	306	306
1986	306	308	309	311	312
1987	302	302	303	304	305
1988	301	301	301	301	300
1989	299	298	298	297	297
1990	297	297	297	297	297
1991	306	308	310	311	313
1992	296	296	295	295	295
1993	299	299	298	298	298
1994	307	307	306	305	305
1995	295	295	295	295	295
1996	299	298	297	297	295
1997	297	294	289	285	280
1998	299	298	297	296	296
1999	297	297	297	296	295
2000	300	300	299	298	296
