Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	365	365	365	365	365	365
1952	332	334	337	353	366	366
1953	365	365	365	365	365	365
1954	365	365	365	365	365	365
1955	353	365	365	365	365	365
1956	358	362	364	366	366	366
1957	350	351	351	352	365	365
1958	365	365	365	365	365	365
1959	345	365	365	365	365	365
1960	354	366	366	366	366	366
1961	351	352	355	358	360	362
1962	339	354	356	358	360	365
1963	348	350	354	357	365	365
1964	359	362	364	366	366	366
1965	322	323	325	327	365	365
1966	344	365	365	365	365	365
1967	346	354	365	365	365	365
1968	343	346	349	365	366	366
1969	339	342	344	350	353	354
1970	361	363	365	365	365	365
1971	364	365	365	365	365	365
1972	360	366	366	366	366	366
1973	335	335	336	344	365	365
1974	365	365	365	365	365	365
1975	351	365	365	365	365	365
1976	354	362	364	366	366	366
1977	365	365	365	365	365	365
1978	341	351	353	364	365	365
1979	365	365	365	365	365	365
1980	315	337	340	342	343	366
1981	345	347	349	350	350	352
1982	365	365	365	365	365	365
1983	337	346	350	365	365	365
1984	352	365	366	366	366	366
1985	326	330	362	365	365	365
1986	359	365	365	365	365	365
1987	343	348	365	365	365	365
1988	336	338	366	366	366	366
1989	334	338	363	365	365	365
1990	349	365	365	365	365	365
1991	345	365	365	365	365	365
1992	363	366	366	366	366	366
1993	325	327	330	335	365	365
1994	365	365	365	365	365	365
1995	336	340	342	352	362	365
1996	345	351	357	361	363	365
1997	331	350	351	365	365	365
1998	326	327	335	340	345	365
1999	348	355	365	365	365	365
2000	360	362	366	366	366	366
