Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	0.994	0.995	0.997	0.998	0.999	0.999
1952	0.994	0.161	0.367	0.434	0.333	0.731
1953	0.98	0.99	0.994	0.996	0.998	0.998
1954	0.981	0.991	0.995	0.997	0.998	0.999
1955	0.901	0.958	0.983	0.992	0.996	0.998
1956	0.888	0.948	0.907	0.947	0.976	0.988
1957	0.658	0	0.096	0.998	0	0
1958	0.98	0.99	0.995	0.997	0.998	0.998
1959	0.897	0.96	0.984	0.993	0.997	0.998
1960	0.989	0.995	0.956	0.983	0.994	0.997
1961	0.997	0.998	0.998	0.999	0.779	0.625
1962	0.994	0.995	0.997	0.998	0.999	0.999
1963	0.889	0.756	0.893	0.829	0	0.202
1964	0.992	0.996	0.371	0.645	0.841	0.937
1965	0.769	0.9	0.95	0.018	0	0
1966	0.972	0.987	0.993	0.996	0.997	0.998
1967	0.268	0.461	0.427	0.754	0.905	0.965
1968	0.96	0.981	0.76	0.904	0.963	0.986
1969	0.668	0.802	0.829	0.891	0.688	0.612
1970	0.967	0.983	0.928	0.971	0.988	0.994
1971	0.903	0.962	0.977	0.99	0.995	0.997
1972	0.986	0.996	0.997	0.998	0.999	0.999
1973	0	0.171	0	0	0.413	0.769
1974	0.997	0.998	0.999	0.999	0.999	1
1975	0.918	0.937	0.977	0.991	0.997	0.999
1976	0.97	0.965	0.488	0	0	0.189
1977	0.991	0.99	0.996	0.998	0.999	0.999
1978	0.993	0.994	0.996	0.949	0	0.008
1979	0.977	0.983	0.985	0.989	0.992	0.994
1980	0.975	0.983	0.504	0.25	0	0
1981	0.993	0.994	0.997	0	0	0
1982	0.97	0.986	0.993	0.996	0.997	0.998
1983	0.945	0.937	0.91	0.963	0.985	0.994
1984	0.995	0.997	0.998	0.999	0.998	0.999
1985	0.918	0.966	0.985	0.985	0.99	0.995
1986	0.973	0.943	0.971	0.982	0.988	0.991
1987	0.79	0.913	0.988	0.991	0.993	0.994
1988	0.663	0.863	0.944	0.979	0.992	0.997
1989	0.882	0.601	0.967	0.979	0.992	0.997
1990	0.997	0.998	0.999	0.999	0.998	0.999
1991	0.889	0.937	0.978	0.998	0.999	0.998
1992	0.688	0.822	0.933	0.975	0.991	0.997
1993	0.987	0.994	0.982	0.959	0.982	0.993
1994	0.963	0.996	0.998	0.998	0.999	0.999
1995	0.954	0.749	0.878	0.949	0.973	0.951
1996	0.991	0.995	0.996	0.996	0.93	0.378
1997	0.951	0.964	0.582	0.213	0.587	0.819
1998	0.997	0.984	0.986	0.949	0.938	0.973
1999	0.96	0.985	0.993	0.994	0.997	0.999
2000	0.998	0.999	0.999	0.999	0.999	0.997
