Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	116.341	116.84	112.436	115.108	108.716	114.462	106.708	117.149	107.177	120.642
1952	118.704	122.869	115.962	121.02	113.683	119.095	112.283	118.885	112.871	121.431
1953	117.557	117.513	113.618	114.697	110.569	113.706	107.709	112.542	105.482	112.845
1954	119.147	131.015	115.653	130.287	111.763	127.807	109.356	126.489	110.793	124.646
1955	117.746	125.5	114.453	125.947	110.401	129.603	110.733	131.776	111.882	138.66
1956	123.107	137.313	119.729	137.639	118.722	136.241	115.787	134.109	115.288	133.313
1957	114.497	109.852	110.643	107.501	106.83	106.535	102.939	106.385	99.295	105.978
1958	118.781	121.597	115.84	121.425	111.828	119.764	109.711	122.785	110.019	121.342
1959	113.749	107.437	110.114	104.853	106.813	102.998	103.414	110.848	101.729	111.939
1960	114.972	111.752	110.928	110.868	106.987	115.819	103.887	117.298	103.601	122.074
1961	111.652	105.975	109.127	105.188	106.137	105.484	105.466	108.681	105.358	112.13
1962	118.924	127.031	114.864	131.957	112.755	132.643	109.291	136.097	109.731	136.458
1963	121.782	128.551	117.798	126.173	113.892	122.693	110.771	119.814	109.775	116.978
1964	118.201	125.128	114.037	123.191	113.644	121.532	112.768	121.673	116.314	121.786
1965	119.286	125.541	114.783	122.397	111.476	120.666	109.917	120.716	110.276	122.553
1966	115.562	112.034	111.534	111.436	108.22	110.712	106.351	123.678	105.165	137.893
1967	115.778	113.297	111.205	108.71	107.841	106.624	105.769	106.644	103.917	116.417
1968	117.287	115.887	113.133	114.014	109.738	113.906	107.963	113.366	106.271	113.453
1969	120.567	121.732	116.434	119.617	113.468	117.548	109.677	118.692	108.391	122.358
1970	121.007	130.335	116.322	128.502	113.1	127.967	111.805	131.917	112.803	135.531
1971	117.646	123.636	114.77	124.154	112.369	123.339	110.439	123.822	111.609	128.189
1972	116.211	112.423	111.806	108.968	109.371	110.45	105.404	110.657	101.791	112.196
1973	121.44	132.254	118.163	131.268	114.114	129.845	112.505	127.331	114.138	126.838
1974	113.976	116.289	109.713	115.775	106.512	114.723	105.474	119.397	106.297	126.343
1975	117.111	125.39	113.067	124.032	110.081	129.737	108.138	135.044	106.524	138.258
1976	120.04	122.481	116.333	120.568	111.977	117.002	108.505	113.02	107.395	117.166
1977	115.895	111.548	111.787	108.692	108.5	107.107	105.391	103.599	103.256	114.608
1978	120.182	131.027	116.667	128.38	114.121	127.575	113.292	124.752	113.487	124.141
1979	120.595	128.969	115.989	128.868	112.475	128.417	109.224	124.65	107.904	121.299
1980	118.248	121.745	113.661	120.03	109.297	119.943	108.179	121.385	105.54	124.273
1981	116.484	114.201	111.963	112.169	107.713	109.739	105.99	107.974	105.621	108.604
1982	118.849	127.321	115.174	124.843	111.071	124.43	109.591	122.667	110.179	134.287
1983	118.948	129.19	114.656	131.4	112.137	131.319	111.548	130.824	112.433	130.705
1984	120.499	133.613	116.295	131.742	112.633	127.867	112.656	125.909	114.837	126.608
1985	121.394	133.36	116.936	132.435	113.684	132.586	114.286	135.755	118.096	134.982
1986	123.975	138.025	120.158	134.485	115.971	133.102	112.894	132.622	112.352	131.166
1987	122.034	131.694	118.354	128.569	114.651	126.403	114.059	124.069	113.652	121.966
1988	118.597	122.075	114.291	120.473	110.526	123.965	107.867	126.576	107.701	135.231
1989	115.204	113.887	110.879	109.52	106.784	107.904	106.297	111.107	104.337	114.047
1990	115.557	117.743	111.344	115.065	108.763	117.216	104.813	122.966	104.545	136.735
1991	118.844	124.947	115.226	122.909	111.647	121.896	107.4	119.826	106.865	120.26
1992	118.334	120.299	114.383	116.98	110.53	116.08	108.261	114.231	106.832	112.124
1993	116.569	120.869	112.68	126.682	108.975	130.693	105.256	132.382	110.85	133.187
1994	116.692	118.247	112.527	114.764	108.539	113.37	107.224	116.114	105.18	116.775
1995	117.224	127.049	113.656	128.42	111.048	137.548	109.613	145.882	112.796	153.65
1996	121.289	128.067	117.268	126.405	114.896	125.554	111.366	125.732	110.896	127.213
1997	115.726	113.39	111.475	112.805	107.254	110.23	104.749	113.53	106.803	111.566
1998	117.648	120.983	113.414	119.784	110.43	119.608	106.474	122.428	105.298	132.465
1999	118.068	118.261	113.899	116.107	110.466	116.657	108.099	118.233	104.285	119.824
2000	118.447	118.292	115.122	114.98	111.338	113.129	109.012	111.505	105.441	108.716
