Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	11	16	11	18	11	21	13	29	18	37
1952	12	22	14	25	16	27	19	32	25	42
1953	11	15	11	16	12	20	13	23	15	28
1954	11	25	12	31	12	34	14	39	20	41
1955	11	24	12	29	12	37	17	44	23	59
1956	11	24	12	29	16	33	17	36	21	43
1957	11	14	11	17	11	23	11	27	11	30
1958	11	15	13	20	13	23	15	32	20	34
1959	11	16	12	18	13	19	13	32	15	37
1960	11	19	11	22	11	31	12	36	17	46
1961	11	20	13	23	14	28	18	35	22	42
1962	11	19	11	29	13	36	13	44	18	49
1963	11	13	11	16	11	18	12	20	16	20
1964	11	25	11	28	16	31	20	35	30	40
1965	11	17	11	18	12	21	15	26	20	32
1966	11	19	11	23	12	26	15	44	19	63
1967	11	15	11	15	12	17	14	21	16	33
1968	11	14	11	16	11	20	14	24	16	28
1969	14	16	14	18	15	20	15	25	18	33
1970	11	17	11	20	12	24	15	33	21	42
1971	11	20	13	25	15	28	17	33	23	44
1972	11	12	11	13	13	19	13	24	13	32
1973	11	18	12	23	12	27	15	29	22	33
1974	11	21	11	25	12	28	15	36	20	46
1975	11	22	11	25	12	35	14	45	16	54
1976	12	13	13	16	13	17	13	18	16	27
1977	11	11	11	13	12	16	13	17	15	33
1978	12	25	13	27	15	31	19	32	24	36
1979	11	16	11	23	12	29	13	30	17	32
1980	11	19	11	22	11	27	15	33	16	39
1981	11	14	11	17	11	19	14	22	18	27
1982	12	21	13	24	13	29	16	31	21	47
1983	11	24	11	30	13	35	17	40	23	46
1984	11	22	11	26	11	27	16	29	24	34
1985	12	26	12	30	14	34	21	42	30	46
1986	11	18	11	18	11	21	12	25	16	28
1987	11	20	11	22	11	25	17	28	22	32
1988	13	20	13	23	13	31	14	38	18	56
1989	11	16	11	16	11	19	15	27	17	35
1990	13	26	13	27	15	33	15	44	19	64
1991	11	17	12	21	13	26	13	29	17	35
1992	11	14	11	15	11	19	13	21	16	23
1993	11	20	11	31	11	42	11	49	22	55
1994	11	17	11	17	11	21	14	28	16	33
1995	12	31	13	37	15	49	18	64	26	78
1996	13	18	13	21	15	25	15	30	19	38
1997	11	15	11	19	11	21	13	28	20	30
1998	11	16	11	20	12	26	12	37	15	53
1999	11	13	11	15	12	20	14	26	14	34
2000	12	14	13	14	13	17	15	19	15	20
