Location id	1	2	3	4	5	6
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	133.469	138.164	144.528	182.025	365	365
1952	125.477	129.259	150.022	366	366	366
1953	133.73	130.613	136.139	348.34	365	365
1954	135.714	140.598	156.791	365	365	365
1955	137.47	156.063	365	365	365	365
1956	141.381	134.117	141.603	165.026	366	366
1957	120.818	124.893	148.078	365	365	365
1958	139.984	140.005	150.113	365	365	365
1959	127.546	142.336	365	365	365	365
1960	135.571	137.174	161.466	366	366	366
1961	117.122	127.52	200.019	365	365	365
1962	141.108	136.939	152.077	365	365	365
1963	128.103	126.731	133.293	141.447	365	365
1964	137.392	143.517	330.054	366	366	366
1965	130.245	122.887	126.012	159.06	365	365
1966	133.656	139.207	365	365	365	365
1967	130.687	135.333	143.549	365	365	365
1968	132.575	137.371	151.044	366	366	366
1969	144.605	141.778	157.021	365	365	365
1970	145.355	139.302	144.596	165.038	365	365
1971	137.867	135.412	139.522	365	365	365
1972	139.967	131.364	147.061	173.121	366	366
1973	149.454	141.586	145.413	161.02	365	365
1974	136.997	133.769	150.145	174.02	361.705	365
1975	145.707	144.838	141.71	144.774	365	365
1976	141.378	134.409	134.273	151.828	366	366
1977	134.638	139.651	148.831	365	365	365
1978	147.297	146.592	151.812	223.019	365	365
1979	150.324	148.84	150.94	365	365	365
1980	146.967	138.326	136.919	158.095	366	366
1981	122	121.366	128.534	163.063	365	365
1982	143.305	139.043	152.413	365	365	365
1983	133.123	139.276	141.401	365	365	365
1984	144.819	136.551	140.641	167.114	366	366
1985	142.068	139.171	158.645	365	365	365
1986	148.445	142.701	143.344	150.334	365	365
1987	139.4	134.224	138.362	186.019	365	365
1988	131.922	141.043	180.019	366	366	366
1989	138.292	146.267	159.281	365	365	365
1990	147.882	159.547	365	365	365	365
1991	147.396	144.688	149.382	163.023	365	365
1992	134.75	129.458	132.856	143.946	366	366
1993	134.784	127.636	139.696	315.542	365	365
1994	127.035	129.957	144.509	343.214	365	365
1995	137.663	144.68	209.019	365	365	365
1996	134.024	140.64	158.032	366	366	366
1997	126.432	143.199	365	365	365	365
1998	137.795	145.1	158.34	365	365	365
1999	128.811	127.792	136.68	165.019	365	365
2000	134.766	139.606	143.076	340.101	366	366
